tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200604,2200,23210,ABE,DAL,1300,0.21,371.5,CO,100,371.5,CO,100,371.5
Table 1a,200604,2200,23210,ABE,DFW,1308,25.21,317.08,US,35.34,294.84,UA,25,283.7
Table 1a,200604,2200,37320,ABE,HOU,1351,1.52,287.14,DL,85.71,291.75,DL,85.71,291.75
Table 1a,200604,2200,37320,ABE,IAH,1339,13.26,309.66,CO,34.42,285.59,CO,34.42,285.59
Table 1a,200604,2200,18500,ABE,MDW,646,3.58,204.06,NW,57.57,180.05,NW,57.57,180.05
Table 1a,200604,2200,18500,ABE,ORD,654,142.39,192.71,UA,93.12,191.1,UA,93.12,191.1
Table 1a,200604,2200,87870,ABE,PIE,971,67.17,108.78,G4,100,108.78,G4,100,108.78
Table 1a,200604,2200,87870,ABE,TPA,963,51.08,155.12,US,60.42,157.94,DL,20,156.18
Table 1a,200604,300,96460,ABI,DCA,1345,6.95,284.34,AA,89.06,295.12,AA,89.06,295.12
Table 1a,200604,300,23210,ABI,DFW,158,29.56,104.24,AA,99.63,104.39,AA,99.63,104.39
Table 1a,200604,300,63760,ABI,EWR,1523,2.82,341.19,AA,53.84,355.64,CO,30.76,352.87
Table 1a,200604,300,96460,ABI,IAD,1325,3.69,242.7,AA,79.41,248.25,AA,79.41,248.25
Table 1a,200604,300,63760,ABI,JFK,1542,1.19,189,CO,72.72,175.37,CO,72.72,175.37
Table 1a,200604,300,63760,ABI,LGA,1539,6.73,206.25,AA,72.58,212.46,CO,25.8,190.06
Table 1a,200604,300,18500,ABI,MDW,921,0.54,138.2,,,,,,
Table 1a,200604,300,18500,ABI,ORD,924,13.36,188.72,AA,91.86,183,AA,91.86,183
Table 1a,200604,1680,23210,ABQ,DAL,580,594.67,130.14,WN,99.65,130.09,WN,99.65,130.09
Table 1a,200604,1680,96460,ABQ,DCA,1650,239.45,241.87,AA,52.29,232.14,AA,52.29,232.14
Table 1a,200604,1680,23210,ABQ,DFW,569,284.13,138.07,AA,95.94,135.43,AA,95.94,135.43
Table 1a,200604,1680,63760,ABQ,EWR,1805,147.28,275.34,CO,52.39,258.54,CO,52.39,258.54
Table 1a,200604,1680,37320,ABQ,HOU,759,250.97,154.04,WN,98.83,154.02,WN,98.83,154.02
Table 1a,200604,1680,96460,ABQ,IAD,1628,191.73,232.92,UA,64.62,242.46,AA,16.26,193.81
Table 1a,200604,1680,37320,ABQ,IAH,744,257.28,174.12,CO,95.35,174.38,AA,1.47,195
Table 1a,200604,1680,63760,ABQ,JFK,1825,48.04,243.83,AA,33.93,218.5,CO,22.85,180.27
Table 1a,200604,1680,63760,ABQ,LGA,1821,260,216.46,AA,44.43,224.1,DL,10.2,196.33
Table 1a,200604,1680,18500,ABQ,MDW,1121,148.91,199.32,WN,90.65,200.31,F9,6.27,202.3
Table 1a,200604,1680,18500,ABQ,ORD,1118,268.8,204.67,AA,62.87,192.3,AA,62.87,192.3
Table 1a,200604,1680,87870,ABQ,TPA,1497,155.54,185.92,WN,57.65,182.81,AA,19.07,179.24
Table 1a,200604,1540,96460,ABY,DCA,647,8.8,372.65,DL,98.76,375.86,DL,98.76,375.86
Table 1a,200604,1540,63760,ABY,EWR,844,4.89,324.84,DL,95.55,321.97,DL,95.55,321.97
Table 1a,200604,1540,96460,ABY,IAD,637,3.69,371.41,DL,100,371.41,DL,100,371.41
Table 1a,200604,1540,63760,ABY,JFK,856,0.86,327.87,DL,100,327.87,DL,100,327.87
Table 1a,200604,1540,63760,ABY,LGA,859,4.67,232.3,DL,95.34,235.51,DL,95.34,235.51
Table 1a,200604,95810,96460,ACT,DCA,1243,10.32,259.92,AA,77.89,251.81,AA,77.89,251.81
Table 1a,200604,95810,96460,ACT,IAD,1223,3.26,270.23,AA,76.66,257.86,CO,10,253.66
Table 1a,200604,5870,87870,ACY,TPA,914,260.43,117.31,NK,99.41,116.86,NK,99.41,116.86
Table 1a,200604,1910,96460,AEX,DCA,1018,14.23,256.32,DL,39.69,273.23,NW,23.66,189.7
Table 1a,200604,1910,63760,AEX,EWR,1211,7.82,250.59,CO,59.72,263.16,DL,29.16,227.95
Table 1a,200604,1910,96460,AEX,IAD,1001,5.21,275.35,DL,56.25,275.96,DL,56.25,275.96
Table 1a,200604,1910,37320,AEX,IAH,190,18.26,288.05,CO,100,288.05,CO,100,288.05
Table 1a,200604,1910,63760,AEX,JFK,1228,1.73,236.93,CO,50,251.5,DL,31.25,244.2
Table 1a,200604,1910,63760,AEX,LGA,1228,8.58,223.84,CO,40.5,242.46,DL,25.31,211
Table 1a,200604,1910,18500,AEX,MDW,769,1.52,231.07,DL,100,231.07,DL,100,231.07
Table 1a,200604,1910,18500,AEX,ORD,778,13.04,220.31,CO,46.66,236.26,NW,43.33,204.19
Table 1a,200604,5980,96460,AGS,DCA,468,26.84,255.1,US,54.65,246.93,US,54.65,246.93
Table 1a,200604,5980,23210,AGS,DFW,874,13.47,282.27,DL,75,265.29,DL,75,265.29
Table 1a,200604,5980,63760,AGS,EWR,663,15.65,304.16,US,54.16,294.67,DL,36.11,261.07
Table 1a,200604,5980,96460,AGS,IAD,459,7.39,327.17,DL,48.52,295.45,US,39.7,293.81
Table 1a,200604,5980,63760,AGS,JFK,675,1.84,289.17,DL,70.58,303.25,US,17.64,190
Table 1a,200604,5980,63760,AGS,LGA,678,12.93,271.18,DL,58.82,259.88,DL,58.82,259.88
Table 1a,200604,5980,18500,AGS,MDW,661,2.5,248.69,DL,100,248.69,DL,100,248.69
Table 1a,200604,5980,18500,AGS,ORD,677,16.08,261.58,DL,59.45,268.15,US,30.4,251.66
Table 1a,200604,5980,87870,AGS,TPA,373,11.52,267.39,DL,57.54,257.27,DL,57.54,257.27
Table 1a,200604,1580,23210,ALB,DAL,1427,2.06,249.05,WN,63.15,195.41,WN,63.15,195.41
Table 1a,200604,1580,96460,ALB,DCA,318,123.26,191.39,US,97,192.88,CO,1.32,142.13
Table 1a,200604,1580,23210,ALB,DFW,1435,121.84,222.6,US,40.58,212.14,US,40.58,212.14
Table 1a,200604,1580,63760,ALB,EWR,143,10,295.01,CO,100,295.01,CO,100,295.01
Table 1a,200604,1580,37320,ALB,HOU,1495,29.13,196.46,WN,93.65,192.35,DL,5.22,267.64
Table 1a,200604,1580,96460,ALB,IAD,325,22.71,224.13,UA,88.99,225.05,CO,1.91,301
Table 1a,200604,1580,37320,ALB,IAH,1482,72.6,230.11,CO,47.15,246.27,US,24.25,195.21
Table 1a,200604,1580,63760,ALB,JFK,145,3.15,249.48,DL,100,249.48,DL,100,249.48
Table 1a,200604,1580,63760,ALB,LGA,136,0.76,87.85,US,100,87.85,US,100,87.85
Table 1a,200604,1580,18500,ALB,MDW,717,118.47,143.03,WN,96.69,142.61,NW,2.38,135.23
Table 1a,200604,1580,18500,ALB,ORD,723,250.65,161.91,UA,78.44,158.8,UA,78.44,158.8
Table 1a,200604,1580,87870,ALB,TPA,1130,309.78,142.38,WN,62.84,140.15,WN,62.84,140.15
Table 1a,200604,2780,23210,AMA,DAL,324,489.23,85.31,WN,99.77,85.28,WN,99.77,85.28
Table 1a,200604,2780,96460,AMA,DCA,1383,17.5,300.73,AA,64.59,316.72,CO,20.49,297
Table 1a,200604,2780,23210,AMA,DFW,313,111.84,106.63,AA,97.76,106.5,AA,97.76,106.5
Table 1a,200604,2780,63760,AMA,EWR,1544,11.19,290.45,AA,58.25,242.03,AA,58.25,242.03
Table 1a,200604,2780,37320,AMA,HOU,538,146.95,136.45,WN,99.03,136.38,WN,99.03,136.38
Table 1a,200604,2780,96460,AMA,IAD,1361,2.5,291.3,AA,52.17,313.08,CO,43.47,257.3
Table 1a,200604,2780,37320,AMA,IAH,519,147.71,129.6,CO,94.48,129.42,AA,4.04,136.3
Table 1a,200604,2780,63760,AMA,JFK,1564,4.34,233.37,CO,55,224.5,CO,55,224.5
Table 1a,200604,2780,63760,AMA,LGA,1560,19.89,254.03,AA,78.68,260.2,CO,15.84,246.41
Table 1a,200604,2780,18500,AMA,MDW,880,7.93,201.46,WN,89.04,203.27,WN,89.04,203.27
Table 1a,200604,2780,18500,AMA,ORD,879,22.93,203.3,AA,89.57,197.77,AA,89.57,197.77
Table 1a,200604,2780,87870,AMA,TPA,1234,18.26,235.39,AA,52.97,231.5,CO,36.9,227.58
Table 1a,200604,5540,96460,ASE,DCA,1598,4.45,336.12,UA,56.09,330.82,DL,34.14,310.35
Table 1a,200604,5540,23210,ASE,DFW,701,15.54,271.48,UA,86.71,255.23,DL,6.99,367.4
Table 1a,200604,5540,63760,ASE,EWR,1729,19.13,371.4,UA,76.13,389.76,DL,19.31,298.5
Table 1a,200604,5540,96460,ASE,IAD,1574,16.3,330.01,UA,93.33,325.91,DL,4,453.5
Table 1a,200604,5540,37320,ASE,IAH,914,20.32,303.36,UA,74.86,291.65,UA,74.86,291.65
Table 1a,200604,5540,63760,ASE,JFK,1750,3.69,354.82,DL,67.64,387.78,DL,67.64,387.78
Table 1a,200604,5540,63760,ASE,LGA,1744,55.65,390.79,UA,96.09,383.28,UA,96.09,383.28
Table 1a,200604,5540,18500,ASE,ORD,1013,35.21,324.41,UA,93.2,326.32,DL,2.46,298.25
Table 1a,200604,5540,87870,ASE,TPA,1596,13.15,299.93,UA,94.21,297.71,UA,94.21,297.71
Table 1a,200604,5850,23210,ATL,DAL,721,6.19,175.77,CO,64.91,179.05,AA,1.75,150
Table 1a,200604,5850,96460,ATL,DCA,547,2140.54,162.55,DL,68.22,178.17,FL,21.83,116.01
Table 1a,200604,5850,23210,ATL,DFW,732,2562.5,161,AA,40.68,163.99,FL,20.95,125.54
Table 1a,200604,5850,63760,ATL,EWR,745,2711.84,154.3,DL,40.64,165.26,FL,20.45,116.82
Table 1a,200604,5850,37320,ATL,HOU,696,614.34,143.34,FL,55.09,130.91,FL,55.09,130.91
Table 1a,200604,5850,96460,ATL,IAD,533,1183.04,145.62,DL,53.3,164.78,FL,34.75,109.01
Table 1a,200604,5850,37320,ATL,IAH,689,893.8,176.85,CO,63.2,170.73,CO,63.2,170.73
Table 1a,200604,5850,63760,ATL,JFK,760,367.17,181.3,DL,90.43,182.56,DL,90.43,182.56
Table 1a,200604,5850,63760,ATL,LGA,761,3999.78,163.47,DL,54.91,185.76,FL,29.93,124.55
Table 1a,200604,5850,18500,ATL,MDW,590,1088.58,126.82,FL,66.08,116.81,FL,66.08,116.81
Table 1a,200604,5850,18500,ATL,ORD,606,1903.15,175.04,DL,38.11,184.59,AA,29.61,159.35
Table 1a,200604,5850,87870,ATL,TPA,406,1414.78,157.78,DL,60.02,173.98,FL,35.94,131.3
Table 1a,200604,4350,96460,ATW,DCA,702,20.54,184.65,YX,32.27,183.44,YX,32.27,183.44
Table 1a,200604,4350,23210,ATW,DFW,908,39.45,203.66,YX,57.57,208.67,NW,12.39,175.42
Table 1a,200604,4350,63760,ATW,EWR,772,22.93,213.01,NW,33.17,180.41,NW,33.17,180.41
Table 1a,200604,4350,37320,ATW,HOU,1074,0.86,238.25,DL,100,238.25,DL,100,238.25
Table 1a,200604,4350,96460,ATW,IAD,680,7.71,195.23,UA,63.38,199.04,NW,25.35,163.61
Table 1a,200604,4350,37320,ATW,IAH,1053,14.23,286.04,UA,48.09,293.2,NW,35.87,252.4
Table 1a,200604,4350,63760,ATW,JFK,793,4.89,179.82,NW,55.55,167.4,NW,55.55,167.4
Table 1a,200604,4350,63760,ATW,LGA,784,42.06,191.48,UA,29.45,197.1,NW,25.06,168.47
Table 1a,200604,4350,18500,ATW,ORD,160,21.3,226.17,UA,98.97,226.2,UA,98.97,226.2
Table 1a,200604,4350,87870,ATW,TPA,1171,23.91,163.39,DL,45,156.19,DL,45,156.19
Table 1a,200604,6100,23210,AUS,DAL,189,1146.84,100.21,WN,91.3,101.05,AA,8.41,90.25
Table 1a,200604,6100,96460,AUS,DCA,1316,217.71,244.44,AA,54.16,249.08,CO,32.3,235.01
Table 1a,200604,6100,23210,AUS,DFW,190,302.93,115.8,AA,98.13,115.76,AA,98.13,115.76
Table 1a,200604,6100,63760,AUS,EWR,1504,436.95,244.97,CO,83.85,250.26,AA,9.52,202.26
Table 1a,200604,6100,37320,AUS,HOU,148,394.34,99.67,WN,100,99.67,WN,100,99.67
Table 1a,200604,6100,96460,AUS,IAD,1297,236.63,249.7,UA,66,259.15,AA,12.35,258.1
Table 1a,200604,6100,37320,AUS,IAH,140,176.08,101.66,CO,100,101.66,CO,100,101.66
Table 1a,200604,6100,63760,AUS,JFK,1522,471.3,188.28,B6,80.02,186.03,DL,14.64,185
Table 1a,200604,6100,63760,AUS,LGA,1520,221.63,222.89,AA,61.74,223.78,CO,14.41,219.37
