tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200603,2200,23210,ABE,DAL,1300,0.32,343.33,CO,66.66,370.5,CO,66.66,370.5
Table 1a,200603,2200,23210,ABE,DFW,1308,27.71,331.6,US,36.07,337.98,DL,15.29,320.87
Table 1a,200603,2200,37320,ABE,HOU,1351,1.73,409.43,DL,100,409.43,DL,100,409.43
Table 1a,200603,2200,37320,ABE,IAH,1339,14.67,341.6,CO,40,345.55,US,32.59,329.09
Table 1a,200603,2200,48880,ABE,LAS,2161,38.91,224.25,DL,50.27,170.5,DL,50.27,170.5
Table 1a,200603,2200,18500,ABE,MDW,646,3.69,213.47,CO,44.11,222.6,NW,35.29,180.83
Table 1a,200603,2200,18500,ABE,ORD,654,156.19,195.51,UA,92.69,194,UA,92.69,194
Table 1a,200603,2200,87870,ABE,TPA,963,46.52,157.3,US,75.46,160.82,DL,19.15,138.64
Table 1a,200603,300,23210,ABI,DFW,158,31.73,100.46,AA,100,100.46,AA,100,100.46
Table 1a,200603,300,63760,ABI,EWR,1523,3.69,261.02,AA,70.58,252.5,AA,70.58,252.5
Table 1a,200603,300,63760,ABI,JFK,1542,1.73,167.68,CO,56.25,161.22,CO,56.25,161.22
Table 1a,200603,300,48880,ABI,LAS,920,72.71,127.65,G4,82.36,109.29,G4,82.36,109.29
Table 1a,200603,300,63760,ABI,LGA,1539,8.15,211.94,AA,76,215.56,CO,22.66,203.17
Table 1a,200603,300,18500,ABI,MDW,921,2.39,254.36,AA,63.63,288.71,AA,63.63,288.71
Table 1a,200603,300,18500,ABI,ORD,924,10.76,227.35,AA,91.91,218.53,AA,91.91,218.53
Table 1a,200603,1680,23210,ABQ,DAL,580,592.06,135.72,WN,99.57,135.66,WN,99.57,135.66
Table 1a,200603,1680,96460,ABQ,DCA,1650,303.15,240.54,AA,48.33,222.4,NW,11.79,192.4
Table 1a,200603,1680,23210,ABQ,DFW,569,288.04,150.38,AA,95.16,148.67,AA,95.16,148.67
Table 1a,200603,1680,63760,ABQ,EWR,1805,116.08,302.97,CO,35.76,324.8,AA,23.5,289.44
Table 1a,200603,1680,37320,ABQ,HOU,759,220.76,163.88,WN,98.86,163.6,WN,98.86,163.6
Table 1a,200603,1680,96460,ABQ,IAD,1628,158.58,231.51,UA,48.11,250.49,AA,27.89,189.27
Table 1a,200603,1680,37320,ABQ,IAH,744,204.67,183.75,CO,91.76,182.73,AA,3.61,192.47
Table 1a,200603,1680,63760,ABQ,JFK,1825,71.19,226.41,AA,45.8,210.91,CO,16.79,206.82
Table 1a,200603,1680,48880,ABQ,LAS,487,690.32,127.91,WN,87.52,127.82,HP,9.82,125.64
Table 1a,200603,1680,63760,ABQ,LGA,1821,283.36,213.41,AA,39.96,218.35,DL,16.91,186.19
Table 1a,200603,1680,18500,ABQ,MDW,1121,159.89,198.33,WN,81.84,202.91,F9,12.57,175.78
Table 1a,200603,1680,18500,ABQ,ORD,1118,265.54,216.88,AA,63.36,203.14,AA,63.36,203.14
Table 1a,200603,1680,87870,ABQ,TPA,1497,134.02,170.33,WN,62.53,165.78,DL,10.3,153.1
Table 1a,200603,1680,28270,ABQ,XNA,697,11.52,220.31,AA,68.86,215.27,AA,68.86,215.27
Table 1a,200603,1540,96460,ABY,DCA,647,8.8,276.44,DL,100,276.44,DL,100,276.44
Table 1a,200603,1540,63760,ABY,EWR,844,3.91,376.94,DL,91.66,379.75,DL,91.66,379.75
Table 1a,200603,1540,96460,ABY,IAD,637,2.06,315.68,DL,94.73,316.27,DL,94.73,316.27
Table 1a,200603,1540,63760,ABY,JFK,856,1.19,352.18,DL,100,352.18,DL,100,352.18
Table 1a,200603,1540,63760,ABY,LGA,859,6.08,332.57,DL,94.64,322.45,DL,94.64,322.45
Table 1a,200603,62400,96460,ACK,DCA,405,38.15,331.22,US,90.88,333.87,US,90.88,333.87
Table 1a,200603,62400,63760,ACK,EWR,218,57.6,263.48,CO,96.79,263.05,CO,96.79,263.05
Table 1a,200603,62400,96460,ACK,IAD,423,2.71,313.96,CO,8,618,,,
Table 1a,200603,62400,63760,ACK,JFK,199,3.04,231.1,,,,,,
Table 1a,200603,62400,63760,ACK,LGA,202,7.5,265.08,US,36.23,285.24,US,36.23,285.24
Table 1a,200603,95810,96460,ACT,DCA,1243,8.8,361.8,AA,71.6,379.41,CO,23.45,300
Table 1a,200603,95810,96460,ACT,IAD,1223,2.71,268.52,AA,92,271.95,AA,92,271.95
Table 1a,200603,27760,63760,ACV,EWR,2580,5.1,305.1,UA,87.23,303.53,AS,4.25,245
Table 1a,200603,27760,63760,ACV,JFK,2601,3.91,446.88,UA,86.11,467.8,UA,86.11,467.8
Table 1a,200603,27760,48880,ACV,LAS,591,12.71,218.22,UA,83.76,216.01,AS,5.98,208.71
Table 1a,200603,27760,63760,ACV,LGA,2593,1.08,340.7,UA,80,295.12,UA,80,295.12
Table 1a,200603,5870,48880,ACY,LAS,2215,16.63,217.42,NK,68.62,198.4,NK,68.62,198.4
Table 1a,200603,5870,87870,ACY,TPA,914,214.13,124.65,NK,98.88,123.99,DL,1.11,182.86
Table 1a,200603,1910,96460,AEX,DCA,1018,12.06,340.43,DL,44.14,358.46,NW,20.72,283.56
Table 1a,200603,1910,63760,AEX,EWR,1211,5.97,327.7,CO,67.27,292.24,CO,67.27,292.24
Table 1a,200603,1910,96460,AEX,IAD,1001,2.39,211.09,DL,63.63,209.57,DL,63.63,209.57
Table 1a,200603,1910,37320,AEX,IAH,190,18.26,251.05,CO,100,251.05,CO,100,251.05
Table 1a,200603,1910,63760,AEX,JFK,1228,1.19,290.72,CO,54.54,291.66,DL,45.45,289.6
Table 1a,200603,1910,48880,AEX,LAS,1340,19.89,237.77,CO,85.24,239.48,CO,85.24,239.48
Table 1a,200603,1910,63760,AEX,LGA,1228,7.93,252.31,CO,49.31,244.13,NW,19.17,223
Table 1a,200603,1910,18500,AEX,MDW,769,0.86,244.75,DL,100,244.75,DL,100,244.75
Table 1a,200603,1910,18500,AEX,ORD,778,12.6,275.96,NW,48.27,264.1,NW,48.27,264.1
Table 1a,200603,1910,87870,AEX,TPA,645,10.1,169.04,CO,47.31,197.72,NW,30.1,135.82
Table 1a,200603,5980,96460,AGS,DCA,468,24.45,264.44,US,72,241.21,US,72,241.21
Table 1a,200603,5980,23210,AGS,DFW,874,12.6,273,DL,84.48,271.18,DL,84.48,271.18
Table 1a,200603,5980,63760,AGS,EWR,663,11.52,281.6,DL,50,263.58,DL,50,263.58
Table 1a,200603,5980,96460,AGS,IAD,459,5.32,359.53,US,46.93,347.78,DL,38.77,335.36
Table 1a,200603,5980,63760,AGS,JFK,675,3.47,195.53,DL,59.37,189.78,DL,59.37,189.78
Table 1a,200603,5980,48880,AGS,LAS,1889,11.84,366.92,DL,88.07,352.41,DL,88.07,352.41
Table 1a,200603,5980,63760,AGS,LGA,678,15.97,264.36,DL,50.34,259.41,DL,50.34,259.41
Table 1a,200603,5980,18500,AGS,MDW,661,4.89,247.91,DL,100,247.91,DL,100,247.91
Table 1a,200603,5980,18500,AGS,ORD,677,15.97,298.75,DL,53.74,301.73,US,31.97,241.76
Table 1a,200603,5980,87870,AGS,TPA,373,14.02,262.24,DL,64.34,272.32,US,31.78,250.17
Table 1a,200603,1580,23210,ALB,DAL,1427,0.76,311.42,CO,42.85,269.33,CO,42.85,269.33
Table 1a,200603,1580,96460,ALB,DCA,318,109.23,238.99,US,98.7,239.03,US,98.7,239.03
Table 1a,200603,1580,23210,ALB,DFW,1435,136.73,232.8,US,42.05,196.24,US,42.05,196.24
Table 1a,200603,1580,63760,ALB,EWR,143,19.34,282.31,CO,99.43,283.07,CO,99.43,283.07
Table 1a,200603,1580,37320,ALB,HOU,1495,33.04,212.54,WN,90.78,206.9,DL,7.23,277
Table 1a,200603,1580,96460,ALB,IAD,325,18.58,250.23,UA,87.13,230.77,CO,5.84,286.5
Table 1a,200603,1580,37320,ALB,IAH,1482,82.39,234.39,CO,42.87,252.6,US,20.84,197.33
Table 1a,200603,1580,63760,ALB,JFK,145,1.73,249.56,DL,100,249.56,DL,100,249.56
Table 1a,200603,1580,48880,ALB,LAS,2237,261.19,200.55,WN,63.71,194.69,AA,3.91,150.32
Table 1a,200603,1580,63760,ALB,LGA,136,0.32,326,US,100,326,US,100,326
Table 1a,200603,1580,18500,ALB,MDW,717,134.02,146.46,WN,94.16,145.41,CO,1.62,216.1
Table 1a,200603,1580,18500,ALB,ORD,723,340.21,174.34,UA,76.77,170.82,UA,76.77,170.82
Table 1a,200603,1580,87870,ALB,TPA,1130,222.82,154,WN,45.02,145.28,WN,45.02,145.28
Table 1a,200603,2780,23210,AMA,DAL,324,430.43,89.93,WN,99.26,89.84,WN,99.26,89.84
Table 1a,200603,2780,96460,AMA,DCA,1383,12.6,330.68,AA,75,341.67,CO,22.41,304.3
Table 1a,200603,2780,23210,AMA,DFW,313,125.54,98.99,AA,97.4,99.37,AA,97.4,99.37
Table 1a,200603,2780,63760,AMA,EWR,1544,8.47,273.32,AA,58.97,230.82,AA,58.97,230.82
Table 1a,200603,2780,37320,AMA,HOU,538,133.15,143.49,WN,97.22,143.76,AA,1.46,145.72
Table 1a,200603,2780,96460,AMA,IAD,1361,3.47,304,AA,78.12,274.92,CO,12.5,248
Table 1a,200603,2780,37320,AMA,IAH,519,140.65,137.06,CO,93.5,137.04,AA,4.79,139.14
Table 1a,200603,2780,63760,AMA,JFK,1564,3.04,281.57,CO,39.28,266.36,CO,39.28,266.36
Table 1a,200603,2780,48880,AMA,LAS,758,115,145.77,WN,97.35,144.4,AA,2.36,200
Table 1a,200603,2780,63760,AMA,LGA,1560,15.21,289.25,AA,62.14,281.48,AA,62.14,281.48
Table 1a,200603,2780,18500,AMA,MDW,880,15.1,208.89,WN,62.58,217.18,AA,25.17,205.68
Table 1a,200603,2780,18500,AMA,ORD,879,23.69,217.63,AA,81.19,211.86,AA,81.19,211.86
Table 1a,200603,2780,87870,AMA,TPA,1234,11.3,234.74,CO,50.96,237.79,AA,46.15,237.72
Table 1a,200603,5540,96460,ASE,DCA,1598,9.89,345.93,UA,57.14,387.8,DL,34.06,265.77
Table 1a,200603,5540,23210,ASE,DFW,701,36.73,271.36,UA,84.91,258.79,DL,8.57,247.62
Table 1a,200603,5540,63760,ASE,EWR,1729,18.91,392.81,UA,76.43,412.53,DL,20.11,322.48
Table 1a,200603,5540,96460,ASE,IAD,1574,26.73,401.53,UA,97.15,404.91,UA,97.15,404.91
Table 1a,200603,5540,37320,ASE,IAH,914,31.41,335.13,UA,82.69,320.67,DL,7.26,290.14
Table 1a,200603,5540,63760,ASE,JFK,1750,2.28,384.85,DL,42.85,384.55,HP,38.09,247.12
Table 1a,200603,5540,48880,ASE,LAS,503,13.91,264.92,UA,75.78,258.11,UA,75.78,258.11
Table 1a,200603,5540,63760,ASE,LGA,1744,72.28,415.11,UA,94.58,415.92,DL,1.5,310.5
Table 1a,200603,5540,18500,ASE,MDW,1020,2.6,265.2,UA,95.83,273.82,UA,95.83,273.82
Table 1a,200603,5540,18500,ASE,ORD,1013,43.36,347.18,UA,91.72,347.49,DL,2,280.5
Table 1a,200603,5850,23210,ATL,DAL,721,3.58,225.15,CO,78.78,217.03,AA,6.06,343
Table 1a,200603,5850,96460,ATL,DCA,547,1911.41,178.96,DL,68.5,193.22,FL,20.54,132.47
Table 1a,200603,5850,23210,ATL,DFW,732,2399.56,186.22,AA,43.94,183.65,FL,18.06,144.32
Table 1a,200603,5850,63760,ATL,EWR,745,2498.47,175.96,DL,37.97,192.24,FL,22.99,134.28
Table 1a,200603,5850,37320,ATL,HOU,696,590.86,167.58,FL,56.49,149.84,FL,56.49,149.84
Table 1a,200603,5850,96460,ATL,IAD,533,1136.08,159.31,DL,58.62,169.81,FL,28.74,131.6
Table 1a,200603,5850,37320,ATL,IAH,689,806.73,203.55,CO,63.27,198.51,CO,63.27,198.51
Table 1a,200603,5850,63760,ATL,JFK,760,297.28,198.57,DL,90.82,199.92,DL,90.82,199.92
Table 1a,200603,5850,48880,ATL,LAS,1747,1474.89,209.86,DL,59.03,221.53,FL,23.4,193.16
Table 1a,200603,5850,63760,ATL,LGA,761,3910.43,173.63,DL,50.72,199.76,FL,31.67,138.42
Table 1a,200603,5850,18500,ATL,MDW,590,1171.3,143.21,FL,67.16,131.47,FL,67.16,131.47
Table 1a,200603,5850,18500,ATL,ORD,606,1900.32,193.14,DL,39.11,210.39,AA,27.66,171.27
Table 1a,200603,5850,87870,ATL,TPA,406,1256.84,178.31,DL,57.38,208.09,FL,40.77,135.07
Table 1a,200603,5850,28270,ATL,XNA,589,118.8,324.49,DL,88.38,330.23,AA,5.39,272.74
Table 1a,200603,4350,96460,ATW,DCA,702,27.5,177.21,UA,35.17,194.29,NW,28.85,148.91
Table 1a,200603,4350,23210,ATW,DFW,908,45,214.19,YX,51.69,202.24,NW,13.28,183.41
Table 1a,200603,4350,63760,ATW,EWR,772,24.02,203.85,YX,34.84,174.54,YX,34.84,174.54
Table 1a,200603,4350,37320,ATW,HOU,1074,0.43,189.75,DL,100,189.75,DL,100,189.75
Table 1a,200603,4350,96460,ATW,IAD,680,15.1,188.15,UA,57.55,187.71,NW,35.97,174.5
Table 1a,200603,4350,37320,ATW,IAH,1053,17.93,343.27,UA,50.9,312.36,NW,27.87,297.84
Table 1a,200603,4350,63760,ATW,JFK,793,3.69,205.14,NW,67.64,181.6,NW,67.64,181.6
Table 1a,200603,4350,48880,ATW,LAS,1510,29.34,200.18,UA,39.62,214.26,NW,38.14,189.94
Table 1a,200603,4350,63760,ATW,LGA,784,37.71,206.21,UA,40.92,215.23,NW,21.32,168.93
Table 1a,200603,4350,18500,ATW,ORD,160,24.23,242.26,UA,99.55,242.78,UA,99.55,242.78
Table 1a,200603,4350,87870,ATW,TPA,1171,18.8,175.64,DL,53.75,186.07,NW,14.45,142.44
Table 1a,200603,6100,23210,AUS,DAL,189,1129.45,101.64,WN,92.47,102.1,AA,7.26,94.16
Table 1a,200603,6100,96460,AUS,DCA,1316,192.5,262.01,AA,49.35,251.41,AA,49.35,251.41
Table 1a,200603,6100,23210,AUS,DFW,190,282.06,115.09,AA,98.72,114.78,AA,98.72,114.78
Table 1a,200603,6100,63760,AUS,EWR,1504,346.08,273.01,CO,79.64,279.17,AA,14.6,234.61
Table 1a,200603,6100,37320,AUS,HOU,148,377.93,102.31,WN,100,102.31,WN,100,102.31
Table 1a,200603,6100,96460,AUS,IAD,1297,162.5,304.14,UA,67.89,307.7,AA,17.92,294.11
Table 1a,200603,6100,37320,AUS,IAH,140,146.19,102.28,CO,100,102.28,CO,100,102.28
Table 1a,200603,6100,63760,AUS,JFK,1522,442.6,199.93,B6,79.66,194.1,B6,79.66,194.1
