tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200701,2200,23210,ABE,DFW,1308,20.77,302.87,US,43.31,308.35,DL,19.78,284.02
Table 1a,200701,2200,37320,ABE,HOU,1351,1.11,308.3,DL,70,354.71,DL,70,354.71
Table 1a,200701,2200,37320,ABE,IAH,1339,16.33,289.08,US,34.69,267.98,US,34.69,267.98
Table 1a,200701,2200,18500,ABE,MDW,646,3,199.4,NW,51.85,207.5,CO,37.03,202.6
Table 1a,200701,2200,18500,ABE,ORD,654,101.55,191.25,UA,93.98,189.69,UA,93.98,189.69
Table 1a,200701,2200,87870,ABE,PIE,971,123.22,104.83,G4,100,104.83,G4,100,104.83
Table 1a,200701,2200,87870,ABE,TPA,963,44.88,151.51,US,63.36,156.58,DL,21.53,142.32
Table 1a,200701,300,23210,ABI,DFW,158,30.66,106.69,AA,100,106.69,AA,100,106.69
Table 1a,200701,300,63760,ABI,EWR,1523,2.77,292.48,AA,52,265.38,AA,52,265.38
Table 1a,200701,300,63760,ABI,JFK,1542,1.22,260.18,AA,63.63,297.57,CO,27.27,149
Table 1a,200701,300,63760,ABI,LGA,1539,7.77,202.71,AA,77.14,210.16,CO,17.14,184.16
Table 1a,200701,1680,23210,ABQ,DAL,580,518.88,122.8,WN,99.67,122.86,WN,99.67,122.86
Table 1a,200701,1680,96460,ABQ,DCA,1650,206.66,251.6,AA,49.13,246.97,AA,49.13,246.97
Table 1a,200701,1680,23210,ABQ,DFW,569,295,125.88,AA,96.83,124.24,AA,96.83,124.24
Table 1a,200701,1680,63760,ABQ,EWR,1805,137,234.34,CO,70.96,234.57,AA,10.78,219.86
Table 1a,200701,1680,37320,ABQ,HOU,759,216.77,160.05,WN,98.87,160.01,WN,98.87,160.01
Table 1a,200701,1680,96460,ABQ,IAD,1628,161.22,232.36,UA,66.09,244.62,AA,12.47,203.28
Table 1a,200701,1680,37320,ABQ,IAH,744,240.88,162.18,CO,95.34,161.93,AA,2.16,147.12
Table 1a,200701,1680,63760,ABQ,JFK,1825,31.88,205.43,AA,49.82,190.74,AA,49.82,190.74
Table 1a,200701,1680,63760,ABQ,LGA,1821,161.88,195.26,AA,45.29,194.77,CO,12.9,190.25
Table 1a,200701,1680,18500,ABQ,MDW,1121,111.88,201.06,WN,95.03,201.45,F9,2.97,189.7
Table 1a,200701,1680,18500,ABQ,ORD,1118,178.33,206.89,UA,48.41,221.85,AA,45.91,184.27
Table 1a,200701,1680,87870,ABQ,TPA,1497,127,183.87,WN,55.9,184.54,AA,21.52,168.99
Table 1a,200701,1540,96460,ABY,DCA,647,11.66,335.17,DL,98.09,337.3,DL,98.09,337.3
Table 1a,200701,1540,96460,ABY,IAD,637,2.33,323.28,DL,100,323.28,DL,100,323.28
Table 1a,200701,95810,96460,ACT,DCA,1243,8.44,269.53,AA,72.36,276.54,CO,22.36,227.7
Table 1a,200701,95810,96460,ACT,IAD,1223,1.77,319.62,AA,68.75,342.54,CO,18.75,340.66
Table 1a,200701,5870,87870,ACY,TPA,914,358.66,105.26,NK,99.38,104.9,NK,99.38,104.9
Table 1a,200701,1910,23210,AEX,DAL,273,0.77,183.57,CO,100,183.57,CO,100,183.57
Table 1a,200701,1910,96460,AEX,DCA,1018,12.11,269.87,DL,47.7,290.3,NW,17.43,176.36
Table 1a,200701,1910,23210,AEX,DFW,285,14.44,159.65,AA,92.3,154.28,AA,92.3,154.28
Table 1a,200701,1910,63760,AEX,EWR,1211,6.44,257.13,CO,43.1,314.76,NW,13.79,207
Table 1a,200701,1910,96460,AEX,IAD,1001,3.11,288.17,CO,46.42,222.76,CO,46.42,222.76
Table 1a,200701,1910,37320,AEX,IAH,190,19.77,308.26,CO,98.87,308.48,CO,98.87,308.48
Table 1a,200701,1910,63760,AEX,JFK,1228,1.33,223.16,CO,58.33,161.85,CO,58.33,161.85
Table 1a,200701,1910,63760,AEX,LGA,1228,6.66,252.21,CO,50,211.6,NW,13.33,143.25
Table 1a,200701,1910,18500,AEX,MDW,769,1.44,359.61,DL,84.61,382.18,DL,84.61,382.18
Table 1a,200701,1910,18500,AEX,ORD,778,10.33,267.15,NW,33.33,259.93,NW,33.33,259.93
Table 1a,200701,5980,96460,AGS,DCA,468,26.66,228.68,US,60,222.99,US,60,222.99
Table 1a,200701,5980,23210,AGS,DFW,874,18.11,229.94,DL,69.93,233.52,US,23.31,209.86
Table 1a,200701,5980,63760,AGS,EWR,663,16.22,278.44,US,45.2,234.59,US,45.2,234.59
Table 1a,200701,5980,37320,AGS,HOU,826,6.77,251.93,DL,96.72,245.84,DL,96.72,245.84
Table 1a,200701,5980,96460,AGS,IAD,459,6.66,254.71,US,51.66,270.35,DL,40,231.58
Table 1a,200701,5980,37320,AGS,IAH,821,7.44,252.28,DL,70.14,237.85,DL,70.14,237.85
Table 1a,200701,5980,63760,AGS,JFK,675,2.33,232.95,DL,76.19,235,US,23.8,226.4
Table 1a,200701,5980,63760,AGS,LGA,678,11.88,224.49,DL,59.81,188.96,DL,59.81,188.96
Table 1a,200701,5980,18500,AGS,MDW,661,2.11,253.42,DL,100,253.42,DL,100,253.42
Table 1a,200701,5980,18500,AGS,ORD,677,10.55,253.65,DL,63.15,232.55,DL,63.15,232.55
Table 1a,200701,1580,23210,ALB,DAL,1427,6.55,165.88,WN,100,165.88,WN,100,165.88
Table 1a,200701,1580,96460,ALB,DCA,318,101.22,226.03,US,98.79,225.92,US,98.79,225.92
Table 1a,200701,1580,23210,ALB,DFW,1435,107.88,210.95,US,41.19,182.55,US,41.19,182.55
Table 1a,200701,1580,37320,ALB,HOU,1495,25.11,233.75,WN,87.16,231.31,WN,87.16,231.31
Table 1a,200701,1580,96460,ALB,IAD,325,7.88,204.98,UA,87.32,196.35,CO,5.63,304.75
Table 1a,200701,1580,37320,ALB,IAH,1482,59.22,237.11,CO,51.03,257.39,US,13.69,184.3
Table 1a,200701,1580,18500,ALB,MDW,717,67,152.18,WN,96.35,151.03,NW,2.32,128.14
Table 1a,200701,1580,18500,ALB,ORD,723,182.33,169.24,UA,70.32,168.95,AA,19.86,161.88
Table 1a,200701,1580,87870,ALB,TPA,1130,458.22,132.06,WN,69.27,121.56,WN,69.27,121.56
Table 1a,200701,2780,23210,AMA,DAL,324,462.33,86.62,WN,99.56,86.54,WN,99.56,86.54
Table 1a,200701,2780,96460,AMA,DCA,1383,13.55,337.64,AA,75.4,351.18,CO,15.57,285.89
Table 1a,200701,2780,23210,AMA,DFW,313,105.44,105.26,AA,97.15,105.64,AA,97.15,105.64
Table 1a,200701,2780,63760,AMA,EWR,1544,4.55,345.58,CO,65.85,362.81,AA,29.26,333.91
Table 1a,200701,2780,37320,AMA,HOU,538,119.11,142.97,WN,98.5,142.53,AA,1.49,172.12
Table 1a,200701,2780,96460,AMA,IAD,1361,5.55,363.72,AA,72,296.05,AA,72,296.05
Table 1a,200701,2780,37320,AMA,IAH,519,129.22,130.12,CO,94.06,129.71,AA,4.04,142.34
Table 1a,200701,2780,63760,AMA,JFK,1564,2.22,219.1,CO,45,225.66,AA,30,210.83
Table 1a,200701,2780,63760,AMA,LGA,1560,11.55,277.14,AA,67.3,303.88,CO,24.03,210.92
Table 1a,200701,2780,18500,AMA,MDW,880,5,223.06,WN,88.88,227.02,WN,88.88,227.02
Table 1a,200701,2780,18500,AMA,ORD,879,19.77,224.06,AA,76.4,206.94,AA,76.4,206.94
Table 1a,200701,2780,87870,AMA,TPA,1234,12.55,225.32,AA,57.52,202.21,AA,57.52,202.21
Table 1a,200701,5540,96460,ASE,DCA,1598,8,320.2,UA,79.16,314.87,UA,79.16,314.87
Table 1a,200701,5540,23210,ASE,DFW,701,32.88,266.38,UA,89.52,263.11,DL,4.72,253.64
Table 1a,200701,5540,63760,ASE,EWR,1729,53.44,377.3,UA,83.57,371.47,DL,11.43,315.38
Table 1a,200701,5540,96460,ASE,IAD,1574,38.55,309.87,UA,95.1,312.36,DL,3.17,270.72
Table 1a,200701,5540,37320,ASE,IAH,914,25.44,315.25,UA,88.2,315.29,DL,5.67,286.15
Table 1a,200701,5540,63760,ASE,JFK,1750,4.77,451.69,DL,58.13,437.24,UA,11.62,419.6
Table 1a,200701,5540,63760,ASE,LGA,1744,111.66,413.45,UA,97.21,412.52,UA,97.21,412.52
Table 1a,200701,5540,18500,ASE,MDW,1020,0.44,283.25,,,,,,
Table 1a,200701,5540,18500,ASE,ORD,1013,92.22,314.77,UA,96.02,315.36,DL,1.68,277.21
Table 1a,200701,5540,87870,ASE,TPA,1596,24.11,303.06,UA,86.63,291.89,DL,9.67,352.09
Table 1a,200701,5850,23210,ATL,DAL,721,4.55,207.26,CO,60.97,231.68,AA,19.51,122.12
Table 1a,200701,5850,96460,ATL,DCA,547,1824.11,189.42,DL,65.3,213.83,FL,25.03,127.28
Table 1a,200701,5850,23210,ATL,DFW,732,2333.66,187.06,AA,43.42,185.37,FL,20.6,147.69
Table 1a,200701,5850,63760,ATL,EWR,745,2101.88,178.03,DL,38.68,199.24,FL,19.54,132.3
Table 1a,200701,5850,37320,ATL,HOU,696,520.66,152.79,FL,51.96,134.65,FL,51.96,134.65
Table 1a,200701,5850,96460,ATL,IAD,533,1018.55,168.84,DL,49.18,197.43,FL,34.85,130.12
Table 1a,200701,5850,37320,ATL,IAH,689,885.77,180.64,CO,59.52,172.73,CO,59.52,172.73
Table 1a,200701,5850,63760,ATL,JFK,760,248.11,213.28,DL,88.35,216.86,DL,88.35,216.86
Table 1a,200701,5850,63760,ATL,LGA,761,3195.55,187.16,DL,49.9,223.55,FL,32.3,138.22
Table 1a,200701,5850,18500,ATL,MDW,590,724.66,147.82,FL,64.84,135.02,FL,64.84,135.02
Table 1a,200701,5850,18500,ATL,ORD,606,1713,189.95,UA,33.69,178.61,AA,29.55,173.23
Table 1a,200701,5850,87870,ATL,TPA,406,1460.11,168.87,DL,57.27,195.35,FL,32.98,138.58
Table 1a,200701,4350,96460,ATW,DCA,702,20.22,173.62,UA,34.06,174.25,YX,32.96,163.43
Table 1a,200701,4350,23210,ATW,DFW,908,34.11,217.15,YX,57.65,216.13,NW,13.35,185.68
Table 1a,200701,4350,63760,ATW,EWR,772,17,254.81,YX,33.98,218.25,DL,14.37,208.13
Table 1a,200701,4350,37320,ATW,HOU,1074,0.66,187,DL,83.33,198.6,DL,83.33,198.6
Table 1a,200701,4350,96460,ATW,IAD,680,6.88,200.12,UA,64.51,204.22,NW,25.8,163.31
Table 1a,200701,4350,37320,ATW,IAH,1053,14.22,262.41,UA,59.37,254.59,NW,22.65,200.48
Table 1a,200701,4350,63760,ATW,JFK,793,3.11,206.03,DL,39.28,191.81,DL,39.28,191.81
