Year,Quarter,tbl,large_ms,fare_lg,lf_ms,fare_low,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,carrier_low
2011,3,Table 1a,100,215.41,100,215.41,30135,30852,ABE,DCA,151,1.847826087,215.4105882,US,US
2011,3,Table 1a,26.17,227.07,25.47,197.94,30135,30194,ABE,DFW,1307,46.52173913,243.5020561,UA,DL
2011,3,Table 1a,66.76,181.68,25.27,171.91,30135,32467,ABE,FLL,1041,40.86956522,177.9808511,US,DL
2011,3,Table 1a,100,315.41,100,315.41,30135,31453,ABE,HOU,1350,3.47826087,315.4053125,DL,DL
2011,3,Table 1a,99.02,261.78,99.02,261.78,30135,30852,ABE,IAD,159,11.08695652,261.514902,UA,UA
2011,3,Table 1a,38.52,163.35,38.52,163.35,30135,31453,ABE,IAH,1339,30.76086957,235.8964664,DL,DL
2011,3,Table 1a,37.14,325.42,13.43,285.28,30135,32575,ABE,LAX,2388,38.04347826,329.2168857,UA,AA
2011,3,Table 1a,79.17,328.18,16.67,132.04,30135,30977,ABE,MDW,646,2.608695652,297.29375,DL,YY
2011,3,Table 1a,52.38,230.35,15.24,182.43,30135,32467,ABE,MIA,1061,11.41304348,217.4244762,US,UA
2011,3,Table 1a,69.55,321.58,16.25,259.53,30135,30977,ABE,ORD,654,111.7391304,307.9796595,UA,AA
2011,3,Table 1a,99.63,110.91,99.63,110.91,30135,33195,ABE,PIE,970,116.0869565,110.7641011,G4,G4
2011,3,Table 1a,61.99,286.12,61.99,286.12,30135,32457,ABE,SFO,2500,55.76086957,307.1709552,UA,UA
2011,3,Table 1a,46.2,272.35,21.05,207.34,30135,32575,ABE,SNA,2367,18.58695652,260.6795906,UA,AA
2011,3,Table 1a,51.37,195.04,27.87,148.44,30135,33195,ABE,TPA,962,39.7826087,181.0545082,US,UA
2011,3,Table 1a,100,124.3,100,124.3,30136,30194,ABI,DFW,158,30.65217391,124.2979787,AA,AA
2011,3,Table 1a,100,331.11,100,331.11,30136,31703,ABI,EWR,1523,1.630434783,331.1113333,AA,AA
2011,3,Table 1a,98.15,185.06,98.15,185.06,30136,31453,ABI,HOU,323,5.869565217,184.5905556,AA,AA
2011,3,Table 1a,50,176.93,50,176.93,30136,31703,ABI,HPN,1553,0.217391304,277.98,AA,AA
2011,3,Table 1a,96.97,213.84,96.97,213.84,30136,31453,ABI,IAH,307,10.76086957,212.3561616,AA,AA
2011,3,Table 1a,0,0,0,9999,30136,31703,ABI,ISP,1579,0.217391304,414.46,,
2011,3,Table 1a,88.89,389.76,88.89,389.76,30136,31703,ABI,JFK,1542,0.97826087,438.2977778,AA,AA
2011,3,Table 1a,96.2,403.02,96.2,403.02,30136,31703,ABI,LGA,1539,8.586956522,402.0582279,AA,AA
2011,3,Table 1a,0,0,0,9999,30136,30977,ABI,MDW,921,0.217391304,308.455,,
2011,3,Table 1a,97.3,295.76,97.3,295.76,30136,30977,ABI,ORD,924,12.06521739,300.2042342,AA,AA
2011,3,Table 1a,46.17,229.51,46.17,229.51,30140,30721,ABQ,BOS,1974,197.2826087,263.4233499,AA,AA
2011,3,Table 1a,82.33,207.92,13.98,181.84,30140,32575,ABQ,BUR,672,55.97826087,203.0747573,WN,US
2011,3,Table 1a,84.22,249.74,84.22,249.74,30140,30852,ABQ,BWI,1670,326.5217391,248.584777,WN,WN
2011,3,Table 1a,73.11,190.42,73.11,190.42,30140,30647,ABQ,CAK,1427,12.93478261,201.5551261,F9,F9
2011,3,Table 1a,31.51,201.63,12.86,199.83,30140,30647,ABQ,CLE,1411,67.60869565,233.4435852,AA,DL
2011,3,Table 1a,99.9,186.45,99.9,186.45,30140,30194,ABQ,DAL,580,427.9347826,186.4450876,WN,WN
2011,3,Table 1a,58.13,299.99,18.1,296.29,30140,30852,ABQ,DCA,1650,153.6956522,299.7453748,AA,DL
2011,3,Table 1a,94.67,199.56,94.67,199.56,30140,30194,ABQ,DFW,569,214.1304348,200.4880711,AA,AA
2011,3,Table 1a,27.65,216.27,27.65,216.27,30140,31703,ABQ,EWR,1805,145.8695652,252.5056259,WN,WN
2011,3,Table 1a,40.72,229.75,14.78,227.41,30140,32467,ABQ,FLL,1687,63.26086957,231.4943643,WN,DL
2011,3,Table 1a,97.94,206.79,97.94,206.79,30140,31453,ABQ,HOU,759,232.0652174,205.9404262,WN,WN
2011,3,Table 1a,68.57,336.82,68.57,336.82,30140,31703,ABQ,HPN,1830,3.804347826,369.1231429,DL,DL
2011,3,Table 1a,64.09,327.79,14.03,271.43,30140,30852,ABQ,IAD,1628,178.9130435,317.3696719,UA,WN
2011,3,Table 1a,64.29,219.8,64.29,219.8,30140,31453,ABQ,IAH,744,149.1304348,228.0602405,CO,CO
2011,3,Table 1a,99.44,277.1,99.44,277.1,30140,31703,ABQ,ISP,1861,19.34782609,277.6526966,WN,WN
2011,3,Table 1a,47.7,200.43,47.7,200.43,30140,31703,ABQ,JFK,1826,30.76086957,240.1458657,AA,AA
2011,3,Table 1a,70.09,169.29,70.09,169.29,30140,32575,ABQ,LAX,677,625,171.1461217,WN,WN
2011,3,Table 1a,55.63,212.71,55.63,212.71,30140,31703,ABQ,LGA,1821,270.2173913,226.7479525,AA,AA
2011,3,Table 1a,83.13,164.37,83.13,164.37,30140,32575,ABQ,LGB,664,17.39130435,166.137875,US,US
2011,3,Table 1a,93.87,199.08,93.87,199.08,30140,30977,ABQ,MDW,1121,210.8695652,196.5520052,WN,WN
2011,3,Table 1a,81.42,288.12,10.84,246.77,30140,30721,ABQ,MHT,1955,49.13043478,286.0371681,WN,DL
2011,3,Table 1a,64.57,248.08,22.42,232.91,30140,32467,ABQ,MIA,1689,48.47826087,251.8547758,AA,DL
2011,3,Table 1a,92.91,191.22,92.91,191.22,30140,32457,ABQ,OAK,889,386.4130435,190.2337947,WN,WN
2011,3,Table 1a,78.77,203.7,78.77,203.7,30140,32575,ABQ,ONT,630,97.2826087,204.9233743,WN,WN
2011,3,Table 1a,57.33,233.66,26.38,229.4,30140,30977,ABQ,ORD,1118,202.2826087,231.2878667,AA,UA
2011,3,Table 1a,33.44,290.66,21.19,285.88,30140,33667,ABQ,ORF,1702,32.82608696,287.6227152,AA,DL
2011,3,Table 1a,88,280.73,10.29,184.95,30140,33667,ABQ,PHF,1685,19.02173913,272.3248,DL,F9
2011,3,Table 1a,67.54,281.48,17.54,279.2,30140,30721,ABQ,PVD,1950,37.17391304,280.4518129,WN,DL
2011,3,Table 1a,42.82,183.48,12.91,182.64,30140,32457,ABQ,SFO,896,186.0869565,198.4483762,WN,US
2011,3,Table 1a,75.36,198.09,75.36,198.09,30140,32457,ABQ,SJC,870,120,203.1711957,WN,WN
2011,3,Table 1a,63.07,188.77,24.7,160.88,30140,32575,ABQ,SNA,650,128.0434783,179.1212818,WN,US
2011,3,Table 1a,76.19,266.35,76.19,266.35,30140,31703,ABQ,SWF,1811,2.282608696,278.5238095,DL,DL
2011,3,Table 1a,43.58,215.86,36.3,193.67,30140,33195,ABQ,TPA,1498,107.5,207.688089,WN,AA
2011,3,Table 1a,99.06,326.62,99.06,326.62,30146,30852,ABY,DCA,646,11.52173913,326.8135849,DL,DL
2011,3,Table 1a,100,316.87,100,316.87,30146,31703,ABY,EWR,843,2.826086957,316.8715385,DL,DL
2011,3,Table 1a,100,215.02,100,215.02,30146,31703,ABY,HPN,879,0.217391304,215.02,DL,DL
2011,3,Table 1a,94.12,282.81,94.12,282.81,30146,30852,ABY,IAD,637,1.847826087,278.3988235,DL,DL
2011,3,Table 1a,100,223.84,100,223.84,30146,31703,ABY,JFK,855,0.652173913,223.8366667,DL,DL
2011,3,Table 1a,98.46,276.02,98.46,276.02,30146,31703,ABY,LGA,858,7.065217391,272.7612308,DL,DL
2011,3,Table 1a,100,295.48,100,295.48,30146,31703,ABY,SWF,886,0.217391304,295.48,DL,DL
2011,3,Table 1a,79.01,328.17,79.01,328.17,30154,30852,ACK,DCA,405,68.36956522,307.9292528,US,US
2011,3,Table 1a,25.68,171.08,25.68,171.08,30154,31703,ACK,EWR,218,8.043478261,225.5827027,CO,CO
2011,3,Table 1a,100,270.23,100,270.23,30154,31703,ACK,HPN,191,0.108695652,270.23,9K,9K
2011,3,Table 1a,38.46,200.86,10.26,175.13,30154,30852,ACK,IAD,423,4.239130435,248.9105128,B6,DL
2011,3,Table 1a,84.53,160.95,84.53,160.95,30154,31703,ACK,JFK,199,250.1086957,162.4532551,B6,B6
2011,3,Table 1a,97.31,282.89,97.31,282.89,30154,31703,ACK,LGA,202,44.45652174,283.686088,US,US
2011,3,Table 1a,41.05,219.19,41.05,219.19,30154,30977,ACK,ORD,924,20.65217391,267.3692632,CO,CO
2011,3,Table 1a,62.96,372.47,62.96,372.47,30155,31703,ACT,EWR,1428,2.934782609,456.3385185,AA,AA
2011,3,Table 1a,50,320.75,50,320.75,30155,31703,ACT,HPN,1459,0.217391304,317.995,AA,AA
2011,3,Table 1a,50,319.5,50,319.5,30155,31703,ACT,JFK,1446,0.217391304,268.29,AA,AA
2011,3,Table 1a,83.1,374.5,83.1,374.5,30155,31703,ACT,LGA,1444,7.717391304,373.9377465,AA,AA
2011,3,Table 1a,87.58,270.64,87.58,270.64,30157,32575,ACV,LAX,577,35.86956522,273.8459394,UA,UA
2011,3,Table 1a,95.52,262.54,95.52,262.54,30157,32457,ACV,SFO,250,36.41304348,260.0577313,UA,UA
2011,3,Table 1a,100,79.73,100,79.73,30158,30721,ACY,BOS,274,116.3043478,79.72515888,NK,NK
2011,3,Table 1a,99.64,99.64,99.64,99.64,30158,32467,ACY,FLL,977,580,100.29375,NK,NK
2011,3,Table 1a,54.15,242.63,45.49,207.67,30158,32575,ACY,LAX,2439,30.10869565,226.5903971,FL,NK
2011,3,Table 1a,100,150.01,100,150.01,30158,30977,ACY,MDW,710,3.913043478,150.0130556,FL,FL
2011,3,Table 1a,100,97.46,100,97.46,30158,30977,ACY,ORD,720,146.5217391,97.45887982,NK,NK
2011,3,Table 1a,99,107.09,99,107.09,30158,33195,ACY,TPA,913,217.5,107.9673613,NK,NK
2011,3,Table 1a,55.96,277.7,33.68,273.59,30185,30852,AEX,BWI,1046,20.97826087,274.0879793,DL,CO
2011,3,Table 1a,54.87,396.43,22.12,287.61,30185,30852,AEX,DCA,1018,12.2826087,364.4041593,DL,CO
2011,3,Table 1a,97.03,251.76,97.03,251.76,30185,30194,AEX,DFW,285,21.95652174,254.169901,AA,AA
2011,3,Table 1a,43.9,363.64,43.9,363.64,30185,31703,AEX,EWR,1212,4.456521739,383.8548781,DL,DL
2011,3,Table 1a,100,204.96,100,204.96,30185,31703,AEX,HPN,1245,0.217391304,204.96,DL,DL
2011,3,Table 1a,54.55,371.55,23.64,250.49,30185,30852,AEX,IAD,1001,5.97826087,328.4598182,DL,AA
2011,3,Table 1a,100,277.49,100,277.49,30185,31453,AEX,IAH,190,19.56521739,277.4901111,CO,CO
2011,3,Table 1a,0,0,0,9999,30185,31703,AEX,ISP,1265,0.326086957,244.97,,
2011,3,Table 1a,61.11,276.9,61.11,276.9,30185,31703,AEX,JFK,1228,1.956521739,279.0416667,DL,DL
2011,3,Table 1a,40.56,358.93,10.49,226.92,30185,32575,AEX,LAX,1514,15.54347826,325.7811888,CO,DL
2011,3,Table 1a,53.74,226.09,53.74,226.09,30185,31703,AEX,LGA,1228,15.97826087,270.0746259,DL,DL
2011,3,Table 1a,93.75,243.38,93.75,243.38,30185,30977,AEX,MDW,769,1.739130435,238.245,DL,DL
2011,3,Table 1a,46.09,303.14,46.09,303.14,30185,30977,AEX,ORD,778,12.5,309.4753913,AA,AA
2011,3,Table 1a,100,321.29,100,321.29,30185,31703,AEX,SWF,1240,0.434782609,321.29,DL,DL
