Year,Quarter,tbl,large_ms,fare_lg,lf_ms,fare_low,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,carrier_low
2009,2,Table 1a,100,221.31,100,221.31,2200,96460,ABE,DCA,151,2.197802198,221.3115,US,US
2009,2,Table 1a,43.63,230.23,20.59,201.82,2200,23210,ABE,DFW,1308,22.41758242,235.1970588,US,DL
2009,2,Table 1a,100,208.36,100,208.36,2200,37320,ABE,HOU,1351,1.318681319,208.3641667,DL,DL
2009,2,Table 1a,100,196.54,100,196.54,2200,96460,ABE,IAD,160,8.571428571,196.5433333,UA,UA
2009,2,Table 1a,39.88,264.9,11.31,217.79,2200,37320,ABE,IAH,1339,18.46153846,251.3010119,US,DL
2009,2,Table 1a,81.82,245.9,81.82,245.9,2200,18500,ABE,MDW,646,1.208791209,232.8063636,NW,NW
2009,2,Table 1a,91.9,226.42,91.9,226.42,2200,18500,ABE,ORD,654,97.69230769,226.5990551,UA,UA
2009,2,Table 1a,100,96.88,100,96.88,2200,87870,ABE,PIE,971,110.989011,96.88030693,G4,G4
2009,2,Table 1a,66.76,149.28,11.8,140.26,2200,87870,ABE,TPA,963,40.98901099,147.9869437,US,DL
2009,2,Table 1a,100,126.52,100,126.52,300,23210,ABI,DFW,158,30.32967033,126.5163044,AA,AA
2009,2,Table 1a,86.36,374.7,86.36,374.7,300,63760,ABI,EWR,1523,2.417582418,362.7486364,AA,AA
2009,2,Table 1a,95.6,160.26,95.6,160.26,300,37320,ABI,HOU,323,10,162.298022,AA,AA
2009,2,Table 1a,91.86,159.79,91.86,159.79,300,37320,ABI,IAH,307,9.450549451,169.5659302,AA,AA
2009,2,Table 1a,37.5,380.11,37.5,380.11,300,63760,ABI,JFK,1542,0.879120879,314.50625,AA,AA
2009,2,Table 1a,93.67,276.92,93.67,276.92,300,63760,ABI,LGA,1539,8.681318681,272.4673418,AA,AA
2009,2,Table 1a,100,224.87,100,224.87,300,18500,ABI,ORD,924,15.93406593,224.8737931,AA,AA
2009,2,Table 1a,99.78,149.6,99.78,149.6,1680,23210,ABQ,DAL,580,442.0879121,149.5732265,WN,WN
2009,2,Table 1a,60.15,293.89,10.21,271.91,1680,96460,ABQ,DCA,1650,176.4835165,292.7018929,AA,CO
2009,2,Table 1a,96.12,152.79,96.12,152.79,1680,23210,ABQ,DFW,569,229.1208791,152.4475731,AA,AA
2009,2,Table 1a,35.26,209.02,11.9,177.35,1680,63760,ABQ,EWR,1805,150.5494506,196.7956131,CO,DL
2009,2,Table 1a,98.74,161.59,98.74,161.59,1680,37320,ABQ,HOU,759,235.3846154,161.9281559,WN,WN
2009,2,Table 1a,66.03,331.43,14.41,216.56,1680,96460,ABQ,IAD,1628,149.4505495,297.5444118,UA,WN
2009,2,Table 1a,84.25,176.69,84.25,176.69,1680,37320,ABQ,IAH,744,62.08791209,174.9828319,CO,CO
2009,2,Table 1a,29.13,184.54,20.87,150.04,1680,63760,ABQ,JFK,1825,45.27472528,180.5140777,DL,NW
2009,2,Table 1a,53.3,178.31,11.14,164.25,1680,63760,ABQ,LGA,1821,291.0989011,174.7738769,AA,DL
2009,2,Table 1a,88.52,152.31,88.52,152.31,1680,18500,ABQ,MDW,1121,225.9340659,151.1735214,WN,WN
2009,2,Table 1a,66.09,163.3,66.09,163.3,1680,18500,ABQ,ORD,1118,197.032967,168.8236085,AA,AA
2009,2,Table 1a,52.71,145.18,52.71,145.18,1680,87870,ABQ,TPA,1497,129.8901099,151.6376142,WN,WN
2009,2,Table 1a,94.83,256.33,94.83,256.33,1540,96460,ABY,DCA,647,12.74725275,255.4347414,DL,DL
2009,2,Table 1a,95.74,225.72,95.74,225.72,1540,63760,ABY,EWR,844,5.164835165,234.3665957,DL,DL
2009,2,Table 1a,91.89,269.19,91.89,269.19,1540,96460,ABY,IAD,637,4.065934066,270.8389189,DL,DL
2009,2,Table 1a,100,169.31,100,169.31,1540,63760,ABY,JFK,856,0.769230769,169.3071429,DL,DL
2009,2,Table 1a,92.73,200.44,92.73,200.44,1540,63760,ABY,LGA,859,6.043956044,218.4714546,DL,DL
2009,2,Table 1a,56.73,206.71,17.31,153.69,62400,96460,ACK,DCA,405,11.42857143,212.5592308,US,DL
2009,2,Table 1a,24,171.46,24,171.46,62400,63760,ACK,EWR,218,2.747252747,191.79,CO,CO
2009,2,Table 1a,70,191.06,24,136.42,62400,96460,ACK,IAD,423,5.494505495,179.7546,B6,DL
2009,2,Table 1a,72.49,146.58,26.95,97.27,62400,63760,ACK,JFK,199,59.12087912,133.5026022,B6,DL
2009,2,Table 1a,60.34,257.68,60.34,257.68,62400,63760,ACK,LGA,202,6.373626374,247.8681035,US,US
2009,2,Table 1a,79.38,236.03,79.38,236.03,95810,96460,ACT,DCA,1243,10.65934066,239.3515464,AA,AA
2009,2,Table 1a,100,192.81,100,192.81,95810,96460,ACT,IAD,1223,2.527472528,192.8065217,AA,AA
2009,2,Table 1a,45.65,209.78,45.65,209.78,27760,63760,ACV,EWR,2580,5.054945055,244.9419565,DL,DL
2009,2,Table 1a,59.38,240.32,59.38,240.32,27760,63760,ACV,JFK,2601,10.54945055,266.0203125,DL,DL
2009,2,Table 1a,44.44,327.18,33.33,173.6,27760,63760,ACV,LGA,2593,0.989010989,263.2022222,UA,DL
2009,2,Table 1a,99.55,113.82,99.55,113.82,5870,87870,ACY,TPA,914,219.4505495,113.7885228,NK,NK
2009,2,Table 1a,33.61,356.63,18.03,291.93,1910,96460,AEX,DCA,1018,13.40659341,368.7248361,AA,NW
2009,2,Table 1a,95.21,198.76,95.21,198.76,1910,23210,AEX,DFW,285,20.65934066,205.6134575,AA,AA
2009,2,Table 1a,50.93,290.07,18.52,230.56,1910,63760,AEX,EWR,1211,11.86813187,270.2857407,CO,NW
2009,2,Table 1a,46.88,270.69,46.88,270.69,1910,96460,AEX,IAD,1001,3.516483517,303.7675,AA,AA
2009,2,Table 1a,81.82,161.17,18.18,142.81,1910,63760,AEX,JFK,1228,1.208791209,157.8281818,DL,NW
2009,2,Table 1a,30.59,246.54,18.82,203.02,1910,63760,AEX,LGA,1228,9.340659341,268.8958824,DL,NW
2009,2,Table 1a,87.5,243.29,87.5,243.29,1910,18500,AEX,MDW,769,0.879120879,251.37125,DL,DL
2009,2,Table 1a,38.53,236.71,38.53,236.71,1910,18500,AEX,ORD,778,11.97802198,259.3302752,AA,AA
2009,2,Table 1a,46.97,160.21,20.45,159.63,1910,87870,AEX,TPA,645,14.50549451,172.2800758,CO,NW
2009,2,Table 1a,100,412.99,100,412.99,5980,23210,AGS,DAL,863,0.10989011,412.99,DL,DL
2009,2,Table 1a,58.15,216.5,39.85,194.8,5980,96460,AGS,DCA,468,43.84615385,207.1834837,DL,US
2009,2,Table 1a,70,218.02,19.67,195.66,5980,23210,AGS,DFW,874,32.96703297,224.1611,DL,US
2009,2,Table 1a,47.83,213.09,47.83,213.09,5980,63760,AGS,EWR,663,22.74725275,221.7642995,DL,DL
2009,2,Table 1a,100,213.57,100,213.57,5980,37320,AGS,HOU,826,9.120879121,213.5677108,DL,DL
2009,2,Table 1a,46.09,210.43,46.09,210.43,5980,96460,AGS,IAD,459,14.06593407,241.5599219,US,US
2009,2,Table 1a,69.54,194,69.54,194,5980,37320,AGS,IAH,821,19.12087912,209.2995977,DL,DL
2009,2,Table 1a,53.13,252.49,37.5,168.79,5980,63760,AGS,JFK,675,7.032967033,216.5715625,DL,US
2009,2,Table 1a,47.75,196.37,47.75,196.37,5980,63760,AGS,LGA,678,46.48351648,217.473357,DL,DL
2009,2,Table 1a,97.67,172.54,97.67,172.54,5980,18500,AGS,MDW,661,9.450549451,171.8994186,DL,DL
2009,2,Table 1a,46.25,190.74,46.25,190.74,5980,18500,AGS,ORD,677,27.8021978,203.6544269,US,US
2009,2,Table 1a,51.3,172.13,51.3,172.13,5980,87870,AGS,TPA,373,21.20879121,175.7524871,DL,DL
2009,2,Table 1a,100,210.83,100,210.83,1580,23210,ALB,DAL,1427,13.07692308,210.8277311,WN,WN
2009,2,Table 1a,95.57,267.93,95.57,267.93,1580,96460,ALB,DCA,318,94.28571429,265.2710256,US,US
2009,2,Table 1a,34.73,197.56,10.15,151.33,1580,23210,ALB,DFW,1435,105.0549451,185.2864331,US,NW
2009,2,Table 1a,100,202,100,202,1580,63760,ALB,EWR,143,4.945054945,201.9995556,CO,CO
2009,2,Table 1a,96.55,207.55,96.55,207.55,1580,37320,ALB,HOU,1495,31.86813187,207.8608621,WN,WN
2009,2,Table 1a,89.2,289.36,89.2,289.36,1580,96460,ALB,IAD,325,27.47252747,287.71712,UA,UA
2009,2,Table 1a,54.53,205.29,54.53,205.29,1580,37320,ALB,IAH,1482,70.32967033,222.4519531,CO,CO
2009,2,Table 1a,99.55,106.96,99.55,106.96,1580,63760,ALB,JFK,145,24.28571429,107.041991,DL,DL
2009,2,Table 1a,100,134.41,100,134.41,1580,63760,ALB,LGA,136,0.32967033,134.4066667,US,US
2009,2,Table 1a,98.18,161.07,98.18,161.07,1580,18500,ALB,MDW,717,108.5714286,161.6364575,WN,WN
2009,2,Table 1a,91.67,175.85,91.67,175.85,1580,18500,ALB,ORD,723,196.5934066,179.7176076,UA,UA
