tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200504,2200,96460,ABE,DCA,151,1.84,208.05,US,94.11,204.06,US,94.11,204.06
Table 1a,200504,2200,23210,ABE,DFW,1308,33.8,264.28,US,31.18,252.06,NW,10.28,225
Table 1a,200504,2200,37320,ABE,HOU,1351,0.97,407.11,DL,100,407.11,DL,100,407.11
Table 1a,200504,2200,96460,ABE,IAD,160,14.67,229.12,UA,99.25,228.85,UA,99.25,228.85
Table 1a,200504,2200,37320,ABE,IAH,1339,24.67,249.11,UA,29.51,207.31,NW,19.82,201.73
Table 1a,200504,2200,48880,ABE,LAS,2161,46.41,248.29,UA,33.48,229.48,UA,33.48,229.48
Table 1a,200504,2200,18500,ABE,MDW,646,4.56,221.66,NW,45.23,204.73,NW,45.23,204.73
Table 1a,200504,2200,18500,ABE,ORD,654,99.45,236.75,UA,88.3,237.76,NW,2.62,171.95
Table 1a,200504,2200,87870,ABE,TPA,963,36.52,172.99,US,44.64,183.07,UA,17.26,163.84
Table 1a,200504,300,23210,ABI,DFW,158,24.78,107.21,AA,100,107.21,AA,100,107.21
Table 1a,200504,300,63760,ABI,EWR,1523,3.69,351.14,AA,76.47,293.96,AA,76.47,293.96
Table 1a,200504,300,63760,ABI,JFK,1542,1.63,245.06,AA,66.66,228.1,AA,66.66,228.1
Table 1a,200504,300,48880,ABI,LAS,920,16.41,196.64,AA,92.71,195.65,AA,92.71,195.65
Table 1a,200504,300,63760,ABI,LGA,1539,5.21,270.45,AA,79.16,278.47,AA,79.16,278.47
Table 1a,200504,1680,23210,ABQ,DAL,580,586.73,133.7,WN,99.55,133.7,WN,99.55,133.7
Table 1a,200504,1680,96460,ABQ,DCA,1650,259.45,221.99,AA,42.56,229.41,AA,42.56,229.41
Table 1a,200504,1680,23210,ABQ,DFW,569,285.43,139,AA,96.99,138.18,AA,96.99,138.18
Table 1a,200504,1680,63760,ABQ,EWR,1805,137.6,232.83,CO,29.3,268.67,AA,27.01,213.09
Table 1a,200504,1680,37320,ABQ,HOU,759,213.26,162.09,WN,98.06,162.02,AA,1.52,177.4
