tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200403,2200,23210,ABE,DAL,1300,0.21,202.5,CO,100,202.5,CO,100,202.5
Table 1a,200403,2200,23210,ABE,DFW,1308,31.73,286.46,US,37.32,285.79,NW,13.69,246.75
Table 1a,200403,2200,37320,ABE,HOU,1351,1.84,341.29,DL,70.58,382.75,CO,5.88,310
Table 1a,200403,2200,37320,ABE,IAH,1339,22.17,230.54,US,33.33,215.95,UA,13.23,190.74
Table 1a,200403,2200,18500,ABE,MDW,646,1.84,266.47,DL,23.52,253,CO,17.64,136.33
Table 1a,200403,2200,18500,ABE,ORD,654,48.58,208.09,UA,58.83,232.63,US,26.17,146.82
Table 1a,200403,2200,87870,ABE,TPA,963,33.8,132.28,DL,39.87,130.54,DL,39.87,130.54
Table 1a,200403,300,23210,ABI,DFW,158,21.52,95.77,AA,100,95.77,AA,100,95.77
Table 1a,200403,1680,23210,ABQ,DAL,580,545.43,122.43,WN,99.82,122.43,WN,99.82,122.43
Table 1a,200403,1680,96460,ABQ,DCA,1650,275.76,187.63,AA,41.5,198.64,NW,11.94,147.04
Table 1a,200403,1680,23210,ABQ,DFW,569,268.36,124.34,AA,77.27,126.55,DL,17.53,116.93
Table 1a,200403,1680,37320,ABQ,EFD,767,2.28,154.33,CO,100,154.33,CO,100,154.33
Table 1a,200403,1680,63760,ABQ,EWR,1805,149.78,226.29,CO,38.53,228.93,AA,27.79,222.37
Table 1a,200403,1680,37320,ABQ,HOU,759,157.82,163.5,WN,96.62,164.33,DL,2.27,132.51
Table 1a,200403,1680,96460,ABQ,IAD,1628,147.5,195.84,UA,29.91,253.96,DL,25.2,158.03
Table 1a,200403,1680,37320,ABQ,IAH,744,205.86,161.69,CO,82.36,163.41,AA,2.27,150.69
Table 1a,200403,1680,63760,ABQ,JFK,1825,55.97,196.5,AA,37.86,190.03,HP,30.67,172.65
Table 1a,200403,1680,63760,ABQ,LGA,1821,218.15,202.23,AA,41.5,193.25,AA,41.5,193.25
Table 1a,200403,1680,18500,ABQ,MDW,1121,154.89,155.47,WN,77.75,157.53,F9,17.12,149.08
Table 1a,200403,1680,18500,ABQ,ORD,1118,304.23,171.68,AA,81.99,169.47,AA,81.99,169.47
Table 1a,200403,1680,87870,ABQ,TPA,1497,145.1,136.76,WN,68.38,125.94,WN,68.38,125.94
Table 1a,200403,1540,96460,ABY,DCA,647,9.89,293.92,DL,100,293.92,DL,100,293.92
Table 1a,200403,1540,63760,ABY,EWR,844,7.6,209.84,DL,95.71,209.89,DL,95.71,209.89
Table 1a,200403,1540,96460,ABY,IAD,637,3.58,229.66,DL,100,229.66,DL,100,229.66
Table 1a,200403,1540,63760,ABY,JFK,856,0.54,481.2,DL,100,481.2,DL,100,481.2
Table 1a,200403,1540,63760,ABY,LGA,859,5.65,242.46,DL,94.23,245.63,DL,94.23,245.63
Table 1a,200403,62400,96460,ACK,DCA,405,64.23,191.46,US,90.69,191.39,CO,3.21,169.47
Table 1a,200403,62400,63760,ACK,EWR,218,41.08,258.28,CO,94.97,259.3,CO,94.97,259.3
Table 1a,200403,62400,96460,ACK,IAD,423,3.26,212.4,US,13.33,257.25,CO,6.66,165.5
Table 1a,200403,62400,63760,ACK,JFK,199,1.08,225,,,,,,
Table 1a,200403,62400,63760,ACK,LGA,202,103.26,284.03,US,91.36,290.27,US,91.36,290.27
Table 1a,200403,95810,96460,ACT,DCA,1243,10.21,324.29,AA,86.17,313.93,AA,86.17,313.93
Table 1a,200403,95810,96460,ACT,IAD,1223,2.82,317.38,AA,80.76,336.76,CO,11.53,184
Table 1a,200403,5870,87870,ACY,TPA,914,249.89,91.16,NK,98.3,90.25,DL,1.56,144.88
Table 1a,200403,1910,23210,AEX,DAL,273,0.65,267.5,CO,66.66,229.25,DL,16.66,98
Table 1a,200403,1910,96460,AEX,DCA,1018,11.19,233.4,DL,40.77,223.85,DL,40.77,223.85
Table 1a,200403,1910,23210,AEX,DFW,285,18.04,156.33,DL,91.56,153.75,CO,3.01,231.2
Table 1a,200403,1910,37320,AEX,EFD,196,0.21,149,CO,100,149,CO,100,149
Table 1a,200403,1910,63760,AEX,EWR,1211,6.41,260.45,CO,44.06,199.84,CO,44.06,199.84
Table 1a,200403,1910,96460,AEX,IAD,1001,4.02,240.35,CO,43.24,256.06,NW,18.91,174.14
Table 1a,200403,1910,37320,AEX,IAH,190,18.26,144.08,CO,98.8,144.97,CO,98.8,144.97
Table 1a,200403,1910,63760,AEX,JFK,1228,1.84,299.76,DL,52.94,352.33,CO,11.76,162.5
Table 1a,200403,1910,63760,AEX,LGA,1228,19.56,178.72,CO,53.88,171.06,CO,53.88,171.06
Table 1a,200403,1910,18500,AEX,MDW,769,5.32,190.97,NW,71.42,180.02,NW,71.42,180.02
Table 1a,200403,1910,18500,AEX,ORD,778,16.19,200.64,CO,39.59,195.2,CO,39.59,195.2
Table 1a,200403,5980,23210,AGS,DAL,863,0.21,173.5,CO,100,173.5,CO,100,173.5
Table 1a,200403,5980,96460,AGS,DCA,468,24.89,228.33,DL,81.65,221.81,DL,81.65,221.81
Table 1a,200403,5980,23210,AGS,DFW,874,17.71,244.34,DL,86.5,241.65,CO,3.06,263.4
Table 1a,200403,5980,63760,AGS,EWR,663,68.69,169.06,CO,82.91,162.3,CO,82.91,162.3
Table 1a,200403,5980,37320,AGS,HOU,826,5.76,167.05,DL,98.11,167.59,DL,98.11,167.59
Table 1a,200403,5980,96460,AGS,IAD,459,7.28,230.23,DL,56.71,220.86,US,22.38,206.66
Table 1a,200403,5980,37320,AGS,IAH,821,24.67,180.7,CO,71.36,176.3,CO,71.36,176.3
Table 1a,200403,5980,63760,AGS,JFK,675,3.91,253.77,DL,97.22,256.82,DL,97.22,256.82
Table 1a,200403,5980,63760,AGS,LGA,678,16.73,199.18,US,54.54,162.41,US,54.54,162.41
Table 1a,200403,5980,18500,AGS,MDW,661,4.34,231.47,DL,82.5,250.81,US,15,108
Table 1a,200403,5980,18500,AGS,ORD,677,13.69,253.93,DL,64.28,247.19,DL,64.28,247.19
Table 1a,200403,5980,87870,AGS,TPA,373,13.04,210.19,DL,86.66,215.14,DL,86.66,215.14
Table 1a,200403,1580,23210,ALB,DAL,1427,0.97,305.77,WN,77.77,265.85,WN,77.77,265.85
Table 1a,200403,1580,96460,ALB,DCA,318,94.23,165.43,US,98.73,165.1,US,98.73,165.1
Table 1a,200403,1580,23210,ALB,DFW,1435,100.43,266.22,AA,25.1,316.93,CO,15.58,211.24
Table 1a,200403,1580,37320,ALB,EFD,1491,0.43,181.75,CO,100,181.75,CO,100,181.75
Table 1a,200403,1580,63760,ALB,EWR,143,30.21,140.36,CO,98.92,138.77,CO,98.92,138.77
Table 1a,200403,1580,37320,ALB,HOU,1495,42.39,197.18,WN,72.56,193.57,WN,72.56,193.57
Table 1a,200403,1580,96460,ALB,IAD,325,78.47,135.72,UA,96.81,135.01,CO,1.38,111.7
Table 1a,200403,1580,37320,ALB,IAH,1482,74.78,203.67,CO,38.66,211.66,US,28.05,167.92
Table 1a,200403,1580,63760,ALB,LGA,136,18.58,213.54,US,98.83,212.94,US,98.83,212.94
Table 1a,200403,1580,18500,ALB,MDW,717,55.65,150.82,WN,87.5,146.6,CO,1.75,141.22
Table 1a,200403,1580,18500,ALB,ORD,723,313.15,178.36,UA,62.82,180.71,AA,29.95,174.26
Table 1a,200403,1580,87870,ALB,TPA,1130,219.56,128.07,US,43.81,126.79,DL,15,117.66
Table 1a,200403,2780,23210,AMA,DAL,324,535.43,71.6,WN,99.65,71.55,WN,99.65,71.55
Table 1a,200403,2780,96460,AMA,DCA,1383,10.76,296.2,AA,68.68,313.02,CO,18.18,215.66
Table 1a,200403,2780,23210,AMA,DFW,313,110,94.65,AA,77.37,99.84,DL,19.56,74.55
