Year,Quarter,carrier,carshare,carfare,tbl,large_ms,fare_lg,lf_ms,fare_low,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,carrier_low
2012,4,UA,100,311.9997619,Table 1a,100,312,100,312,30157,32575,ACV,BUR,564,4.565217391,311.9997619,UA,UA
2012,4,UA,93.75,416.7606667,Table 1a,93.75,416.76,93.75,416.76,30157,30852,ACV,BWI,2486,1.739130435,404.64375,UA,UA
2012,4,UA,77.27272727,438.5958824,Table 1a,77.27,438.6,77.27,438.6,30157,30852,ACV,DCA,2475,2.391304348,504.1086364,UA,UA
2012,4,UA,96.2962963,319.9998077,Table 1a,96.3,320,96.3,320,30157,30852,ACV,IAD,2451,5.869565217,316.1590741,UA,UA
2012,4,US,0.401606426,240.02,Table 1a,87.15,298.57,87.15,298.57,30157,32575,ACV,LAX,577,27.06521739,292.2028916,UA,US
2012,4,UA,97.43589744,266.7781579,Table 1a,97.44,266.78,97.44,266.78,30157,32575,ACV,ONT,596,4.239130435,262.3612821,UA,UA
2012,4,UA,98.23677582,234.9250256,Table 1a,98.24,234.93,98.24,234.93,30157,32457,ACV,SFO,250,43.15217391,232.7184635,UA,UA
2012,4,UA,96.84210526,292.3496739,Table 1a,96.84,292.35,96.84,292.35,30157,32575,ACV,SNA,609,10.32608696,295.2796842,UA,UA
2012,4,NK,100,81.23066225,Table 1a,100,81.23,100,81.23,30158,30721,ACY,BOS,274,16.41304348,81.23066225,NK,NK
2012,4,NK,100,90.49046058,Table 1a,100,90.49,100,90.49,30158,32467,ACY,FLL,977,573.4782609,90.49046058,NK,NK
2012,4,NK,100,98.6228022,Table 1a,100,98.62,100,98.62,30158,33195,ACY,TPA,913,197.826087,98.6228022,NK,NK
2012,4,UA,28,231.0710714,Table 1a,53,263.84,18,220.89,30185,30721,AEX,BOS,1409,10.86956522,246.2724,DL,AA
2012,4,UA,19.54022989,231.5988235,Table 1a,68.39,276.63,19.54,231.6,30185,30852,AEX,BWI,1046,18.91304348,259.8426437,DL,UA
2012,4,UA,16.98113208,307.3888889,Table 1a,58.49,379.85,21.7,274.65,30185,30852,AEX,DCA,1018,11.52173913,341.960283,DL,AA
2012,4,UA,4.022988506,242.2614286,Table 1a,95.98,189.67,95.98,189.67,30185,30194,AEX,DFW,285,18.91304348,191.7863218,AA,AA
2012,4,UA,60,370.6627778,Table 1a,60,370.66,13.33,275.27,30185,31703,AEX,EWR,1212,6.52173913,354.8013333,UA,AA
2012,4,UA,13.04347826,334.0733333,Table 1a,43.48,382.51,41.3,261.78,30185,30852,AEX,IAD,1001,5,324.0897826,DL,AA
2012,4,UA,100,264.7166667,Table 1a,100,264.72,100,264.72,30185,31453,AEX,IAH,190,12.7173913,264.7166667,UA,UA
2012,4,UA,3.703703704,549.94,Table 1a,66.67,332.24,66.67,332.24,30185,31703,AEX,JFK,1228,2.934782609,384.5551852,DL,DL
2012,4,UA,43.33333333,318.3805769,Table 1a,46.67,332.67,43.33,318.38,30185,32575,AEX,LAX,1515,13.04347826,330.9405833,AA,UA
2012,4,UA,39.39393939,251.2346154,Table 1a,41.82,257.59,39.39,251.23,30185,31703,AEX,LGA,1228,17.93478261,261.3132727,DL,UA
2012,4,UA,27.65957447,409.6984615,Table 1a,63.83,394.52,63.83,394.52,30185,32575,AEX,ONT,1468,5.108695652,403.5261702,AA,AA
2012,4,UA,28.92561984,367.2925714,Table 1a,56.2,308.17,56.2,308.17,30185,30977,AEX,ORD,778,13.15217391,332.2132231,AA,AA
2012,4,UA,18.75,319.95,Table 1a,81.25,305.02,81.25,305.02,30185,30721,AEX,PVD,1371,1.739130435,307.820625,DL,DL
2012,4,UA,55.31914894,285.5230769,Table 1a,55.32,285.52,40.43,248.39,30185,32575,AEX,SNA,1484,5.108695652,268.6638298,UA,AA
2012,4,UA,50,208.1117241,Table 1a,50,208.11,20.69,195.48,30185,33195,AEX,TPA,645,12.60869565,211.3691379,UA,AA
2012,4,US,67.32673267,193.7153431,Table 1a,67.33,193.72,67.33,193.72,30208,30721,AGS,BOS,861,32.93478261,194.8932343,US,US
2012,4,US,46.01226994,248.9308,Table 1a,51.23,291.66,46.01,248.93,30208,30852,AGS,BWI,497,35.43478261,270.1173006,DL,US
2012,4,US,69.33333333,208.8163462,Table 1a,69.33,208.82,29.33,197.29,30208,30647,AGS,CAK,521,8.152173913,203.9806667,US,DL
2012,4,US,61.0619469,216.0202899,Table 1a,61.06,216.02,37.17,207.86,30208,30647,AGS,CLE,554,12.2826087,213.9030089,US,DL
2012,4,US,69.78851964,206.3359524,Table 1a,69.79,206.34,29,194.05,30208,30852,AGS,DCA,468,71.95652174,202.9765257,US,DL
2012,4,US,61.32404181,183.9863068,Table 1a,61.32,183.99,27.87,181.26,30208,31703,AGS,EWR,663,31.19565217,185.8151568,US,DL
2012,4,US,48.03921569,203.5839796,Table 1a,48.53,168.99,48.53,168.99,30208,32467,AGS,FLL,514,22.17391304,185.4655392,DL,UA
2012,4,DL,98.0952381,196.6983495,Table 1a,98.1,196.7,98.1,196.7,30208,31453,AGS,HOU,826,11.41304348,195.2844762,DL,DL
2012,4,US,70.68965517,195.2204878,Table 1a,70.69,195.22,70.69,195.22,30208,31703,AGS,HPN,699,6.304347826,207.9965517,US,US
2012,4,US,43.01075269,293.45075,Table 1a,48.39,213.99,48.39,213.99,30208,30852,AGS,IAD,460,10.10869565,266.218172,DL,UA
2012,4,US,43.42629482,226.3872477,Table 1a,46.61,193.77,46.61,193.77,30208,31453,AGS,IAH,821,27.2826087,215.1598008,DL,DL
2012,4,US,95.23809524,156.542,Table 1a,95.24,156.54,95.24,156.54,30208,31703,AGS,ISP,708,2.282608696,154.8985714,US,US
2012,4,US,79.22077922,165.6394262,Table 1a,79.22,165.64,79.22,165.64,30208,31703,AGS,JFK,675,16.73913044,168.7578571,US,US
2012,4,US,25.10460251,284.4015,Table 1a,70.71,274.1,70.71,274.1,30208,32575,AGS,LAX,2090,25.97826087,276.8815481,DL,UA
2012,4,US,56.98198198,179.715415,Table 1a,56.98,179.72,56.98,179.72,30208,31703,AGS,LGA,678,48.26086957,191.6170045,US,US
2012,4,DL,100,164.1487586,Table 1a,100,164.15,100,164.15,30208,30977,AGS,MDW,661,15.76086957,164.1487586,DL,DL
2012,4,US,79.41176471,221.0196296,Table 1a,79.41,221.02,14.71,200.41,30208,30721,AGS,MHT,873,3.695652174,217.7682353,US,DL
2012,4,US,44.13793103,231.6815625,Table 1a,53.1,191.47,53.1,191.47,30208,32467,AGS,MIA,531,15.76086957,208.3134483,DL,DL
2012,4,US,40,520.2475,Table 1a,50,409.55,50,409.55,30208,32457,AGS,OAK,2271,1.086956522,506.276,DL,DL
2012,4,US,37.5,417.4216667,Table 1a,37.5,417.42,31.25,403.24,30208,32575,AGS,ONT,2043,1.739130435,401.731875,US,DL
2012,4,US,52.68292683,199.1493056,Table 1a,52.68,199.15,41.95,179.5,30208,30977,AGS,ORD,677,44.56521739,199.0668781,US,DL
2012,4,US,84.21052632,279.083875,Table 1a,84.21,279.08,14.74,178.55,30208,33667,AGS,ORF,407,10.32608696,263.2816842,US,DL
2012,4,US,50,157.0330435,Table 1a,50,302.5,50,157.03,30208,33667,AGS,PHF,404,5,229.7658696,DL,US
2012,4,US,91.54929578,208.6689231,Table 1a,91.55,208.67,91.55,208.67,30208,30721,AGS,PVD,815,7.717391304,210.3504225,US,US
2012,4,US,42,250.4962857,Table 1a,54.4,261.12,42,250.5,30208,32457,AGS,SFO,2280,27.17391304,258.56564,DL,US
2012,4,US,29.41176471,454.242,Table 1a,64.71,381.68,64.71,381.68,30208,32457,AGS,SJC,2257,1.847826087,398.7405882,DL,DL
2012,4,US,14.28571429,426.955,Table 1a,85.71,465.76,14.29,426.96,30208,32575,AGS,SNA,2062,3.043478261,460.22,DL,US
2012,4,US,100,412.902,Table 1a,100,412.9,100,412.9,30208,31703,AGS,SWF,707,1.086956522,412.902,US,US
2012,4,US,51.74129353,204.1736539,Table 1a,51.74,204.17,46.77,198.5,30208,33195,AGS,TPA,373,21.84782609,200.8821393,US,DL
2012,4,WN,84.3373494,355.7335714,Table 1a,84.34,355.73,84.34,355.73,30257,32575,ALB,BUR,2457,9.02173913,348.9018072,WN,WN
2012,4,WN,98.00131062,146.4562153,Table 1a,98,146.46,98,146.46,30257,30852,ALB,BWI,289,331.7391304,146.9024115,WN,WN
2012,4,WN,10.34482759,285.01,Table 1a,72.41,241.28,17.24,203.06,30257,30647,ALB,CAK,414,3.152173913,239.2124138,US,DL
2012,4,WN,8.595041322,246.6471154,Table 1a,82.81,249.27,82.81,249.27,30257,30647,ALB,CLE,424,65.76086957,248.8635537,UA,WN
2012,4,US,97.84946237,161.2718022,Table 1a,97.85,161.27,97.85,161.27,30257,30852,ALB,DCA,318,151.6304348,163.366086,US,US
2012,4,WN,74.8880597,198.6742451,Table 1a,74.89,198.67,74.89,198.67,30257,32467,ALB,FLL,1204,291.3043478,194.9230709,WN,WN
2012,4,WN,93.96825397,248.3177365,Table 1a,93.97,248.32,93.97,248.32,30257,31453,ALB,HOU,1495,34.23913044,248.8964444,WN,WN
2012,4,US,1.890359168,225.061,Table 1a,96.03,227.4,96.03,227.4,30257,30852,ALB,IAD,325,57.5,227.5954631,UA,US
2012,4,US,19.24119241,264.0359155,Table 1a,68.02,235.29,68.02,235.29,30257,31453,ALB,IAH,1482,80.2173913,248.769458,UA,UA
2012,4,WN,27.53095412,279.2216138,Table 1a,33.28,318.36,27.53,279.22,30257,32575,ALB,LAX,2468,149.2391304,310.3736271,UA,WN
2012,4,WN,98.34469328,224.0162673,Table 1a,98.34,224.02,98.34,224.02,30257,30977,ALB,MDW,717,111.6304348,225.5158909,WN,WN
2012,4,US,35.52631579,343.2322222,Table 1a,35.53,343.23,27.63,333.08,30257,32467,ALB,MIA,1225,16.52173913,327.1492105,US,DL
2012,4,WN,94.70899471,364.7141341,Table 1a,94.71,364.71,94.71,364.71,30257,32457,ALB,OAK,2548,20.54347826,366.5857143,WN,WN
2012,4,WN,78.7037037,329.5430588,Table 1a,78.7,329.54,78.7,329.54,30257,32575,ALB,ONT,2423,11.73913044,351.6073148,WN,WN
2012,4,US,5.102577591,244.9385567,Table 1a,92,238.44,92,238.44,30257,30977,ALB,ORD,723,206.6304348,240.7733561,UA,UA
2012,4,WN,50.13774105,208.6592857,Table 1a,50.14,208.66,43.25,195.23,30257,33667,ALB,ORF,424,39.45652174,202.4560606,WN,US
2012,4,US,100,211.6708824,Table 1a,100,211.67,100,211.67,30257,33667,ALB,PHF,413,3.695652174,211.6708824,US,US
2012,4,WN,17.55786113,309.2362273,Table 1a,44.29,364.89,27.06,294.49,30257,32457,ALB,SFO,2559,136.1956522,339.0257542,UA,US
2012,4,WN,68.42105263,352.9026923,Table 1a,68.42,352.9,68.42,352.9,30257,32457,ALB,SJC,2544,24.7826087,368.2460965,WN,WN
2012,4,WN,36.11111111,339.9973077,Table 1a,36.11,340,36.11,340,30257,32575,ALB,SNA,2449,23.47826087,391.8611111,WN,WN
2012,4,WN,66.4390945,193.5819146,Table 1a,66.44,193.58,10.17,165.06,30257,33195,ALB,TPA,1130,302.5,189.0693999,WN,UA
2012,4,AS,94.11764706,181.4384375,Table 1a,94.12,181.44,94.12,181.44,30275,32575,ALW,LAX,838,7.391304348,180.985,AS,AS
2012,4,AS,100,222.7682143,Table 1a,100,222.77,100,222.77,30275,32457,ALW,OAK,612,3.043478261,222.7682143,AS,AS
2012,4,AS,91.30434783,190.6880952,Table 1a,91.3,190.69,91.3,190.69,30275,32575,ALW,ONT,831,2.5,192.4526087,AS,AS
2012,4,AS,97.43589744,248.9757895,Table 1a,97.44,248.98,97.44,248.98,30275,32457,ALW,SFO,622,4.239130435,251.2715385,AS,AS
2012,4,AS,93.61702128,233.7170455,Table 1a,93.62,233.72,93.62,233.72,30275,32457,ALW,SJC,631,5.108695652,234.4287234,AS,AS
2012,4,AS,93.75,181.104,Table 1a,93.75,181.1,93.75,181.1,30275,32575,ALW,SNA,857,10.43478261,179.4455208,AS,AS
2012,4,WN,9.523809524,412.223,Table 1a,62.86,281.82,21.9,279.06,30279,30721,AMA,BOS,1718,11.41304348,290.7531429,AA,UA
2012,4,WN,93.75,292.6017778,Table 1a,93.75,292.6,93.75,292.6,30279,32575,AMA,BUR,949,5.217391304,301.6504167,WN,WN
2012,4,WN,37.25490196,306.4831579,Table 1a,37.25,306.48,23.53,282.81,30279,30852,AMA,BWI,1403,11.08695652,295.6990196,WN,UA
2012,4,UA,36.44067797,346.3430233,Table 1a,57.63,307.55,57.63,307.55,30279,30852,AMA,DCA,1382,12.82608696,321.451017,AA,AA
2012,4,WN,17.39130435,399.745,Table 1a,57.61,346.67,57.61,346.67,30279,31703,AMA,EWR,1544,10,358.1178261,UA,UA
2012,4,WN,40,355.405,Table 1a,50.67,261.76,50.67,261.76,30279,32467,AMA,FLL,1426,8.152173913,302.4373333,AA,AA
2012,4,WN,96.2888666,242.6652292,Table 1a,96.29,242.67,96.29,242.67,30279,31453,AMA,HOU,537,108.3695652,241.8245336,WN,WN
2012,4,WN,16.88311688,390.1315385,Table 1a,50.65,333.55,27.27,289.44,30279,30852,AMA,IAD,1360,8.369565217,327.1746753,UA,AA
2012,4,UA,92.08472687,238.8530145,Table 1a,92.08,238.85,92.08,238.85,30279,31453,AMA,IAH,517,97.5,235.9382274,UA,UA
2012,4,WN,45.19230769,280.4310638,Table 1a,45.19,280.43,17.79,269.59,30279,32575,AMA,LAX,955,22.60869565,276.4387019,WN,UA
2012,4,WN,12.95336788,344.156,Table 1a,54.4,318.19,26.94,280.69,30279,31703,AMA,LGA,1560,20.97826087,308.5961658,AA,UA
2012,4,WN,95.76271186,329.5637168,Table 1a,95.76,329.56,95.76,329.56,30279,30977,AMA,MDW,880,12.82608696,322.9891525,WN,WN
2012,4,WN,61.90476191,377.4146154,Table 1a,61.9,377.41,14.29,159.65,30279,30721,AMA,MHT,1702,2.282608696,306.9604762,WN,UA
2012,4,UA,20.75471698,272.6490909,Table 1a,69.81,365.97,20.75,272.65,30279,32467,AMA,MIA,1429,5.760869565,350.5307547,AA,UA
2012,4,WN,95.52238806,345.1775,Table 1a,95.52,345.18,95.52,345.18,30279,32457,AMA,OAK,1153,7.282608696,342.5292537,WN,WN
2012,4,WN,75.94936709,310.5798333,Table 1a,75.95,310.58,20.25,300.4,30279,32575,AMA,ONT,908,8.586956522,306.9002532,WN,UA
2012,4,UA,37.17277487,377.2485916,Table 1a,57.59,302.88,57.59,302.88,30279,30977,AMA,ORD,879,20.76086957,332.2768586,AA,AA
2012,4,WN,48.35164835,277.8,Table 1a,48.35,277.8,48.35,277.8,30279,32457,AMA,SFO,1161,9.891304348,295.479011,WN,WN
2012,4,WN,80.70175439,287.4669565,Table 1a,80.7,287.47,80.7,287.47,30279,32457,AMA,SJC,1136,6.195652174,295.2342105,WN,WN
2012,4,WN,53.76344086,289.9478,Table 1a,53.76,289.95,30.11,278.06,30279,32575,AMA,SNA,928,10.10869565,286.1790323,WN,AA
2012,4,WN,31.85840708,305.2519444,Table 1a,45.13,261.58,45.13,261.58,30279,33195,AMA,TPA,1233,12.2826087,286.2400885,AA,AA
2012,4,AA,98.27586207,222.5696491,Table 1a,98.28,222.57,98.28,222.57,30361,30977,ART,ORD,618,12.60869565,221.5175862,AA,AA
2012,4,UA,92.24137931,454.0134579,Table 1a,92.24,454.01,92.24,454.01,30372,30721,ASE,BOS,1879,12.60869565,458.1375862,UA,UA
2012,4,UA,100,412.4553846,Table 1a,100,412.46,100,412.46,30372,32575,ASE,BUR,725,1.413043478,412.4553846,UA,UA
2012,4,UA,96.1038961,399.9097297,Table 1a,96.1,399.91,96.1,399.91,30372,30852,ASE,BWI,1613,8.369565217,410.8098701,UA,UA
2012,4,UA,78.125,401.7132,Table 1a,78.13,401.71,78.13,401.71,30372,30852,ASE,DCA,1598,3.47826087,413.1246875,UA,UA
2012,4,UA,91.95402299,655.002375,Table 1a,91.95,655,91.95,655,30372,31703,ASE,EWR,1729,18.91304348,654.1770115,UA,UA
2012,4,UA,79.27927928,445.5526136,Table 1a,79.28,445.55,79.28,445.55,30372,32467,ASE,FLL,1792,12.06521739,478.5892793,UA,UA
2012,4,UA,95,466.9703509,Table 1a,95,466.97,95,466.97,30372,30852,ASE,IAD,1574,13.04347826,456.9915833,UA,UA
2012,4,UA,98.51301115,402.4009434,Table 1a,98.51,402.4,98.51,402.4,30372,31453,ASE,IAH,913,29.23913044,404.1801487,UA,UA
2012,4,UA,81.83098592,377.8777108,Table 1a,81.83,377.88,16.76,356.66,30372,32575,ASE,LAX,737,77.17391304,372.7871127,UA,AA
2012,4,UA,94.22110553,536.7340267,Table 1a,94.22,536.73,94.22,536.73,30372,31703,ASE,LGA,1744,43.26086957,533.8907789,UA,UA
2012,4,UA,67.14285714,606.6895745,Table 1a,67.14,606.69,67.14,606.69,30372,32467,ASE,MIA,1796,7.608695652,620.987,UA,UA
2012,4,UA,97.52321981,411.4020952,Table 1a,97.52,411.4,97.52,411.4,30372,30977,ASE,ORD,1013,35.10869565,413.5258514,UA,UA
