tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200203,2200,23210,ABE,DAL,1300,0.86,172.75,DL,100,172.75,DL,100,172.75
Table 1a,200203,2200,23210,ABE,DFW,1308,35.86,285.28,US,43.33,285.93,UA,11.51,248.97
Table 1a,200203,2200,37320,ABE,EFD,1347,0.21,179,,,,,,
Table 1a,200203,2200,37320,ABE,HOU,1351,2.17,289.05,DL,100,289.05,DL,100,289.05
Table 1a,200203,2200,37320,ABE,IAH,1339,23.04,324.17,US,53.77,291.44,DL,16.98,269.58
Table 1a,200203,2200,18500,ABE,MDW,646,3.15,191.34,NW,68.96,166.65,CO,6.89,224
Table 1a,200203,2200,18500,ABE,ORD,654,35.97,182.51,US,64.95,165.8,US,64.95,165.8
Table 1a,200203,2200,87870,ABE,TPA,963,66.52,124.17,DL,48.85,116.13,DL,48.85,116.13
Table 1a,200203,300,23210,ABI,DFW,158,11.63,180.58,AA,98.13,175.19,AA,98.13,175.19
Table 1a,200203,1680,23210,ABQ,DAL,580,538.04,116.63,WN,99.61,116.48,WN,99.61,116.48
Table 1a,200203,1680,96460,ABQ,DCA,1650,209.34,221.67,DL,44.49,220.94,DL,44.49,220.94
Table 1a,200203,1680,23210,ABQ,DFW,569,287.06,116.43,AA,84.89,115.92,DL,13.1,110.85
Table 1a,200203,1680,37320,ABQ,EFD,767,1.08,154.2,CO,100,154.2,CO,100,154.2
Table 1a,200203,1680,63760,ABQ,EWR,1805,133.58,232.67,AA,29.61,228.5,HP,11.63,214.44
Table 1a,200203,1680,37320,ABQ,HOU,759,157.6,158.46,WN,98.13,158.43,WN,98.13,158.43
Table 1a,200203,1680,96460,ABQ,IAD,1628,116.63,216.91,UA,55.91,228.03,AA,20.31,224.46
Table 1a,200203,1680,37320,ABQ,IAH,744,200.76,150.47,CO,86.89,150.96,AA,3.08,145.87
Table 1a,200203,1680,63760,ABQ,JFK,1825,46.41,197.51,AA,29.97,176.05,AA,29.97,176.05
Table 1a,200203,1680,63760,ABQ,LGA,1821,200.76,211.03,AA,40.98,208.65,CO,12.01,198.54
Table 1a,200203,1680,18500,ABQ,MDW,1121,118.69,166.18,WN,88.82,166.42,AA,1.37,166.53
Table 1a,200203,1680,18500,ABQ,ORD,1118,276.95,173.43,AA,71.7,172.72,AA,71.7,172.72
Table 1a,200203,1680,87870,ABQ,TPA,1497,121.63,145.68,WN,54.6,140.13,WN,54.6,140.13
Table 1a,200203,1540,96460,ABY,DCA,647,6.73,387.62,DL,100,387.62,DL,100,387.62
Table 1a,200203,1540,63760,ABY,EWR,844,10.54,195.4,DL,97.93,195.73,DL,97.93,195.73
Table 1a,200203,1540,96460,ABY,IAD,637,7.5,212.39,DL,98.55,215.07,DL,98.55,215.07
Table 1a,200203,1540,63760,ABY,JFK,856,0.21,211,DL,100,211,DL,100,211
Table 1a,200203,1540,63760,ABY,LGA,859,4.23,184.84,DL,97.43,186.65,DL,97.43,186.65
Table 1a,200203,62400,96460,ACK,DCA,405,50.76,190.2,US,84.58,187.88,CO,8.56,182.57
Table 1a,200203,62400,63760,ACK,EWR,218,49.56,223.65,CO,93.2,224.16,CO,93.2,224.16
Table 1a,200203,62400,96460,ACK,IAD,423,2.71,198.8,CO,64,197.5,CO,64,197.5
Table 1a,200203,62400,63760,ACK,JFK,199,1.08,176.5,DL,70,164.71,DL,70,164.71
Table 1a,200203,62400,63760,ACK,LGA,202,115.86,219.59,US,74.95,230.51,DL,20.35,183.78
Table 1a,200203,95810,96460,ACT,DCA,1243,15,275.39,AA,96.37,277,AA,96.37,277
Table 1a,200203,95810,96460,ACT,IAD,1223,4.23,269.61,AA,100,269.61,AA,100,269.61
Table 1a,200203,5870,87870,ACY,TPA,914,167.6,106.57,NK,99.48,105.79,NK,99.48,105.79
Table 1a,200203,1910,96460,AEX,DCA,1018,10.86,246.61,NW,43,308.69,DL,13,174.92
Table 1a,200203,1910,23210,AEX,DFW,285,15.21,178.1,DL,98.57,176.64,CO,1.42,279
Table 1a,200203,1910,37320,AEX,EFD,196,0.21,235,CO,100,235,CO,100,235
Table 1a,200203,1910,63760,AEX,EWR,1212,4.56,309.88,CO,69.04,257.48,CO,69.04,257.48
Table 1a,200203,1910,96460,AEX,IAD,1001,3.36,293.51,CO,54.83,343.11,DL,45.16,233.28
Table 1a,200203,1910,37320,AEX,IAH,190,10.43,235.19,CO,97.91,236.22,CO,97.91,236.22
Table 1a,200203,1910,63760,AEX,JFK,1228,1.41,122.15,CO,53.84,142.28,NW,38.46,99
Table 1a,200203,1910,63760,AEX,LGA,1228,12.93,176.21,NW,63.02,151.09,NW,63.02,151.09
Table 1a,200203,1910,18500,AEX,MDW,769,0.1,332,DL,100,332,DL,100,332
Table 1a,200203,1910,18500,AEX,ORD,778,12.39,280.92,NW,40.35,260.84,DL,12.28,257.28
Table 1a,200203,5980,23210,AGS,DAL,863,1.63,142.2,DL,100,142.2,DL,100,142.2
Table 1a,200203,5980,96460,AGS,DCA,468,27.17,226.42,DL,61.2,243.11,US,37.2,200.64
Table 1a,200203,5980,23210,AGS,DFW,874,20.43,246.85,DL,90.42,255.41,DL,90.42,255.41
Table 1a,200203,5980,63760,AGS,EWR,663,27.17,215.15,DL,71.6,204.41,DL,71.6,204.41
Table 1a,200203,5980,37320,AGS,HOU,826,6.73,170.37,DL,98.38,171.14,DL,98.38,171.14
Table 1a,200203,5980,96460,AGS,IAD,459,15.65,236.63,DL,81.94,231.4,DL,81.94,231.4
Table 1a,200203,5980,37320,AGS,IAH,821,9.34,182.81,DL,96.51,181.28,DL,96.51,181.28
Table 1a,200203,5980,63760,AGS,JFK,675,2.28,179.28,DL,95.23,184.4,DL,95.23,184.4
Table 1a,200203,5980,63760,AGS,LGA,678,24.56,180.53,DL,75.66,185.79,US,20.79,170
Table 1a,200203,5980,18500,AGS,MDW,661,2.06,227.94,DL,68.42,231.92,DL,68.42,231.92
Table 1a,200203,5980,18500,AGS,ORD,677,18.8,261.49,DL,75.72,273.04,US,21.38,222.94
Table 1a,200203,5980,87870,AGS,TPA,373,15.21,185.44,DL,90.71,181.87,DL,90.71,181.87
Table 1a,200203,1580,23210,ALB,DAL,1427,1.08,226.1,WN,60,279.5,CO,20,142
Table 1a,200203,1580,96460,ALB,DCA,318,118.15,162.95,US,98.71,161.98,US,98.71,161.98
Table 1a,200203,1580,23210,ALB,DFW,1435,115.43,188.55,US,27.77,165.71,US,27.77,165.71
Table 1a,200203,1580,37320,ALB,EFD,1491,0.43,148,CO,100,148,CO,100,148
Table 1a,200203,1580,63760,ALB,EWR,143,18.8,226.72,CO,100,226.72,CO,100,226.72
Table 1a,200203,1580,37320,ALB,HOU,1495,35,209.21,WN,81.67,203.34,WN,81.67,203.34
Table 1a,200203,1580,96460,ALB,IAD,325,1.95,138.66,US,50,157.33,UA,44.44,91.87
Table 1a,200203,1580,37320,ALB,IAH,1481,62.06,223.39,CO,33.97,241.93,US,32.57,157.86
Table 1a,200203,1580,63760,ALB,JFK,145,22.82,145.27,AA,100,145.27,AA,100,145.27
Table 1a,200203,1580,63760,ALB,LGA,136,30.54,170.13,US,100,170.13,US,100,170.13
Table 1a,200203,1580,18500,ALB,MDW,717,63.04,141.15,WN,93.96,140.1,CO,1.55,113
Table 1a,200203,1580,18500,ALB,ORD,723,249.45,182,AA,45.01,176.84,AA,45.01,176.84
Table 1a,200203,1580,87870,ALB,TPA,1130,219.02,113.23,US,40.89,107.36,DL,26.6,106.83
Table 1a,200203,2780,23210,AMA,DAL,324,464.23,74.17,WN,99.43,74.08,WN,99.43,74.08
Table 1a,200203,2780,96460,AMA,DCA,1383,10.76,293.54,AA,40.4,311.02,NW,13.13,146.07
Table 1a,200203,2780,23210,AMA,DFW,313,97.82,86.91,AA,78.33,89.08,DL,19.44,78.85
Table 1a,200203,2780,37320,AMA,EFD,545,1.08,117.9,CO,90,121.33,CO,90,121.33
Table 1a,200203,2780,63760,AMA,EWR,1544,7.17,349.59,AA,46.96,401.87,CO,31.81,317.19
Table 1a,200203,2780,37320,AMA,HOU,538,100,128.42,WN,97.5,128.39,AA,1.41,138.53
Table 1a,200203,2780,96460,AMA,IAD,1361,5.86,241.98,AA,55.55,247,NW,18.51,123
Table 1a,200203,2780,37320,AMA,IAH,519,111.3,116.54,CO,79.58,114.52,CO,79.58,114.52
Table 1a,200203,2780,63760,AMA,JFK,1564,0.65,397.16,AA,33.33,278,CO,33.33,171
Table 1a,200203,2780,63760,AMA,LGA,1560,14.13,240.82,AA,56.15,218.47,DL,26.15,179.26
Table 1a,200203,2780,18500,AMA,MDW,880,8.26,192.38,WN,50,172.15,WN,50,172.15
Table 1a,200203,2780,18500,AMA,ORD,879,17.5,253.58,AA,67.08,249.91,AA,67.08,249.91
Table 1a,200203,5540,96460,ASE,DCA,1598,1.95,216.38,UA,83.33,209.6,HP,5.55,399
Table 1a,200203,5540,23210,ASE,DFW,701,32.71,241.46,UA,91.36,238.73,HP,2.32,207.57
Table 1a,200203,5540,63760,ASE,EWR,1729,25.86,332.34,UA,94.11,326.45,HP,1.68,205
Table 1a,200203,5540,96460,ASE,IAD,1574,26.63,358.02,UA,97.55,358.39,UA,97.55,358.39
Table 1a,200203,5540,37320,ASE,IAH,914,27.28,231.26,UA,82.86,219.32,HP,4.78,236.33
Table 1a,200203,5540,63760,ASE,JFK,1750,4.67,265.46,HP,76.74,244.93,HP,76.74,244.93
Table 1a,200203,5540,63760,ASE,LGA,1744,58.04,356.3,UA,96.62,350.23,UA,96.62,350.23
Table 1a,200203,5540,18500,ASE,ORD,1013,49.34,280.63,UA,94.49,276.2,HP,2.42,191
Table 1a,200203,5850,23210,ATL,DAL,721,52.82,121.34,DL,91.76,121.04,CO,6.79,121.3
Table 1a,200203,5850,96460,ATL,DCA,547,842.39,199.35,DL,92.63,204.98,DL,92.63,204.98
Table 1a,200203,5850,23210,ATL,DFW,732,2237.17,147.64,DL,54.35,151.81,AA,34.69,145.33
Table 1a,200203,5850,37320,ATL,EFD,691,4.67,131.65,CO,100,131.65,CO,100,131.65
Table 1a,200203,5850,63760,ATL,EWR,745,2348.58,136.81,DL,49.22,144.31,FL,11.1,114.34
Table 1a,200203,5850,37320,ATL,HOU,696,560.76,129,DL,66.31,132.71,FL,31.26,118.82
Table 1a,200203,5850,96460,ATL,IAD,533,1701.52,129.26,DL,66.11,135.41,FL,20.87,113.25
Table 1a,200203,5850,37320,ATL,IAH,689,775.86,146.73,CO,48.78,148.22,DL,47.17,143.96
Table 1a,200203,5850,63760,ATL,JFK,760,230.43,138.39,DL,87.16,138.73,AA,1.32,144.71
Table 1a,200203,5850,63760,ATL,LGA,761,3295.65,146.53,DL,75.81,153.9,FL,17.79,117.92
Table 1a,200203,5850,18500,ATL,MDW,590,1183.04,120.57,FL,58.66,115.55,FL,58.66,115.55
Table 1a,200203,5850,18500,ATL,ORD,606,1809.02,167.1,DL,43.85,176.06,UA,32.27,156.66
Table 1a,200203,5850,87870,ATL,TPA,406,1438.04,118.2,DL,76.83,120.27,FL,21.14,108.65
Table 1a,200203,4350,96460,ATW,DCA,702,22.71,174.93,YX,37.79,205.54,DL,11.48,120.5
Table 1a,200203,4350,23210,ATW,DFW,908,36.52,231.96,YX,37.2,253.06,DL,16.36,173.63
Table 1a,200203,4350,63760,ATW,EWR,772,23.69,218.31,UA,38.07,214.85,UA,38.07,214.85
