tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200202,2200,23210,ABE,DAL,1300,1.09,316.8,DL,80,351.25,CO,20,179
Table 1a,200202,2200,23210,ABE,DFW,1308,38.57,305.47,US,42.45,296.71,NW,11.39,290.57
Table 1a,200202,2200,37320,ABE,HOU,1351,2.52,347.39,DL,95.65,345.09,DL,95.65,345.09
Table 1a,200202,2200,37320,ABE,IAH,1339,22.41,397.34,US,52.94,343.15,US,52.94,343.15
Table 1a,200202,2200,18500,ABE,MDW,646,1.86,228.88,NW,70.58,258,CO,11.76,161
Table 1a,200202,2200,18500,ABE,ORD,654,23.07,266.07,US,51.9,229.74,US,51.9,229.74
Table 1a,200202,2200,87870,ABE,PIE,971,2.85,102.88,PN,100,102.88,PN,100,102.88
Table 1a,200202,2200,87870,ABE,TPA,963,76.7,125.42,US,45.84,126.69,DL,35.81,117.28
Table 1a,200202,300,23210,ABI,DFW,157,13.07,188.47,AA,100,188.47,AA,100,188.47
Table 1a,200202,1680,23210,ABQ,DAL,580,490.87,121.46,WN,99.55,121.41,WN,99.55,121.41
Table 1a,200202,1680,96460,ABQ,DCA,1650,217.69,230.67,DL,38.91,226.47,CO,13.88,178.93
Table 1a,200202,1680,23210,ABQ,DFW,569,274.17,124.88,AA,83.52,125.26,DL,12.98,110.15
Table 1a,200202,1680,37320,ABQ,EFD,767,1.53,143.78,CO,100,143.78,CO,100,143.78
Table 1a,200202,1680,63760,ABQ,EWR,1805,129.78,246.64,AA,31.66,227.21,HP,12.61,207.83
Table 1a,200202,1680,37320,ABQ,HOU,759,170.1,159.93,WN,96.77,161.2,AA,2.19,109.58
Table 1a,200202,1680,96460,ABQ,IAD,1628,131.31,247.66,UA,53.97,244.16,UA,53.97,244.16
Table 1a,200202,1680,37320,ABQ,IAH,744,191.75,163.63,CO,88.59,166.39,AA,3.32,126.79
Table 1a,200202,1680,63760,ABQ,JFK,1826,35.05,212.64,AA,42.31,211.91,HP,20.68,201.68
Table 1a,200202,1680,63760,ABQ,LGA,1821,184.61,221.04,AA,37.67,229.14,CO,15.23,190.81
Table 1a,200202,1680,18500,ABQ,MDW,1121,126.37,190.37,WN,73.91,201.67,F9,21.47,160.3
Table 1a,200202,1680,18500,ABQ,ORD,1118,257.36,178.47,AA,74.89,174.76,AA,74.89,174.76
Table 1a,200202,1680,87870,ABQ,TPA,1497,131.09,164.32,WN,50.12,161.95,WN,50.12,161.95
Table 1a,200202,1540,96460,ABY,DCA,647,7.8,350.74,DL,95.77,346.05,DL,95.77,346.05
Table 1a,200202,1540,63760,ABY,EWR,844,10,162.16,DL,100,162.16,DL,100,162.16
Table 1a,200202,1540,96460,ABY,IAD,637,6.81,210.9,DL,100,210.9,DL,100,210.9
Table 1a,200202,1540,63760,ABY,JFK,856,0.21,184,DL,50,186,DL,50,186
Table 1a,200202,1540,63760,ABY,LGA,859,3.95,180.25,DL,97.22,181.37,DL,97.22,181.37
Table 1a,200202,62400,96460,ACK,DCA,405,11.53,189.87,US,67.61,176.19,CO,5.71,265
Table 1a,200202,62400,63760,ACK,EWR,219,8.79,206.97,CO,70,209.73,CO,70,209.73
Table 1a,200202,62400,96460,ACK,IAD,423,0.65,230,,,,,,
Table 1a,200202,62400,63760,ACK,JFK,199,0.76,156.57,DL,14.28,66,DL,14.28,66
Table 1a,200202,62400,63760,ACK,LGA,202,44.61,222.41,US,70.93,235.84,DL,18.96,178.68
Table 1a,200202,95810,96460,ACT,DCA,1243,11.86,234.1,AA,98.14,236.64,AA,98.14,236.64
Table 1a,200202,95810,96460,ACT,IAD,1223,2.96,365.48,AA,100,365.48,AA,100,365.48
Table 1a,200202,5870,87870,ACY,PIE,922,0.1,125,PN,100,125,PN,100,125
Table 1a,200202,5870,87870,ACY,TPA,914,219.56,108.67,NK,99.69,108.34,NK,99.69,108.34
Table 1a,200202,1910,96460,AEX,DCA,1018,12.19,240.72,NW,50.45,286.32,CO,20.72,189.34
Table 1a,200202,1910,23210,AEX,DFW,285,18.35,175.47,DL,94.61,170.12,CO,5.38,269.44
Table 1a,200202,1910,63760,AEX,EWR,1211,9.23,301.83,CO,67.85,300.47,CO,67.85,300.47
Table 1a,200202,1910,96460,AEX,IAD,1001,3.62,251.3,CO,66.66,283.09,DL,30.3,169.3
Table 1a,200202,1910,63760,AEX,JFK,1228,0.43,130.75,NW,75,134.33,NW,75,134.33
Table 1a,200202,1910,63760,AEX,LGA,1228,10.76,186.95,NW,60.2,153.13,NW,60.2,153.13
Table 1a,200202,1910,18500,AEX,MDW,769,0.43,205.25,DL,100,205.25,DL,100,205.25
Table 1a,200202,1910,18500,AEX,ORD,778,12.52,240.87,NW,49.12,229.82,NW,49.12,229.82
Table 1a,200202,5980,23210,AGS,DAL,864,1.75,150,DL,93.75,151.53,DL,93.75,151.53
Table 1a,200202,5980,96460,AGS,DCA,468,25.93,216.15,DL,52.54,237.59,US,44.06,190.06
Table 1a,200202,5980,23210,AGS,DFW,874,29.23,230.79,DL,86.46,233.25,DL,86.46,233.25
Table 1a,200202,5980,63760,AGS,EWR,663,34.83,213.81,DL,59.93,203,DL,59.93,203
Table 1a,200202,5980,37320,AGS,HOU,826,6.15,171.71,DL,100,171.71,DL,100,171.71
Table 1a,200202,5980,96460,AGS,IAD,459,19.23,244.99,DL,87.42,236.9,DL,87.42,236.9
Table 1a,200202,5980,37320,AGS,IAH,821,12.19,213.64,DL,90.09,208.4,DL,90.09,208.4
Table 1a,200202,5980,63760,AGS,JFK,675,1.09,242.7,DL,90,255.22,DL,90,255.22
Table 1a,200202,5980,63760,AGS,LGA,678,28.13,311.94,DL,65.23,317.58,US,30.46,292.73
Table 1a,200202,5980,18500,AGS,MDW,661,2.63,179.95,DL,100,179.95,DL,100,179.95
Table 1a,200202,5980,18500,AGS,ORD,677,25.6,297.86,DL,68.66,311.86,US,28.32,263.06
Table 1a,200202,5980,87870,AGS,TPA,373,16.15,186.06,DL,85.71,182.76,DL,85.71,182.76
Table 1a,200202,1580,23210,ALB,DAL,1428,1.09,270.1,WN,50,342.2,DL,40,165.25
Table 1a,200202,1580,96460,ALB,DCA,317,117.91,179.55,US,97.85,179.71,US,97.85,179.71
Table 1a,200202,1580,23210,ALB,DFW,1435,123.51,204.51,US,27.93,169.44,CO,12.36,155.15
Table 1a,200202,1580,37320,ALB,EFD,1491,0.21,806.5,CO,100,806.5,CO,100,806.5
Table 1a,200202,1580,63760,ALB,EWR,143,18.9,226.68,CO,97.67,228.63,CO,97.67,228.63
Table 1a,200202,1580,37320,ALB,HOU,1495,31.75,216.9,WN,83.73,214.83,WN,83.73,214.83
Table 1a,200202,1580,96460,ALB,IAD,325,1.75,89.37,UA,56.25,79.55,UA,56.25,79.55
Table 1a,200202,1580,37320,ALB,IAH,1481,55.49,258.83,US,32.87,221.18,US,32.87,221.18
Table 1a,200202,1580,63760,ALB,JFK,145,21.2,136.96,AA,98.96,136.59,AA,98.96,136.59
Table 1a,200202,1580,63760,ALB,LGA,136,26.37,163.04,US,99.58,162.53,US,99.58,162.53
Table 1a,200202,1580,18500,ALB,MDW,717,52.3,156.95,WN,93.06,146.75,CO,1.26,339.16
Table 1a,200202,1580,18500,ALB,ORD,723,215.93,199.17,AA,44.27,188.06,AA,44.27,188.06
Table 1a,200202,1580,87870,ALB,TPA,1130,222.96,131.14,US,39.37,131.69,DL,24.19,116.53
Table 1a,200202,2780,23210,AMA,DAL,324,521.75,74.54,WN,99.32,74.41,WN,99.32,74.41
Table 1a,200202,2780,96460,AMA,DCA,1383,13.51,259.39,AA,61.78,279.31,CO,19.51,208.91
