tbl,Year,quarter,citymarketid_1,citymarketid_2,City1,City2,nsmiles,airportid_1,airportid_2,airport_1,airport_2,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table1a,2014,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11259,ABQ,DAL,362.4175824,189.9777744,WN,0.995148575,189.7290067,WN,0.995148575,189.7290067
Table1a,2014,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11298,ABQ,DFW,212.8571429,187.5103769,AA,0.946308725,185.2951446,AA,0.946308725,185.2951446
Table1a,2014,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11298,ABQ,DFW,212.8571429,187.5103769,AA,0.946308725,185.2951446,UA,0.015487868,221.3633333
Table1a,2014,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11298,ABQ,DFW,212.8571429,187.5103769,AA,0.946308725,185.2951446,US,0.0273619,237.7226415
Table1a,2014,2,30140,30466,"Albuquerque, NM","Phoenix, AZ",328,10140,14107,ABQ,PHX,840.4395604,155.8440115,WN,0.770266736,153.7679511,US,0.225549163,162.2969855
Table1a,2014,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,10721,ABQ,BOS,198.7912088,269.936042,AA,0.353233831,258.1316119,AA,0.353233831,258.1316119
Table1a,2014,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,13296,ABQ,MHT,32.52747253,282.0824324,WN,0.905405405,273.3302239,DL,0.057432432,376.5117647
Table1a,2014,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,13296,ABQ,MHT,32.52747253,282.0824324,WN,0.905405405,273.3302239,UA,0.013513514,222
Table1a,2014,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,13296,ABQ,MHT,32.52747253,282.0824324,WN,0.905405405,273.3302239,WN,0.905405405,273.3302239
Table1a,2014,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,14307,ABQ,PVD,24.72527473,311.1377778,WN,0.76,313.4824561,DL,0.151111111,286.1029412
Table1a,2014,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,351.3186813,258.6088833,WN,0.858930247,256.1471231,AA,0.063497028,263.8995074
Table1a,2014,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,351.3186813,258.6088833,WN,0.858930247,256.1471231,UA,0.020018768,282.5765625
Table1a,2014,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,351.3186813,258.6088833,WN,0.858930247,256.1471231,DL,0.038160776,265.5204918
Table1a,2014,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,351.3186813,258.6088833,WN,0.858930247,256.1471231,WN,0.858930247,256.1471231
Table1a,2014,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,11278,ABQ,DCA,186.8131868,314.0314706,AA,0.420588235,302.786014,AA,0.420588235,302.786014
Table1a,2014,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,12264,ABQ,IAD,94.28571429,333.3034965,AA,0.371794872,289.6865204,AA,0.371794872,289.6865204
Table1a,2014,2,30140,30977,"Albuquerque, NM","Chicago, IL",1121,10140,13232,ABQ,MDW,174.7252747,264.7713208,WN,0.940880503,268.5215909,WN,0.940880503,268.5215909
Table1a,2014,2,30140,30977,"Albuquerque, NM","Chicago, IL",1121,10140,13232,ABQ,MDW,174.7252747,264.7713208,WN,0.940880503,268.5215909,DL,0.052201258,210.4710843
Table1a,2014,2,30140,30977,"Albuquerque, NM","Chicago, IL",1121,10140,13930,ABQ,ORD,151.7582418,279.707748,AA,0.55756698,276.0011688,AA,0.55756698,276.0011688
Table1a,2014,2,30140,31453,"Albuquerque, NM","Houston, TX",759,10140,12191,ABQ,HOU,224.7252747,229.1749144,WN,0.972616137,228.7865259,WN,0.972616137,228.7865259
Table1a,2014,2,30140,31453,"Albuquerque, NM","Houston, TX",759,10140,12191,ABQ,HOU,224.7252747,229.1749144,WN,0.972616137,228.7865259,AA,0.024449878,245.238
Table1a,2014,2,30140,31453,"Albuquerque, NM","Houston, TX",759,10140,12266,ABQ,IAH,104.1758242,270.225,UA,0.776371308,275.1967391,AA,0.184599156,220.3982857
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,11618,ABQ,EWR,99.12087912,283.6141907,AA,0.347006652,272.6102236,AA,0.347006652,272.6102236
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12197,ABQ,HPN,4.285714286,442.0589744,DL,0.615384615,428.3541667,AA,0.179487179,393.1428571
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12391,ABQ,ISP,11.86813187,232.1851852,WN,0.981481481,230.990566,WN,0.981481481,230.990566
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12478,ABQ,JFK,245.3846154,190.5336767,B6,0.868786386,179.0746907,DL,0.057769816,246.9550388
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12478,ABQ,JFK,245.3846154,190.5336767,B6,0.868786386,179.0746907,AA,0.051052396,267.9342105
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12478,ABQ,JFK,245.3846154,190.5336767,B6,0.868786386,179.0746907,B6,0.868786386,179.0746907
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12953,ABQ,LGA,199.2307692,237.4302813,AA,0.499724214,231.6206402,AA,0.499724214,231.6206402
Table1a,2014,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,15070,ABQ,SWF,0.659340659,373.4833333,DL,0.833333333,400.32,DL,0.833333333,400.32
Table1a,2014,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,13796,ABQ,OAK,366.1538462,212.6058223,WN,0.94057623,211.1154754,US,0.035714286,246.5890756
Table1a,2014,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,13796,ABQ,OAK,366.1538462,212.6058223,WN,0.94057623,211.1154754,DL,0.015606242,220.0788462
Table1a,2014,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,13796,ABQ,OAK,366.1538462,212.6058223,WN,0.94057623,211.1154754,WN,0.94057623,211.1154754
Table1a,2014,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,14771,ABQ,SFO,219.010989,206.8590567,WN,0.509282489,180.1788177,AA,0.029101856,205.2586207
Table1a,2014,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,14831,ABQ,SJC,83.40659341,247.7610013,WN,0.79314888,243.8792359,DL,0.018445323,246.5714286
Table1a,2014,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,10800,ABQ,BUR,49.45054945,222.7504444,WN,0.811111111,223.1720548,US,0.164444444,208.3040541
Table1a,2014,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,12892,ABQ,LAX,524.1758242,187.9119287,WN,0.83081761,184.4870805,WN,0.83081761,184.4870805
Table1a,2014,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,12892,ABQ,LAX,524.1758242,187.9119287,WN,0.83081761,184.4870805,DL,0.024109015,213.2747826
Table1a,2014,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,12892,ABQ,LAX,524.1758242,187.9119287,WN,0.83081761,184.4870805,AA,0.034381551,202.1457317
Table1a,2014,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,12892,ABQ,LAX,524.1758242,187.9119287,WN,0.83081761,184.4870805,UA,0.061844864,197.8294915
