tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200304,2200,23210,ABE,DFW,1308,30.86,287.85,US,37.67,303.04,DL,28.16,269.58
Table 1a,200304,2200,37320,ABE,HOU,1351,3.36,293.09,DL,80.64,234.96,DL,80.64,234.96
Table 1a,200304,2200,37320,ABE,IAH,1339,19.56,305.42,US,43.88,288.07,NW,12.77,209.47
Table 1a,200304,2200,18500,ABE,MDW,646,3.15,178.03,NW,48.27,122.42,NW,48.27,122.42
Table 1a,200304,2200,18500,ABE,ORD,654,121.95,216.87,UA,84.75,220.07,CO,1.06,288.58
Table 1a,200304,2200,87870,ABE,TPA,963,53.36,134.36,US,41.75,132.57,DL,32.38,131.34
Table 1a,200304,300,96460,ABI,DCA,1345,7.71,203.88,AA,66.19,229.82,CO,25.35,143.38
Table 1a,200304,300,23210,ABI,DFW,158,17.06,113.86,AA,98.72,115.02,AA,98.72,115.02
Table 1a,200304,300,63760,ABI,EWR,1523,4.13,151,AA,89.47,141.73,AA,89.47,141.73
Table 1a,200304,300,96460,ABI,IAD,1325,3.8,195.62,AA,77.14,194.77,AA,77.14,194.77
Table 1a,200304,300,63760,ABI,JFK,1542,1.08,148.8,AA,70,165.85,CO,20,110.5
Table 1a,200304,300,63760,ABI,LGA,1539,7.17,148.72,AA,89.39,151.37,AA,89.39,151.37
Table 1a,200304,1680,23210,ABQ,DAL,580,576.3,120.55,WN,99.84,120.46,WN,99.84,120.46
Table 1a,200304,1680,96460,ABQ,DCA,1650,225.76,213.53,AA,44.87,209.45,CO,12.42,183.2
Table 1a,200304,1680,23210,ABQ,DFW,569,222.17,125.33,AA,82.38,125.53,DL,14.53,116.84
Table 1a,200304,1680,37320,ABQ,EFD,767,2.6,125.41,CO,95.83,126.69,CO,95.83,126.69
Table 1a,200304,1680,63760,ABQ,EWR,1805,107.6,251.99,CO,32.22,264.8,UA,12.62,237.94
Table 1a,200304,1680,37320,ABQ,HOU,759,188.58,164.37,WN,97.23,163.94,DL,1.38,167.5
Table 1a,200304,1680,96460,ABQ,IAD,1628,115.1,211.47,UA,35.88,241.39,AA,25.59,195.02
Table 1a,200304,1680,37320,ABQ,IAH,744,184.34,165.19,CO,85.43,165.82,AA,3.71,171.11
Table 1a,200304,1680,63760,ABQ,JFK,1825,40.43,225.46,AA,41.12,218.34,CO,13.17,187.32
Table 1a,200304,1680,63760,ABQ,LGA,1821,217.71,212.86,AA,38.09,220.72,CO,11.38,198.81
Table 1a,200304,1680,18500,ABQ,MDW,1121,132.82,171.76,WN,82.16,173.37,F9,12.84,153.84
Table 1a,200304,1680,18500,ABQ,ORD,1118,240.54,194.64,AA,78.4,194.95,AA,78.4,194.95
Table 1a,200304,1680,87870,ABQ,TPA,1497,143.91,165.65,WN,47.5,161.92,WN,47.5,161.92
Table 1a,200304,1540,96460,ABY,DCA,647,8.15,389.28,DL,98.66,386.66,DL,98.66,386.66
Table 1a,200304,1540,63760,ABY,EWR,844,7.5,201.24,DL,97.1,201.79,DL,97.1,201.79
Table 1a,200304,1540,96460,ABY,IAD,637,6.52,214.06,DL,100,214.06,DL,100,214.06
Table 1a,200304,1540,63760,ABY,JFK,856,0.65,250.33,DL,100,250.33,DL,100,250.33
Table 1a,200304,1540,63760,ABY,LGA,859,7.17,233.12,DL,96.96,227.7,DL,96.96,227.7
Table 1a,200304,62400,63760,ACK,EWR,218,1.19,245.09,,,,,,
Table 1a,200304,62400,63760,ACK,LGA,202,17.71,264.21,US,76.68,282.73,US,76.68,282.73
Table 1a,200304,95810,96460,ACT,DCA,1243,12.71,229.47,AA,77.77,253.84,CO,17.94,123.09
Table 1a,200304,95810,96460,ACT,IAD,1223,4.89,249.95,AA,97.77,238.79,AA,97.77,238.79
Table 1a,200304,27760,63760,ACV,EWR,2580,5.21,287.56,UA,91.66,289.93,AS,2.08,204
Table 1a,200304,27760,63760,ACV,JFK,2601,4.78,285.52,UA,93.18,286.46,UA,93.18,286.46
Table 1a,200304,27760,63760,ACV,LGA,2593,0.1,606,UA,100,606,UA,100,606
Table 1a,200304,5870,87870,ACY,TPA,914,223.58,96.34,NK,97.18,95.27,DL,2.77,132.91
Table 1a,200304,1910,23210,AEX,DAL,273,0.65,172,CO,83.33,183.6,NW,16.66,114
Table 1a,200304,1910,96460,AEX,DCA,1018,16.63,208.94,CO,35.29,195.25,DL,22.22,189.82
Table 1a,200304,1910,23210,AEX,DFW,285,13.69,143.26,DL,84.92,135.78,DL,84.92,135.78
Table 1a,200304,1910,37320,AEX,EFD,196,0.43,80.5,CO,100,80.5,CO,100,80.5
Table 1a,200304,1910,63760,AEX,EWR,1211,7.28,237.95,CO,56.71,204.55,CO,56.71,204.55
Table 1a,200304,1910,37320,AEX,HOU,200,0.1,1189,DL,100,1189,DL,100,1189
Table 1a,200304,1910,96460,AEX,IAD,1001,4.89,209.15,DL,51.11,215.52,CO,44.44,208
