tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200402,2200,23210,ABE,DFW,1308,34.72,332.14,US,33.54,295.39,US,33.54,295.39
Table 1a,200402,2200,37320,ABE,HOU,1351,2.96,295.96,DL,96.29,297.57,DL,96.29,297.57
Table 1a,200402,2200,37320,ABE,IAH,1339,17.8,335.36,US,37.65,268.93,US,37.65,268.93
Table 1a,200402,2200,18500,ABE,MDW,646,3.73,215,CO,38.23,251.76,DL,23.52,149.37
Table 1a,200402,2200,18500,ABE,ORD,654,86.04,213.96,UA,73.43,234.98,US,20.43,143.66
Table 1a,200402,2200,87870,ABE,TPA,963,42.41,141.06,US,37.82,140.21,UA,11.91,126.97
Table 1a,200402,300,23210,ABI,DFW,158,21.53,95.27,AA,100,95.27,AA,100,95.27
Table 1a,200402,300,37320,ABI,EFD,331,0.43,108.75,CO,75,112.33,CO,75,112.33
Table 1a,200402,300,63760,ABI,EWR,1523,3.84,128.14,AA,88.57,115.16,AA,88.57,115.16
Table 1a,200402,300,37320,ABI,HOU,323,3.95,123.22,AA,97.22,124.97,AA,97.22,124.97
Table 1a,200402,300,37320,ABI,IAH,307,15.71,115.09,CO,86.01,113.95,CO,86.01,113.95
Table 1a,200402,300,63760,ABI,JFK,1542,0.1,159,AA,100,159,AA,100,159
Table 1a,200402,300,63760,ABI,LGA,1539,6.81,256.03,AA,88.7,268.94,AA,88.7,268.94
Table 1a,200402,1680,23210,ABQ,DAL,580,527.69,122.06,WN,99.64,121.9,WN,99.64,121.9
Table 1a,200402,1680,96460,ABQ,DCA,1650,285.38,208.3,AA,41.58,218.49,CO,12.36,142.55
Table 1a,200402,1680,23210,ABQ,DFW,569,236.15,124.88,AA,79.85,125.59,DL,16.56,117
Table 1a,200402,1680,37320,ABQ,EFD,767,2.63,187.45,CO,100,187.45,CO,100,187.45
Table 1a,200402,1680,63760,ABQ,EWR,1805,138.68,233.4,CO,34.46,250.49,UA,16.64,205.11
