tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200303,2200,23210,ABE,DAL,1300,0.21,186,CO,50,186,CO,50,186
Table 1a,200303,2200,23210,ABE,DFW,1308,30.32,312.47,DL,40.5,306.07,UA,12.9,281.97
Table 1a,200303,2200,37320,ABE,HOU,1351,2.6,291.08,DL,91.66,298.54,DL,91.66,298.54
Table 1a,200303,2200,37320,ABE,IAH,1339,24.23,315.08,US,37.21,352.68,NW,29.14,164.9
Table 1a,200303,2200,18500,ABE,MDW,646,2.71,233.64,DL,32,204.87,DL,32,204.87
Table 1a,200303,2200,18500,ABE,ORD,654,115.1,216.87,UA,80.64,228.16,CO,1.41,256
Table 1a,200303,2200,87870,ABE,TPA,963,49.02,142.5,DL,39.02,140.63,DL,39.02,140.63
Table 1a,200303,300,23210,ABI,DFW,158,19.67,126.4,AA,100,126.4,AA,100,126.4
Table 1a,200303,1680,23210,ABQ,DAL,580,582.71,117.71,WN,99.68,117.6,WN,99.68,117.6
Table 1a,200303,1680,96460,ABQ,DCA,1650,235,202.53,AA,45.05,208.13,DL,40.7,197.43
Table 1a,200303,1680,23210,ABQ,DFW,569,208.8,124.96,AA,75.58,125.84,DL,19.88,114.74
Table 1a,200303,1680,37320,ABQ,EFD,767,2.17,156.95,CO,100,156.95,CO,100,156.95
Table 1a,200303,1680,63760,ABQ,EWR,1805,103.04,260.49,CO,33.01,245.11,DL,12.23,236.75
Table 1a,200303,1680,37320,ABQ,HOU,759,177.71,156.2,WN,97.61,156.39,AA,1.16,162
Table 1a,200303,1680,96460,ABQ,IAD,1628,128.15,218.29,UA,32.48,238.42,AA,30.02,200.72
Table 1a,200303,1680,37320,ABQ,IAH,744,177.28,169.16,CO,84.12,172.39,AA,2.45,149.85
Table 1a,200303,1680,63760,ABQ,JFK,1825,38.8,215.14,AA,45.09,209.25,CO,11.48,180.7
Table 1a,200303,1680,63760,ABQ,LGA,1821,243.15,203.1,AA,44.88,200.52,AA,44.88,200.52
Table 1a,200303,1680,18500,ABQ,MDW,1121,144.78,163.06,WN,86.03,163.27,AA,1.12,168.73
Table 1a,200303,1680,18500,ABQ,ORD,1118,251.3,190.77,AA,80.14,186.13,AA,80.14,186.13
Table 1a,200303,1680,87870,ABQ,TPA,1497,132.06,145.35,WN,48.72,139.98,DL,19.42,137.51
Table 1a,200303,1540,96460,ABY,DCA,647,6.41,373.54,DL,98.3,376.96,DL,98.3,376.96
Table 1a,200303,1540,63760,ABY,EWR,844,5.97,197.74,DL,98.18,198.16,DL,98.18,198.16
Table 1a,200303,1540,96460,ABY,IAD,637,5.65,169.09,DL,98.07,168.56,DL,98.07,168.56
Table 1a,200303,1540,63760,ABY,LGA,859,5.43,187.34,DL,96,191.22,DL,96,191.22
Table 1a,200303,62400,96460,ACK,DCA,405,55.86,221.17,US,82.29,221.95,CO,8.17,200.88
Table 1a,200303,62400,63760,ACK,EWR,218,44.67,255.84,CO,89.78,259.79,CO,89.78,259.79
Table 1a,200303,62400,96460,ACK,IAD,423,1.41,180.3,CO,61.53,166.62,CO,61.53,166.62
Table 1a,200303,62400,63760,ACK,JFK,199,0.54,173.6,,,,,,
Table 1a,200303,62400,63760,ACK,LGA,202,99.56,271.37,US,83.29,285.27,US,83.29,285.27
Table 1a,200303,95810,96460,ACT,DCA,1243,10.65,271.82,AA,88.77,279.2,AA,88.77,279.2
Table 1a,200303,95810,96460,ACT,IAD,1223,2.82,283.5,AA,92.3,264.87,AA,92.3,264.87
Table 1a,200303,5870,18500,ACY,MDW,710,1.08,201.6,DL,80,211.37,DL,80,211.37
Table 1a,200303,5870,18500,ACY,ORD,720,9.67,187.76,DL,89.88,176.37,DL,89.88,176.37
Table 1a,200303,5870,87870,ACY,TPA,914,267.17,100.71,NK,98.98,100.68,NK,98.98,100.68
Table 1a,200303,1910,23210,AEX,DAL,273,0.76,179.57,CO,100,179.57,CO,100,179.57
Table 1a,200303,1910,96460,AEX,DCA,1018,13.36,236.63,CO,33.33,237.04,DL,26.01,197.18
Table 1a,200303,1910,23210,AEX,DFW,285,12.93,146.98,DL,80.67,137.85,DL,80.67,137.85
Table 1a,200303,1910,63760,AEX,EWR,1211,4.89,200,CO,51.11,203.78,NW,24.44,173.72
