Year,Quarter,tbl,large_ms,fare_lg,lf_ms,fare_low,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,carrier_low
2011,1,Table 1a,100,163.94,100,163.94,30135,32575,ABE,BUR,2378,0.222222222,163.94,UA,UA
2011,1,Table 1a,100,295,100,295,30135,30852,ABE,BWI,121,0.222222222,295,US,US
2011,1,Table 1a,100,145.06,100,145.06,30135,30194,ABE,DAL,1300,0.222222222,145.055,DL,DL
2011,1,Table 1a,100,283,100,283,30135,30852,ABE,DCA,151,0.888888889,283.0025,US,US
2011,1,Table 1a,32.95,280.8,20.19,167.64,30135,30194,ABE,DFW,1308,47.88888889,224.2043852,US,DL
2011,1,Table 1a,74.75,129.59,74.75,129.59,30135,32467,ABE,FLL,1041,112.6666667,147.0213018,FL,FL
2011,1,Table 1a,87.5,193.55,87.5,193.55,30135,31453,ABE,HOU,1351,0.888888889,199.4975,DL,DL
2011,1,Table 1a,100,241.06,100,241.06,30135,30852,ABE,IAD,160,11.44444444,241.0645631,UA,UA
2011,1,Table 1a,35.26,325.08,14.1,210.25,30135,31453,ABE,IAH,1339,17.33333333,288.2362821,US,DL
2011,1,Table 1a,37.76,309.64,30.77,257.09,30135,32575,ABE,LAX,2388,31.77777778,283.6520629,US,UA
2011,1,Table 1a,50,281.62,25,183.31,30135,32575,ABE,LGB,2378,0.444444444,235.0375,US,DL
2011,1,Table 1a,100,180.87,100,180.87,30135,30977,ABE,MDW,646,0.777777778,180.8728571,DL,DL
2011,1,Table 1a,58.59,230.4,14.84,175.82,30135,32467,ABE,MIA,1062,14.22222222,212.8011719,US,UA
2011,1,Table 1a,100,197.1,100,197.1,30135,32457,ABE,OAK,2490,0.222222222,197.1,US,US
2011,1,Table 1a,43.33,367.22,43.33,367.22,30135,32575,ABE,ONT,2342,3.333333333,379.9383333,UA,UA
2011,1,Table 1a,54.62,296.98,29.17,246.68,30135,30977,ABE,ORD,654,92.55555556,278.0869028,UA,AA
2011,1,Table 1a,100,103.72,100,103.72,30135,33195,ABE,PIE,971,90,103.717,G4,G4
2011,1,Table 1a,62.19,263.03,62.19,263.03,30135,32457,ABE,SFO,2500,31.44444444,280.5389753,UA,UA
2011,1,Table 1a,51.11,267.28,51.11,267.28,30135,32457,ABE,SJC,2484,5,288.3171111,AA,AA
2011,1,Table 1a,54.07,200.48,54.07,200.48,30135,32575,ABE,SNA,2367,15,220.0182963,UA,UA
2011,1,Table 1a,55.33,200.43,24.32,134.33,30135,33195,ABE,TPA,963,44.77777778,178.5486352,US,DL
2011,1,Table 1a,100,324.56,100,324.56,30136,32575,ABI,BUR,1086,2.333333333,324.5552381,AA,AA
2011,1,Table 1a,95.35,356.71,95.35,356.71,30136,30852,ABI,BWI,1370,4.777777778,354.1332558,AA,AA
2011,1,Table 1a,96.15,325.03,96.15,325.03,30136,30852,ABI,DCA,1345,5.777777778,326.0713462,AA,AA
2011,1,Table 1a,100,127.56,100,127.56,30136,30194,ABI,DFW,158,27.66666667,127.5649799,AA,AA
2011,1,Table 1a,97.96,182.85,97.96,182.85,30136,31453,ABI,HOU,323,5.444444444,181.9163265,AA,AA
2011,1,Table 1a,96.15,306.62,96.15,306.62,30136,30852,ABI,IAD,1325,2.888888889,313.8134615,AA,AA
2011,1,Table 1a,100,182.02,100,182.02,30136,31453,ABI,IAH,307,9.777777778,182.0152273,AA,AA
2011,1,Table 1a,98,286.46,98,286.46,30136,32575,ABI,LAX,1089,5.555555556,289.8886,AA,AA
2011,1,Table 1a,0,0,0,9999,30136,32575,ABI,LGB,1074,0.222222222,602.94,,
2011,1,Table 1a,84,362.25,84,362.25,30136,32575,ABI,ONT,1043,2.777777778,358.9548,AA,AA
2011,1,Table 1a,93.75,286.4,93.75,286.4,30136,32575,ABI,SNA,1058,1.777777778,280.118125,AA,AA
2011,1,Table 1a,33.85,271.54,28.71,227.87,30140,30721,ABQ,BOS,1974,114.5555556,252.7227546,AA,WN
2011,1,Table 1a,78.36,201.45,17.64,175.15,30140,32575,ABQ,BUR,672,61.11111111,199.1271636,WN,US
2011,1,Table 1a,77.64,254.76,77.64,254.76,30140,30852,ABQ,BWI,1670,190.3333333,254.1490018,WN,WN
2011,1,Table 1a,57.14,203.27,57.14,203.27,30140,30647,ABQ,CAK,1427,9.333333333,217.66,F9,F9
2011,1,Table 1a,40.32,240.89,40.32,240.89,30140,30647,ABQ,CLE,1411,28.11111111,262.0958893,WN,WN
2011,1,Table 1a,99.59,189.13,99.59,189.13,30140,30194,ABQ,DAL,580,327.5555556,189.311021,WN,WN
2011,1,Table 1a,64.25,256.69,64.25,256.69,30140,30852,ABQ,DCA,1650,143.8888889,285.5561004,AA,AA
2011,1,Table 1a,95.44,190.37,95.44,190.37,30140,30194,ABQ,DFW,569,204.8888889,190.2730477,AA,AA
2011,1,Table 1a,37.93,257.3,11.22,220.18,30140,31703,ABQ,EWR,1805,78.22222222,265.8847159,AA,DL
2011,1,Table 1a,49.41,237.24,11.7,213.92,30140,32467,ABQ,FLL,1687,94,235.5578014,WN,CO
2011,1,Table 1a,97.26,200.15,97.26,200.15,30140,31453,ABQ,HOU,759,206.5555556,200.39773,WN,WN
2011,1,Table 1a,61.16,356.34,11.74,220.9,30140,30852,ABQ,IAD,1628,143.8888889,317.1868263,UA,AA
2011,1,Table 1a,77.66,229.23,77.66,229.23,30140,31453,ABQ,IAH,744,111.8888889,224.8429593,CO,CO
2011,1,Table 1a,46.86,240.16,30.43,227.98,30140,31703,ABQ,JFK,1825,23,246.9604348,DL,AA
2011,1,Table 1a,77.33,173.81,15.2,168.72,30140,32575,ABQ,LAX,677,477.3333333,174.8687291,WN,UA
2011,1,Table 1a,44.64,214.42,15.17,195.82,30140,31703,ABQ,LGA,1821,167.7777778,214.648404,AA,WN
2011,1,Table 1a,73.58,154.1,21.24,132.99,30140,32575,ABQ,LGB,664,21.44444444,148.1247668,US,DL
2011,1,Table 1a,94.83,200.54,94.83,200.54,30140,30977,ABQ,MDW,1121,126.7777778,199.9635671,WN,WN
2011,1,Table 1a,75.48,278.73,13.55,224.28,30140,30721,ABQ,MHT,1954,17.22222222,292.5709677,WN,UA
2011,1,Table 1a,60.4,228.19,14.36,204.01,30140,32467,ABQ,MIA,1689,44.88888889,231.4671782,AA,CO
2011,1,Table 1a,91.9,187.38,91.9,187.38,30140,32457,ABQ,OAK,889,277.1111111,186.3576263,WN,WN
2011,1,Table 1a,76.65,202.36,18.68,200.64,30140,32575,ABQ,ONT,630,85.66666667,201.4833463,WN,US
2011,1,Table 1a,58.83,207.63,58.83,207.63,30140,30977,ABQ,ORD,1118,120.1111111,215.4921092,AA,AA
2011,1,Table 1a,29.44,241.65,29.44,241.65,30140,33667,ABQ,ORF,1702,21.88888889,285.7767005,AA,AA
2011,1,Table 1a,81.82,240.55,10.61,181.61,30140,33667,ABQ,PHF,1684,7.333333333,244.4348485,DL,F9
2011,1,Table 1a,58.55,277.94,22.37,221.27,30140,30721,ABQ,PVD,1950,16.88888889,266.8596711,WN,UA
2011,1,Table 1a,49.69,177.88,49.69,177.88,30140,32457,ABQ,SFO,896,125.8888889,199.5031156,WN,WN
2011,1,Table 1a,78.21,194.8,78.21,194.8,30140,32457,ABQ,SJC,871,85.66666667,202.3427627,WN,WN
2011,1,Table 1a,69.9,199.18,18.97,192.77,30140,32575,ABQ,SNA,650,101.8888889,196.0639586,WN,US
2011,1,Table 1a,49.13,197.17,49.13,197.17,30140,33195,ABQ,TPA,1497,102,215.0111765,WN,WN
2011,1,Table 1a,95.65,217.77,95.65,217.77,30146,30852,ABY,BWI,676,5.111111111,225.7608696,DL,DL
2011,1,Table 1a,100,316.21,100,316.21,30146,30852,ABY,DCA,647,13.22222222,316.2073109,DL,DL
2011,1,Table 1a,100,325.63,100,325.63,30146,30852,ABY,IAD,637,2.666666667,325.625,DL,DL
2011,1,Table 1a,100,244.56,100,244.56,30155,32575,ACT,BUR,1239,1.222222222,244.5609091,AA,AA
2011,1,Table 1a,78.57,372.65,78.57,372.65,30155,32575,ACT,LAX,1241,6.222222222,386.2055357,AA,AA
2011,1,Table 1a,83.33,323.98,11.11,152.44,30155,32575,ACT,ONT,1195,2,295.1411111,AA,CO
2011,1,Table 1a,89.66,228.12,89.66,228.12,30155,32575,ACT,SNA,1210,3.222222222,243.1089655,AA,AA
2011,1,Table 1a,100,312.39,100,312.39,30157,32575,ACV,BUR,564,1.111111111,312.391,UA,UA
2011,1,Table 1a,85.39,135.96,85.39,135.96,30157,32575,ACV,LAX,577,106.4444444,143.2479854,AS,AS
2011,1,Table 1a,92.5,228.8,92.5,228.8,30157,32575,ACV,ONT,596,4.444444444,221.40725,UA,UA
2011,1,Table 1a,96.71,252.23,96.71,252.23,30157,32457,ACV,SFO,250,23.66666667,252.2462441,UA,UA
2011,1,Table 1a,92.65,202.27,92.65,202.27,30157,32575,ACV,SNA,609,7.555555556,208.5894118,UA,UA
2011,1,Table 1a,100,79.55,100,79.55,30158,30721,ACY,BOS,274,45.33333333,79.54754902,NK,NK
2011,1,Table 1a,99.8,111.14,99.8,111.14,30158,32467,ACY,FLL,977,613.2222222,111.3230458,NK,NK
2011,1,Table 1a,83.9,237.43,16.1,178.86,30158,32575,ACY,LAX,2439,13.11111111,228.000678,FL,NK
2011,1,Table 1a,100,161.66,100,161.66,30158,30977,ACY,MDW,710,1.666666667,161.6613333,FL,FL
2011,1,Table 1a,100,90.63,100,90.63,30158,30977,ACY,ORD,720,31,90.62935484,NK,NK
2011,1,Table 1a,96.42,105,96.42,105,30158,33195,ACY,TPA,914,204.6666667,108.1615852,NK,NK
2011,1,Table 1a,60,301.28,60,301.28,30185,32575,AEX,BUR,1512,0.555555556,434.762,AA,AA
2011,1,Table 1a,61.43,335.59,23.57,223.37,30185,30852,AEX,BWI,1046,15.55555556,303.5826429,DL,CO
2011,1,Table 1a,100,232.99,100,232.99,30185,30194,AEX,DAL,273,0.333333333,232.9933333,CO,CO
2011,1,Table 1a,72.66,337.8,18.71,251.43,30185,30852,AEX,DCA,1018,15.44444444,317.3653237,DL,CO
2011,1,Table 1a,97.49,233.72,97.49,233.72,30185,30194,AEX,DFW,285,31,232.6263441,AA,AA
2011,1,Table 1a,57.89,282.69,10.53,215.7,30185,31703,AEX,EWR,1211,4.222222222,280.1139474,CO,AA
2011,1,Table 1a,63.49,213.48,63.49,213.48,30185,32467,AEX,FLL,834,7,211.935873,DL,DL
2011,1,Table 1a,51.85,315.99,33.33,294.1,30185,30852,AEX,IAD,1001,3,312.4014815,DL,AA
2011,1,Table 1a,100,358.7,100,358.7,30185,31453,AEX,IAH,190,16.11111111,358.6972414,CO,CO
2011,1,Table 1a,92.86,233.03,92.86,233.03,30185,31703,AEX,JFK,1228,3.111111111,233.1007143,DL,DL
2011,1,Table 1a,56.57,328.52,29.29,320.81,30185,32575,AEX,LAX,1515,11,330.6969697,CO,AA
2011,1,Table 1a,45,177.96,45,177.96,30185,31703,AEX,LGA,1228,6.666666667,198.0573333,DL,DL
2011,1,Table 1a,94.44,256.26,94.44,256.26,30185,30977,AEX,MDW,769,2,249.5166667,DL,DL
2011,1,Table 1a,72.5,327.19,10,214.24,30185,32467,AEX,MIA,837,4.444444444,297.35075,DL,CO
2011,1,Table 1a,0,0,0,9999,30185,32457,AEX,OAK,1741,0.222222222,391.04,,
2011,1,Table 1a,56.94,427.52,34.72,261.43,30185,32575,AEX,ONT,1468,8,387.3058333,AA,CO
2011,1,Table 1a,43.56,259.1,26.73,218.79,30185,30977,AEX,ORD,778,11.22222222,243.3508911,AA,DL
2011,1,Table 1a,58.82,275.03,58.82,275.03,30185,32457,AEX,SFO,1749,9.444444444,301.6275294,CO,CO
2011,1,Table 1a,71.43,299.57,28.57,219.98,30185,32457,AEX,SJC,1724,0.777777778,276.83,CO,AA
2011,1,Table 1a,52.5,339.81,35,283.75,30185,32575,AEX,SNA,1484,4.444444444,348.2235,CO,AA
2011,1,Table 1a,67.54,217.94,67.54,217.94,30208,30721,AGS,BOS,861,25.33333333,226.1899123,US,US
2011,1,Table 1a,77.78,259.13,22.22,147.94,30208,32575,AGS,BUR,2084,1,234.4188889,AA,US
2011,1,Table 1a,73.24,195.95,22.87,174.22,30208,30852,AGS,BWI,497,45.66666667,190.0025304,US,DL
2011,1,Table 1a,62.86,213.23,37.14,206.46,30208,30647,AGS,CAK,521,3.888888889,210.7131429,DL,US
2011,1,Table 1a,67.07,186.58,67.07,186.58,30208,30647,AGS,CLE,555,9.111111111,205.5117073,US,US
2011,1,Table 1a,63.39,214.62,35.87,197.23,30208,30852,AGS,DCA,468,45.22222222,208.5561917,DL,US
2011,1,Table 1a,63.86,253.41,27.11,221.78,30208,31703,AGS,EWR,663,18.44444444,256.9963855,US,DL
2011,1,Table 1a,51.52,184.6,46.97,144.34,30208,32467,AGS,FLL,514,22,164.8876263,DL,US
2011,1,Table 1a,85.71,164.63,13.27,146.04,30208,31453,AGS,HOU,826,10.88888889,162.0764286,DL,AA
2011,1,Table 1a,54.17,201.32,54.17,201.32,30208,30852,AGS,IAD,459,16,207.723125,US,US
2011,1,Table 1a,57.79,190.58,57.79,190.58,30208,31453,AGS,IAH,821,22.11111111,204.2471859,DL,DL
2011,1,Table 1a,54.65,180.42,54.65,180.42,30208,31703,AGS,JFK,675,9.555555556,192.782907,US,US
2011,1,Table 1a,61.54,207,61.54,207,30208,32575,AGS,LAX,2090,24.55555556,218.8995475,DL,DL
2011,1,Table 1a,51.91,198.78,51.91,198.78,30208,31703,AGS,LGA,678,34.88888889,202.7015287,US,US
2011,1,Table 1a,100,282.27,100,282.27,30208,32575,AGS,LGB,2077,0.444444444,282.265,US,US
2011,1,Table 1a,100,181.47,100,181.47,30208,30977,AGS,MDW,661,9.888888889,181.4738202,DL,DL
2011,1,Table 1a,75,246.15,75,246.15,30208,30721,AGS,MHT,873,2.666666667,261.42,US,US
2011,1,Table 1a,59.05,224.13,40,204.74,30208,32467,AGS,MIA,532,11.66666667,216.6429524,DL,US
2011,1,Table 1a,50,367.79,40,354.18,30208,32457,AGS,OAK,2271,1.111111111,349.405,DL,US
2011,1,Table 1a,66.67,249.85,11.11,241.92,30208,32575,AGS,ONT,2043,5,250.7295556,US,DL
2011,1,Table 1a,50.17,188.07,36.21,176.84,30208,30977,AGS,ORD,677,33.44444444,187.136711,US,DL
2011,1,Table 1a,72.41,330.93,27.59,315.12,30208,33667,AGS,ORF,407,6.444444444,326.5698276,US,DL
2011,1,Table 1a,73.91,239.72,73.91,239.72,30208,33667,AGS,PHF,404,7.666666667,241.2463768,US,US
2011,1,Table 1a,81.63,251.72,10.2,242.11,30208,30721,AGS,PVD,816,10.88888889,253.2469388,US,DL
2011,1,Table 1a,43.31,268.99,19.11,255.02,30208,32457,AGS,SFO,2280,17.44444444,272.2378981,DL,AA
2011,1,Table 1a,47.37,229.2,47.37,229.2,30208,32457,AGS,SJC,2257,2.111111111,263.4484211,DL,DL
2011,1,Table 1a,45.24,455.75,19.05,279.68,30208,32575,AGS,SNA,2062,4.666666667,376.9428571,DL,AA
