Year,Quarter,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
2012,2,31617,32457,EWN,OAK,2501,1.32,332.43,US,66.7,322.48,US,66.7,322.48
2012,2,31617,32575,EWN,ONT,2298,2.31,341.55,US,57.1,351.12,DL,38.1,336.88
2012,2,31617,32457,EWN,SFO,2510,10.88,353.57,US,37.4,405.57,UA,25.3,292.03
2012,2,31617,32457,EWN,SJC,2489,1.32,365.8,US,58.3,348.8,US,58.3,348.8
2012,2,31617,32575,EWN,SNA,2319,0.99,359.2,US,55.6,406.33,DL,33.3,326.2
2012,2,31617,31703,EWN,SWF,471,0.77,410.48,US,71.4,456.18,DL,28.6,296.22
2012,2,31617,33195,EWN,TPA,586,13.3,168.77,US,66.9,180.39,DL,31.4,141.85
2012,2,31703,32575,EWR,BUR,2444,73.19,238.92,UA,38,228.8,WN,25.2,207.56
2012,2,31703,33105,EWR,CVG,569,249.89,377.39,UA,58.5,402.68,US,10.1,294.88
2012,2,31703,32467,EWR,FLL,1065,"2,171.43",179.33,UA,55.6,172.59,UA,55.6,172.59
2012,2,31703,31721,EWR,FNT,518,31.87,186.15,UA,60.7,171.89,UA,60.7,171.89
2012,2,31703,31775,EWR,FSD,1173,7.03,424.39,UA,46.9,439.88,AA,15.6,386.09
2012,2,31703,31778,EWR,FSM,1159,6.26,280.8,AA,71.9,266.34,AA,71.9,266.34
2012,2,31703,31823,EWR,FWA,578,14.62,360.16,DL,48.1,352.85,DL,48.1,352.85
2012,2,31703,31884,EWR,GEG,2178,64.95,274.27,DL,31.6,277.27,WN,16.9,235.26
2012,2,31703,31898,EWR,GFK,1239,0.99,322.1,DL,88.9,295.48,DL,88.9,295.48
2012,2,31703,31921,EWR,GJT,1817,12.31,327.35,UA,80.4,308.51,UA,80.4,308.51
2012,2,31703,31953,EWR,GNV,885,17.58,259.45,DL,51.9,220.66,DL,51.9,220.66
2012,2,31703,31973,EWR,GPT,1096,33.19,193.87,DL,64.9,180.14,DL,64.9,180.14
2012,2,31703,31977,EWR,GRB,757,32.2,262.01,UA,47.8,257.23,UA,47.8,257.23
2012,2,31703,31982,EWR,GRK,1478,15.05,277.42,AA,51.1,276.07,AA,51.1,276.07
2012,2,31703,31986,EWR,GRR,605,92.2,391.15,UA,83.2,402.47,DL,13,338
2012,2,31703,31995,EWR,GSO,445,151.65,254.62,UA,79.6,258.73,US,17.2,235.21
2012,2,31703,31871,EWR,GSP,594,139.78,253.61,UA,69.7,271.84,US,23.3,196.15
2012,2,31703,31895,EWR,GTF,1890,5.05,396.91,DL,47.8,345.56,DL,47.8,345.56
2012,2,31703,34699,EWR,HDN,1728,4.29,368.98,UA,84.6,377.07,UA,84.6,377.07
2012,2,31703,32124,EWR,HHH,687,8.9,343.7,US,71.6,338.13,US,71.6,338.13
2012,2,31703,32156,EWR,HLN,1920,3.52,357.52,UA,50,404.95,DL,46.9,311.15
2012,2,31703,32206,EWR,HRL,1675,13.52,363.66,UA,60.2,364.42,WN,35.8,355.6
2012,2,31703,32223,EWR,HTS,476,4.07,311.66,US,94.6,296.15,US,94.6,296.15
2012,2,31703,32280,EWR,IDA,1941,6.37,394.29,UA,46.6,456.61,DL,41.4,336.46
2012,2,31703,32323,EWR,ILM,488,50.88,215,US,81,216.19,US,81,216.19
2012,2,31703,32337,EWR,IND,645,364.18,292.11,UA,82.4,299.08,UA,82.4,299.08
2012,2,31703,32441,EWR,JAC,1874,17.47,463.56,UA,67.3,494.48,DL,19.5,396.97
2012,2,31703,32448,EWR,JAN,1055,39.01,265.05,DL,58,251.34,DL,58,251.34
2012,2,31703,32884,EWR,LAN,557,6.37,355.58,DL,58.6,338.49,DL,58.6,338.49
2012,2,31703,32211,EWR,LAS,2227,"1,393.08",320.83,UA,83,329.42,UA,83,329.42
2012,2,31703,32891,EWR,LAW,1390,3.19,274.89,AA,96.6,274.92,AA,96.6,274.92
2012,2,31703,32575,EWR,LAX,2454,"1,675.16",384.27,UA,73.2,406.9,UA,73.2,406.9
2012,2,31703,32896,EWR,LBB,1593,19.56,311.94,AA,37.6,278.05,AA,37.6,278.05
2012,2,31703,32945,EWR,LEX,588,33.52,286.24,DL,47.5,272.24,DL,47.5,272.24
2012,2,31703,32951,EWR,LFT,1234,34.07,204.38,UA,67.1,200.67,UA,67.1,200.67
2012,2,31703,32575,EWR,LGB,2444,23.08,279.15,US,82.4,282.36,US,82.4,282.36
2012,2,31703,32600,EWR,LIT,1069,57.58,323.51,UA,26.9,325.68,WN,15.7,260.33
2012,2,31703,33029,EWR,LNK,1182,11.1,317.43,UA,58.4,329.02,DL,26.7,246.8
2012,2,31703,33038,EWR,LRD,1700,5.6,366.08,UA,60.8,360.6,AA,33.3,342.25
2012,2,31703,33076,EWR,LSE,901,3.19,440.47,AA,62.1,486.11,DL,31,401.23
2012,2,31703,33139,EWR,LYH,357,8.24,282.54,US,90.7,281.68,US,90.7,281.68
2012,2,31703,33158,EWR,MAF,1668,16.37,341.22,UA,53.7,366.27,WN,14.1,265.88
2012,2,31703,33184,EWR,MBS,545,9.23,358.83,DL,72.6,362.85,UA,21.4,324.71
2012,2,31703,33198,EWR,MCI,1092,346.37,280.55,UA,71.5,291.53,WN,13.3,246.53
2012,2,31703,33244,EWR,MEM,946,175.82,311.99,UA,66.1,314.2,US,15.1,283.89
2012,2,31703,33256,EWR,MFE,1704,21.21,356.88,UA,81.9,363,AA,15,325.41
2012,2,31703,33264,EWR,MFR,2493,17.36,320.73,UA,57,331.96,DL,14.6,330.08
2012,2,31703,33277,EWR,MGM,892,15.71,240.74,DL,52.5,231.83,US,20.3,222.42
2012,2,31703,32467,EWR,MIA,1085,"1,349.56",196.46,UA,62.2,201.09,AA,29.3,181.67
2012,2,31703,33342,EWR,MKE,725,238.13,239.94,UA,87.9,238.12,UA,87.9,238.12
2012,2,31703,33360,EWR,MLB,943,23.74,189.15,DL,79.2,182.21,DL,79.2,182.21
2012,2,31703,33367,EWR,MLI,854,49.45,194.36,UA,52,189.61,UA,52,189.61
2012,2,31703,33377,EWR,MLU,1139,8.68,333.63,DL,65.8,335.11,DL,65.8,335.11
2012,2,31703,33304,EWR,MOT,1429,7.36,402.25,DL,71.6,408.98,UA,19.4,404.75
2012,2,31703,34922,EWR,MRY,2563,25.27,389.65,UA,76.5,387.6,US,10.4,375.9
2012,2,31703,33485,EWR,MSN,799,89.78,266.09,UA,74.5,270.73,DL,18.9,249.6
2012,2,31703,33486,EWR,MSO,2019,12.97,417.16,UA,54.2,418.55,UA,54.2,418.55
2012,2,31703,33495,EWR,MSY,1167,439.89,267.77,UA,75.6,273.52,UA,75.6,273.52
2012,2,31703,33541,EWR,MVY,192,1.21,319.57,,0,0,,0,9999
2012,2,31703,33795,EWR,OAJ,446,13.85,229.02,US,84.1,224.31,US,84.1,224.31
2012,2,31703,32457,EWR,OAK,2555,105.16,263.11,WN,39.6,253.11,DL,24.1,223.96
2012,2,31703,33851,EWR,OKC,1325,134.18,304.39,UA,64.9,307.48,WN,12.5,283.12
2012,2,31703,33316,EWR,OMA,1134,207.8,317.61,UA,71.8,349.12,DL,10.5,201.58
2012,2,31703,32575,EWR,ONT,2409,98.57,298.9,US,34.1,309.72,WN,27.9,271.4
2012,2,31703,33667,EWR,ORF,284,107.91,253.77,UA,83.3,257.98,UA,83.3,257.98
2012,2,31703,34027,EWR,PBI,1023,"1,392.20",193.13,UA,73.1,191.94,UA,73.1,191.94
2012,2,31703,34057,EWR,PDX,2434,370.66,333.37,UA,77.2,335.4,UA,77.2,335.4
2012,2,31703,34092,EWR,PGV,390,10.33,223.55,US,90.4,224.7,US,90.4,224.7
2012,2,31703,33667,EWR,PHF,276,1.21,192.67,UA,45.5,243.27,US,36.4,142.87
2012,2,31703,34100,EWR,PHL,80,0.66,75.94,US,66.7,85.78,UA,33.3,56.28
2012,2,31703,34108,EWR,PIA,815,21.98,256.38,UA,47.5,280.56,DL,32.5,193.77
2012,2,31703,33728,EWR,PNS,1015,89.23,192.16,DL,77.1,172.38,DL,77.1,172.38
2012,2,31703,34252,EWR,PSC,2261,12.97,330.89,DL,39.8,342.13,UA,36.4,320.75
2012,2,31703,34262,EWR,PSP,2358,48.57,370.28,UA,58.8,381.36,US,17.4,341.27
2012,2,31703,34321,EWR,PWM,284,75.16,223.11,UA,95.6,222.74,UA,95.6,222.74
2012,2,31703,34457,EWR,RAP,1489,11.76,406.23,DL,46.7,290.69,DL,46.7,290.69
2012,2,31703,34489,EWR,RDM,2380,17.14,306.32,UA,60.3,288.64,UA,60.3,288.64
2012,2,31703,34492,EWR,RDU,416,418.46,244.77,UA,79.1,252.32,US,15.4,217.27
2012,2,31703,34524,EWR,RIC,277,126.48,301.82,UA,90,307,UA,90,307
2012,2,31703,34570,EWR,RNO,2390,84.18,303.8,UA,31.3,351.66,DL,17.9,259.84
2012,2,31703,34574,EWR,ROA,389,10.44,313.35,US,61.1,299.93,US,61.1,299.93
2012,2,31703,34576,EWR,ROC,246,13.63,234.3,UA,74.2,232.09,UA,74.2,232.09
2012,2,31703,32547,EWR,RST,963,4.07,327,DL,35.1,387.1,AA,29.7,289.89
2012,2,31703,31714,EWR,RSW,1068,795.49,209.9,UA,66.1,214.76,B6,27.4,196.38
2012,2,31703,34674,EWR,SAF,1763,5.71,294.2,AA,98.1,294.98,AA,98.1,294.98
2012,2,31703,33570,EWR,SAN,2425,683.85,350.72,UA,75,368.77,UA,75,368.77
2012,2,31703,33214,EWR,SAT,1569,345.05,284.55,UA,74.4,292.72,UA,74.4,292.72
2012,2,31703,34685,EWR,SAV,708,117.03,336.78,UA,72.3,355.89,US,15.8,326.32
2012,2,31703,34689,EWR,SBA,2516,39.67,311.22,UA,64,317.28,UA,64,317.28
2012,2,31703,34696,EWR,SBN,637,38.46,222.14,UA,56.3,215.06,UA,56.3,215.06
2012,2,31703,34236,EWR,SBP,2536,21.1,324.4,UA,71.9,280.83,UA,71.9,280.83
2012,2,31703,33044,EWR,SDF,642,147.36,327.06,UA,62.7,362.57,WN,13.5,255.07
2012,2,31703,32457,EWR,SFO,2565,"1,652.64",418.02,UA,84.1,432.14,UA,84.1,432.14
2012,2,31703,34783,EWR,SGF,1060,17.14,395.26,UA,43.6,413.41,DL,19.2,382.12
2012,2,31703,32457,EWR,SJC,2548,140.55,287.7,WN,29.6,229.53,WN,29.6,229.53
2012,2,31703,34614,EWR,SLC,1969,231.65,307.99,DL,67.6,303.34,DL,67.6,303.34
2012,2,31703,33192,EWR,SMF,2500,150,301.59,UA,32.5,356.11,WN,26.3,221.55
2012,2,31703,32575,EWR,SNA,2434,511.87,384.97,UA,81.1,398.84,UA,81.1,398.84
2012,2,31703,34952,EWR,SPI,821,4.95,346.46,UA,73.3,374.34,UA,73.3,374.34
2012,2,31703,34986,EWR,SRQ,1034,27.58,241.37,DL,66.1,230.8,DL,66.1,230.8
2012,2,31703,35096,EWR,SYR,195,8.57,224.94,UA,74.4,224.72,US,23.1,204.49
2012,2,31703,35249,EWR,TLH,911,40.66,261.45,DL,52.2,233.41,DL,52.2,233.41
2012,2,31703,33195,EWR,TPA,997,"1,513.08",180.51,UA,74.2,180.9,B6,16.7,174.46
2012,2,31703,35323,EWR,TRI,532,10.44,366.76,US,59,361.95,US,59,361.95
2012,2,31703,34653,EWR,TUL,1215,100.66,311.93,UA,56.7,350.8,AA,23.5,229.81
2012,2,31703,35380,EWR,TVC,644,6.15,396.97,DL,60.7,422.23,UA,26.8,386.19
2012,2,31703,35412,EWR,TYS,631,50.66,343,UA,44.9,366.29,US,42.1,309.61
2012,2,31703,31834,EWR,XNA,1131,89.89,442.09,UA,65.9,497.05,DL,14.7,298.06
2012,2,31703,33785,EWR,YUM,2292,5.6,397.45,US,51,441.29,UA,43.1,309.55
2012,2,31624,31703,EYW,EWR,1196,114.95,229.47,UA,71.8,217.98,UA,71.8,217.98
2012,2,31624,32467,EYW,FLL,145,1.1,122.1,UA,100,122.1,UA,100,122.1
2012,2,31624,31703,EYW,HPN,1229,3.52,330.2,DL,50,307.42,DL,50,307.42
2012,2,31624,31703,EYW,JFK,1201,23.41,294.65,AA,69,282.09,AA,69,282.09
2012,2,31624,32575,EYW,LAX,2292,16.92,400.99,AA,79.9,381.57,AA,79.9,381.57
2012,2,31624,31703,EYW,LGA,1207,37.03,300.74,AA,62.6,288.84,AA,62.6,288.84
2012,2,31624,32467,EYW,MIA,125,28.46,176.49,AA,100,176.49,AA,100,176.49
2012,2,31624,32457,EYW,OAK,2540,0.11,223.94,DL,100,223.94,DL,100,223.94
2012,2,31624,32575,EYW,ONT,2247,0.22,288.01,UA,100,288.01,UA,100,288.01
2012,2,31624,33667,EYW,ORF,912,17.58,324.03,DL,52.5,374.01,AA,33.1,262.91
2012,2,31624,33667,EYW,PHF,921,3.74,321.16,DL,47.1,322.15,US,38.2,309.52
2012,2,31624,32457,EYW,SFO,2547,13.08,351.58,AA,79,332.05,AA,79,332.05
2012,2,31624,32457,EYW,SJC,2520,0.22,223.43,AA,50,231.63,AA,50,231.63
2012,2,31624,32575,EYW,SNA,2260,2.31,357.28,AA,42.9,353.45,AA,42.9,353.45
2012,2,31624,31703,EYW,SWF,1248,0.55,316.42,DL,100,316.42,DL,100,316.42
2012,2,31624,33195,EYW,TPA,240,90.22,151.42,FL,92.8,151.4,FL,92.8,151.4
2012,2,31637,32575,FAR,BUR,1426,0.66,382.99,DL,33.3,561.46,UA,33.3,289.49
2012,2,31637,31703,FAR,EWR,1206,7.03,409.61,DL,43.8,424.81,UA,42.2,410.31
2012,2,31637,32467,FAR,FLL,1703,8.68,328.29,DL,59.5,302.53,DL,59.5,302.53
2012,2,31637,31703,FAR,HPN,1215,1.54,285.19,UA,57.1,272.47,UA,57.1,272.47
2012,2,31637,31703,FAR,JFK,1226,5.6,329.95,DL,64.7,337.05,AA,17.7,272.36
2012,2,31637,32575,FAR,LAX,1440,101.76,176.85,G4,77.4,125.38,G4,77.4,125.38
2012,2,31637,31703,FAR,LGA,1217,33.08,298.38,DL,66.8,303.56,UA,15.6,285.22
2012,2,31637,32575,FAR,LGB,1436,1.54,347.5,US,78.6,319.45,US,78.6,319.45
2012,2,31637,32467,FAR,MIA,1716,7.36,365.12,DL,50.8,384,AA,43.3,340.9
2012,2,31637,32457,FAR,OAK,1439,1.1,342.39,DL,70,319.28,DL,70,319.28
2012,2,31637,32575,FAR,ONT,1402,4.73,407.85,DL,60.5,330.92,DL,60.5,330.92
2012,2,31637,32457,FAR,SFO,1450,27.14,302.28,DL,57.5,278.18,DL,57.5,278.18
2012,2,31637,32457,FAR,SJC,1440,6.59,340.3,DL,66.7,343.2,UA,21.7,302.22
2012,2,31637,32575,FAR,SNA,1431,7.8,334.13,DL,78.9,325.81,DL,78.9,325.81
2012,2,31637,31703,FAR,SWF,1183,0.22,315,DL,100,315,DL,100,315
2012,2,31638,32575,FAT,BUR,193,0.22,329.75,UA,100,329.75,UA,100,329.75
2012,2,31638,31703,FAT,EWR,2448,43.52,282.72,UA,54.3,270.37,UA,54.3,270.37
2012,2,31638,32467,FAT,FLL,2432,14.73,289.08,AA,50.8,273.14,UA,25.4,272.62
2012,2,31638,31703,FAT,HPN,2468,0.22,249.92,UA,100,249.92,UA,100,249.92
2012,2,31638,31703,FAT,ISP,2502,0.22,510.46,US,100,510.46,US,100,510.46
2012,2,31638,31703,FAT,JFK,2469,32.86,314.79,AA,34.8,286.98,DL,16.4,245.07
2012,2,31638,32575,FAT,LAX,209,94.4,194.96,AA,55.7,192.15,AA,55.7,192.15
2012,2,31638,31703,FAT,LGA,2463,21.87,242.54,AA,54.3,216.62,AA,54.3,216.62
2012,2,31638,32467,FAT,MIA,2433,12.75,374.6,AA,81,373.45,AA,81,373.45
2012,2,31638,32575,FAT,ONT,222,0.55,174.04,UA,100,174.04,UA,100,174.04
2012,2,31638,32457,FAT,SFO,158,10.77,264.71,UA,91.8,274.61,UA,91.8,274.61
2012,2,31638,32575,FAT,SNA,238,2.42,218.28,UA,100,218.28,UA,100,218.28
2012,2,31638,31703,FAT,SWF,2443,0.55,283.78,DL,40,215.09,DL,40,215.09
2012,2,31638,33195,FAT,TPA,2242,21.98,299.63,AA,40,253.29,AA,40,253.29
2012,2,31641,32575,FAY,BUR,2236,1.1,395.57,US,60,371.1,US,60,371.1
2012,2,31641,31703,FAY,EWR,470,13.85,221.53,US,77.8,210.84,US,77.8,210.84
2012,2,31641,32467,FAY,FLL,619,19.89,179.52,US,58.6,189.63,DL,40.3,166.28
2012,2,31641,31703,FAY,HPN,505,1.32,232.2,US,66.7,228.76,US,66.7,228.76
2012,2,31641,31703,FAY,ISP,510,1.1,189.73,US,100,189.73,US,100,189.73
2012,2,31641,31703,FAY,JFK,479,5.27,188.03,US,85.4,180.34,US,85.4,180.34
2012,2,31641,32575,FAY,LAX,2243,36.7,289.95,DL,60.5,272.42,DL,60.5,272.42
2012,2,31641,31703,FAY,LGA,484,20.11,180.76,US,79.8,173.16,US,79.8,173.16
2012,2,31641,32575,FAY,LGB,2231,1.21,439.07,US,81.8,421.92,US,81.8,421.92
2012,2,31641,32467,FAY,MIA,639,15.82,187.36,US,54.9,202.38,DL,44.4,166.84
2012,2,31641,32457,FAY,OAK,2403,0.77,514.21,US,42.9,333.96,US,42.9,333.96
2012,2,31641,32575,FAY,ONT,2196,4.95,435.6,DL,46.7,426.39,DL,46.7,426.39
2012,2,31641,32457,FAY,SFO,2413,17.8,334.26,DL,52.5,296.94,DL,52.5,296.94
2012,2,31641,32457,FAY,SJC,2391,3.63,467.04,US,42.4,478.39,DL,39.4,446.12
2012,2,31641,32575,FAY,SNA,2217,3.08,479.14,DL,75,470.31,DL,75,470.31
2012,2,31641,31703,FAY,SWF,519,1.43,260.94,DL,100,260.94,DL,100,260.94
2012,2,31641,33195,FAY,TPA,529,47.58,194.63,US,68.1,216.24,DL,31,146.33
2012,2,31648,32575,FCA,BUR,996,3.74,220.55,AS,64.7,217.58,AS,64.7,217.58
2012,2,31648,31703,FCA,EWR,2025,13.19,370.78,DL,57.5,362.82,UA,31.7,351.91
2012,2,31648,31703,FCA,HPN,2033,1.1,329.51,UA,70,306.81,UA,70,306.81
2012,2,31648,31703,FCA,JFK,2044,3.96,387.31,DL,77.8,384.81,DL,77.8,384.81
2012,2,31648,32575,FCA,LAX,1014,16.26,288.48,DL,68.2,298.25,AS,21,274.85
2012,2,31648,31703,FCA,LGA,2035,4.51,499.03,DL,56.1,454.95,DL,56.1,454.95
2012,2,31648,32575,FCA,LGB,1020,1.98,231.51,DL,100,231.51,DL,100,231.51
2012,2,31648,32457,FCA,OAK,834,11.43,176.72,AS,76,146.09,AS,76,146.09
2012,2,31648,32575,FCA,ONT,999,7.69,247.91,DL,80,245.17,DL,80,245.17
2012,2,31648,32457,FCA,SFO,844,14.95,207.2,AS,64.7,181.5,AS,64.7,181.5
2012,2,31648,32457,FCA,SJC,849,12.09,264.51,AS,57.3,221.56,AS,57.3,221.56
2012,2,31648,32575,FCA,SNA,1027,9.89,251.48,DL,68.9,243.04,DL,68.9,243.04
2012,2,31695,32575,FLG,BUR,386,5.16,174.57,US,100,174.57,US,100,174.57
2012,2,31695,31703,FLG,EWR,2068,8.02,322.24,US,84.9,322.08,US,84.9,322.08
2012,2,31695,31703,FLG,HPN,2092,0.22,277.08,US,100,277.08,US,100,277.08
2012,2,31695,31703,FLG,JFK,2089,7.25,343.1,US,93.9,335.12,US,93.9,335.12
2012,2,31695,32575,FLG,LAX,393,18.9,166.38,US,95.9,165.59,US,95.9,165.59
2012,2,31695,31703,FLG,LGA,2084,1.87,252.2,US,88.2,244.28,US,88.2,244.28
2012,2,31695,32575,FLG,LGB,381,2.97,170.6,US,92.6,172.49,US,92.6,172.49
2012,2,31695,32457,FLG,OAK,614,11.21,202.88,US,98,203.65,US,98,203.65
2012,2,31695,32575,FLG,ONT,346,5.82,175.19,US,98.1,176.07,US,98.1,176.07
2012,2,31695,32457,FLG,SFO,620,20.99,197.97,US,94.2,197.47,US,94.2,197.47
2012,2,31695,32457,FLG,SJC,593,11.1,207.2,US,99,207.2,US,99,207.2
2012,2,31695,32575,FLG,SNA,368,7.14,204.58,US,100,204.58,US,100,204.58
2012,2,32467,32575,FLL,BUR,2340,10.44,268.53,WN,72.6,269.84,WN,72.6,269.84
2012,2,32467,33105,FLL,CVG,932,273.74,214.58,DL,90.5,212.41,DL,90.5,212.41
2012,2,32467,32575,FLL,LAX,2342,"1,479.45",242.18,VX,36.2,281.94,NK,13.3,157.94
2012,2,32467,32896,FLL,LBB,1399,13.85,317.59,WN,53.2,314.92,WN,53.2,314.92
2012,2,32467,32898,FLL,LBE,980,122.86,88.99,NK,100,88.99,NK,100,88.99
2012,2,32467,32945,FLL,LEX,865,142.64,139.27,G4,50.2,94.14,G4,50.2,94.14
2012,2,32467,32951,FLL,LFT,776,16.26,238.7,DL,50,235.49,DL,50,235.49
2012,2,32467,32575,FLL,LGB,2327,15.6,239.25,US,75.4,232.61,US,75.4,232.61
2012,2,32467,32600,FLL,LIT,934,53.19,249.28,DL,37.4,267.75,AA,26,220.3
2012,2,32467,33038,FLL,LRD,1196,3.74,344.94,UA,47.1,342.34,UA,47.1,342.34
2012,2,32467,33139,FLL,LYH,777,14.51,210.58,US,94.7,211.6,US,94.7,211.6
2012,2,32467,33158,FLL,MAF,1392,14.07,334.38,WN,55.5,345.64,AA,23.4,306.02
2012,2,32467,33198,FLL,MCI,1242,422.09,182.07,WN,49.7,203.78,DL,33.1,151.35
2012,2,32467,33244,FLL,MEM,850,143.63,231.73,DL,61,248.42,FL,25.9,184.24
2012,2,32467,33256,FLL,MFE,1123,10.77,307.66,UA,64.3,304.17,UA,64.3,304.17
2012,2,32467,33277,FLL,MGM,571,9.67,195.26,DL,69.3,201.35,US,30.7,181.48
2012,2,32467,33342,FLL,MKE,1243,352.64,184.31,FL,70.7,177.4,FL,70.7,177.4
2012,2,32467,33367,FLL,MLI,1214,26.15,239.61,DL,80.7,243.92,DL,80.7,243.92
2012,2,32467,33485,FLL,MSN,1286,34.95,239.46,DL,70.8,241.12,UA,14.5,221.97
2012,2,32467,33495,FLL,MSY,674,369.45,189.81,WN,77.1,198.26,DL,13.9,152.49
2012,2,32467,33795,FLL,OAJ,622,18.68,165.85,US,70.6,172.53,DL,27.1,144.43
2012,2,32467,33851,FLL,OKC,1218,93.52,266.57,WN,33.5,254.43,AA,25.4,240.89
2012,2,32467,33316,FLL,OMA,1383,96.15,238.45,WN,33.9,227.85,AA,23.4,223.1
2012,2,32467,32575,FLL,ONT,2297,61.54,239.7,UA,32.3,213.22,UA,32.3,213.22
2012,2,32467,33667,FLL,ORF,781,114.18,216.95,WN,59.8,204.23,WN,59.8,204.23
2012,2,32467,34025,FLL,PBG,1334,189.56,140.25,NK,52.9,123.78,NK,52.9,123.78
2012,2,32467,34057,FLL,PDX,2694,154.62,273.08,UA,29.6,254.69,UA,29.6,254.69
2012,2,32467,34092,FLL,PGV,679,8.35,166.17,US,97.4,167.94,US,97.4,167.94
2012,2,32467,33667,FLL,PHF,792,17.8,233.64,US,65.4,247.79,DL,32.1,212.74
2012,2,32467,34100,FLL,PHL,992,"1,359.23",187.17,US,50.5,196.6,WN,41.7,171.62
2012,2,32467,34108,FLL,PIA,1145,15.82,216.57,DL,70.8,210.69,DL,70.8,210.69
2012,2,32467,33728,FLL,PNS,525,41.87,226.75,DL,62.7,233.73,FL,34.4,209.35
2012,2,32467,34262,FLL,PSP,2233,26.15,284.33,AA,45.4,294.93,UA,20.2,231.74
2012,2,32467,34321,FLL,PWM,1332,88.57,217.75,DL,29.8,202.76,FL,17.3,185.21
2012,2,32467,34492,FLL,RDU,680,511.98,140.53,WN,47.7,131.01,DL,13.8,130.27
2012,2,32467,34524,FLL,RIC,805,258.9,165.76,B6,59.3,163.43,DL,18.2,153.28
2012,2,32467,34570,FLL,RNO,2461,46.37,305.35,WN,41.9,287.32,WN,41.9,287.32
2012,2,32467,34574,FLL,ROA,775,27.03,228.22,US,69.9,240.31,DL,26.4,187.28
2012,2,32467,34576,FLL,ROC,1183,130.44,187.29,FL,35.6,170.83,FL,35.6,170.83
2012,2,32467,33570,FLL,SAN,2268,200.77,290.57,WN,25.6,276.29,UA,22,266.47
2012,2,32467,33214,FLL,SAT,1145,143.41,244.27,WN,38.9,247.33,AA,23.2,231.28
2012,2,32467,34685,FLL,SAV,422,18.13,333.85,DL,73.3,334.62,DL,73.3,334.62
2012,2,32467,34689,FLL,SBA,2426,7.8,299.92,US,29.6,306.92,US,29.6,306.92
2012,2,32467,34696,FLL,SBN,1134,13.52,226.08,DL,81.3,229.62,UA,15.5,208.46
2012,2,32467,34704,FLL,SBY,888,15.71,186.34,US,98.6,186.63,US,98.6,186.63
2012,2,32467,34711,FLL,SCE,1027,12.97,264.1,US,82.2,261.47,US,82.2,261.47
2012,2,32467,33044,FLL,SDF,895,84.95,268.16,WN,41.7,254.71,WN,41.7,254.71
2012,2,32467,34783,FLL,SGF,1094,15.05,291.44,AA,50.4,289.95,DL,42.3,281.79
2012,2,32467,34614,FLL,SLC,2083,182.31,284.76,DL,30,332.56,WN,20.9,260.96
2012,2,32467,33192,FLL,SMF,2549,109.45,284.98,WN,29.8,289.34,UA,28.7,262.94
2012,2,32467,32575,FLL,SNA,2310,131.32,250.89,AA,34,233.96,UA,25.6,231.93
2012,2,32467,35096,FLL,SYR,1197,112.97,208.18,B6,31.8,208.07,UA,11.5,174.49
2012,2,32467,35249,FLL,TLH,393,43.41,201.95,DL,91.7,205.84,DL,91.7,205.84
2012,2,32467,33195,FLL,TPA,197,531.54,145.37,WN,91.5,150.51,WN,91.5,150.51
2012,2,32467,35323,FLL,TRI,729,15.82,219.29,US,68.1,204.24,US,68.1,204.24
2012,2,32467,34653,FLL,TUL,1162,50.77,267.33,AA,39,259.7,AA,39,259.7
2012,2,32467,35380,FLL,TVC,1322,10.66,302.86,DL,85.6,311.45,DL,85.6,311.45
2012,2,32467,35412,FLL,TYS,708,132.53,150.51,G4,67.8,100.49,G4,67.8,100.49
2012,2,31699,32575,FLO,BUR,2199,0.22,73.06,US,100,73.06,US,100,73.06
2012,2,31699,31703,FLO,EWR,543,14.18,197.74,US,93.8,195.51,US,93.8,195.51
2012,2,31699,32467,FLO,FLL,559,4.95,173.27,US,95.6,171.52,US,95.6,171.52
2012,2,31699,31703,FLO,HPN,578,0.66,229.51,US,100,229.51,US,100,229.51
2012,2,31699,31703,FLO,JFK,552,2.86,170.19,US,100,170.19,US,100,170.19
2012,2,31699,32575,FLO,LAX,2205,9.89,321.2,US,90,319.44,US,90,319.44
2012,2,31699,31703,FLO,LGA,557,20.44,182.34,US,96.2,180.72,US,96.2,180.72
2012,2,31699,32575,FLO,LGB,2193,0.22,361,US,100,361,US,100,361
2012,2,31699,32467,FLO,MIA,579,7.36,180.08,US,95.5,171.86,US,95.5,171.86
2012,2,31699,32575,FLO,ONT,2159,1.1,607.4,US,80,539.04,US,80,539.04
2012,2,31699,32575,FLO,SNA,2179,1.1,382.71,US,80,394.87,US,80,394.87
2012,2,31699,31703,FLO,SWF,591,0.44,300.99,US,100,300.99,US,100,300.99
2012,2,31721,32575,FNT,BUR,1953,0.33,265.61,DL,66.7,176.4,DL,66.7,176.4
2012,2,31721,32467,FNT,FLL,1182,21.54,214.74,FL,59.2,201.16,FL,59.2,201.16
2012,2,31721,32575,FNT,LAX,1964,29.67,314.14,DL,35.6,360.05,UA,20.4,254.16
2012,2,31721,32575,FNT,LGB,1956,0.11,318.11,,0,0,,0,9999
2012,2,31721,32467,FNT,MIA,1200,8.24,231.82,DL,84,235.66,DL,84,235.66
