Year,Quarter,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
2012,2,31066,33667,CMH,PHF,399,6.81,252.29,US,100,252.29,US,100,252.29
2012,2,31066,32457,CMH,SFO,2120,249.34,297.58,UA,37.8,293.98,WN,16.7,269.5
2012,2,31066,32457,CMH,SJC,2102,67.03,308.11,WN,42.3,293.82,UA,14.4,283.61
2012,2,31066,32575,CMH,SNA,1974,90.88,308.6,WN,27.1,291.19,UA,17.3,286.34
2012,2,31066,31703,CMH,SWF,472,3.3,268.73,DL,63.3,255.57,DL,63.3,255.57
2012,2,31066,33195,CMH,TPA,829,594.84,166.79,WN,70.1,167.74,DL,15.8,150.22
2012,2,31067,31703,CMI,EWR,745,6.48,269.79,AA,93.2,262.6,AA,93.2,262.6
2012,2,31067,31703,CMI,HPN,769,1.65,263.63,AA,100,263.63,AA,100,263.63
2012,2,31067,31703,CMI,JFK,766,1.54,213.16,AA,78.6,224.83,AA,78.6,224.83
2012,2,31067,32575,CMI,LAX,1710,21.87,286.12,AA,98.5,284.69,AA,98.5,284.69
2012,2,31067,31703,CMI,LGA,761,28.57,226.29,AA,98.5,225.27,AA,98.5,225.27
2012,2,31067,32457,CMI,OAK,1826,0.11,542.14,,0,0,,0,9999
2012,2,31067,32575,CMI,ONT,1664,1.87,276.33,AA,88.2,265.12,AA,88.2,265.12
2012,2,31067,32457,CMI,SFO,1836,14.95,357.05,AA,90.4,350.59,AA,90.4,350.59
2012,2,31067,32457,CMI,SJC,1817,6.26,347.67,AA,98.3,348.91,AA,98.3,348.91
2012,2,31067,32575,CMI,SNA,1689,4.51,365.95,AA,95.1,353.46,AA,95.1,353.46
2012,2,31097,32575,COD,BUR,869,1.76,199.87,DL,75,201.92,UA,25,193.72
2012,2,31097,32575,COD,LAX,885,2.42,264.43,DL,72.7,234.04,DL,72.7,234.04
2012,2,31097,32575,COD,LGB,885,0.88,131.75,DL,100,131.75,DL,100,131.75
2012,2,31097,32575,COD,ONT,855,2.86,204.39,DL,92.3,204.05,DL,92.3,204.05
2012,2,31097,32575,COD,SNA,885,3.19,146,DL,89.7,135.84,DL,89.7,135.84
2012,2,30189,30721,COS,BOS,1778,63.63,261.92,UA,51.3,279.18,AA,31.8,237.11
2012,2,30189,32575,COS,BUR,823,6.81,310.19,UA,72.6,300.98,UA,72.6,300.98
2012,2,30189,30852,COS,BWI,1503,50.44,309.79,AA,47.3,266.45,AA,47.3,266.45
2012,2,30189,30647,COS,CAK,1241,16.7,208.76,F9,82.2,204.34,F9,82.2,204.34
2012,2,30189,30647,COS,CLE,1220,8.57,327.56,UA,73.1,326.72,UA,73.1,326.72
2012,2,30189,30194,COS,DAL,602,1.21,198.83,UA,100,198.83,UA,100,198.83
2012,2,30189,30852,COS,DCA,1487,100.88,282.66,AA,52.2,251.95,AA,52.2,251.95
2012,2,30189,30194,COS,DFW,592,219.01,209.85,AA,91.2,208.45,AA,91.2,208.45
2012,2,30189,31703,COS,EWR,1623,31.32,306.97,UA,74.7,317.96,AA,12.6,275.51
2012,2,30189,32467,COS,FLL,1673,31.32,217.08,AA,40.7,220.43,DL,11.2,214.45
2012,2,30189,31453,COS,HOU,829,10.22,229.22,F9,69.9,232.08,AA,29,223.22
2012,2,30189,31703,COS,HPN,1645,3.19,304.02,UA,72.4,280.15,DL,10.3,277.78
2012,2,30189,30852,COS,IAD,1463,99.78,364.15,UA,85.2,378.66,UA,85.2,378.66
2012,2,30189,31453,COS,IAH,809,105.71,238.42,UA,90.4,242.21,UA,90.4,242.21
2012,2,30189,31703,COS,ISP,1678,0.22,276.97,,0,0,,0,9999
2012,2,30189,31703,COS,JFK,1644,5.27,226.07,AA,47.9,210.76,AA,47.9,210.76
2012,2,30189,32575,COS,LAX,833,233.19,186.54,F9,50.5,124.59,F9,50.5,124.59
2012,2,30189,31703,COS,LGA,1638,66.37,254.41,UA,36.6,284.4,F9,16.2,216.98
2012,2,30189,32575,COS,LGB,825,3.08,286.75,DL,85.7,284.96,DL,85.7,284.96
2012,2,30189,30977,COS,MDW,917,15.16,207.63,F9,95.7,208.16,F9,95.7,208.16
2012,2,30189,30721,COS,MHT,1754,2.86,376.92,UA,84.6,401.87,US,11.5,250.98
2012,2,30189,32467,COS,MIA,1678,19.67,296.58,AA,56.4,303.85,DL,10.6,264.06
2012,2,30189,32457,COS,OAK,954,6.59,267.41,UA,46.7,252.51,US,15,218.34
2012,2,30189,32575,COS,ONT,789,14.73,331.76,UA,47.8,308.13,US,14.9,254.53
2012,2,30189,30977,COS,ORD,911,80.88,298.19,UA,82.7,301.05,UA,82.7,301.05
2012,2,30189,33667,COS,ORF,1558,19.12,401.15,UA,51.7,484.67,AA,25.3,290.18
2012,2,30189,33667,COS,PHF,1538,9.67,340.52,F9,61.4,239.76,F9,61.4,239.76
2012,2,30189,30721,COS,PVD,1759,5.05,337.73,UA,65.2,361.06,US,19.6,198.72
2012,2,30189,32457,COS,SFO,964,75.93,233.76,UA,80.3,237.84,F9,12.6,199.29
2012,2,30189,32457,COS,SJC,943,19.56,298.9,UA,73,307.06,DL,14.6,282.16
2012,2,30189,32575,COS,SNA,815,46.81,214.15,UA,43.2,235.36,F9,36.6,182.88
2012,2,30189,31703,COS,SWF,1622,0.33,408.62,US,100,408.62,US,100,408.62
2012,2,30189,33195,COS,TPA,1477,68.46,223.87,UA,42.2,230.78,F9,11.1,207.83
2012,2,31122,32575,CPR,BUR,879,1.76,275.44,UA,50,394.48,DL,43.8,151.46
2012,2,31122,31453,CPR,HOU,1105,0.44,419.55,,0,0,,0,9999
2012,2,31122,31453,CPR,IAH,1083,19.23,454.78,UA,93.7,463.93,UA,93.7,463.93
2012,2,31122,32575,CPR,LAX,894,3.08,359.37,DL,42.9,304.34,DL,42.9,304.34
2012,2,31122,32575,CPR,LGB,890,1.43,187.61,DL,92.3,191.89,DL,92.3,191.89
2012,2,31122,32575,CPR,ONT,857,2.64,267.88,UA,66.7,297.69,DL,33.3,208.27
2012,2,31122,32575,CPR,SNA,887,2.53,294.1,DL,52.2,316.85,UA,47.8,269.28
2012,2,31140,32575,CRP,BUR,1312,0.66,419.36,WN,100,419.36,WN,100,419.36
2012,2,31140,31703,CRP,EWR,1597,15.6,352.5,UA,75.4,361.64,WN,10.6,305.12
2012,2,31140,32467,CRP,FLL,1076,14.51,297.34,WN,50,286.26,WN,50,286.26
2012,2,31140,31453,CRP,HOU,187,112.42,150.12,WN,99.9,150.11,WN,99.9,150.11
2012,2,31140,31703,CRP,HPN,1631,0.22,292.07,UA,100,292.07,UA,100,292.07
2012,2,31140,31453,CRP,IAH,201,72.09,164.33,UA,99.9,164.3,UA,99.9,164.3
2012,2,31140,31703,CRP,ISP,1651,0.22,534.42,WN,100,534.42,WN,100,534.42
2012,2,31140,31703,CRP,JFK,1614,1.32,304.43,AA,66.7,330.51,AA,66.7,330.51
2012,2,31140,32575,CRP,LAX,1310,31.32,331.55,WN,41.1,292.81,WN,41.1,292.81
2012,2,31140,31703,CRP,LGA,1614,22.42,343.09,UA,67.2,306.69,UA,67.2,306.69
2012,2,31140,32575,CRP,LGB,1294,0.22,446.92,,0,0,,0,9999
2012,2,31140,32467,CRP,MIA,1071,7.03,317.99,UA,67.2,306.77,UA,67.2,306.77
2012,2,31140,32457,CRP,OAK,1588,5.71,313.19,WN,96.2,303.59,WN,96.2,303.59
2012,2,31140,32575,CRP,ONT,1267,4.73,357.01,UA,55.8,396.56,AA,39.5,288.11
2012,2,31140,32457,CRP,SFO,1594,13.85,380.79,UA,50.8,439.18,AA,41.3,314.61
2012,2,31140,32457,CRP,SJC,1565,3.3,409.31,UA,40,446.98,WN,23.3,346.43
2012,2,31140,32575,CRP,SNA,1276,7.58,356.29,UA,65.2,369.3,AA,30.4,344.11
2012,2,31140,31703,CRP,SWF,1626,0.22,390.44,,0,0,,0,9999
2012,2,31140,33195,CRP,TPA,915,18.24,311.49,WN,54.8,303.33,WN,54.8,303.33
2012,2,31146,31703,CRW,EWR,428,9.78,276.93,US,50.6,290.1,DL,10.1,245.06
2012,2,31146,32467,CRW,FLL,852,65.38,122.8,NK,63.2,80.18,NK,63.2,80.18
2012,2,31146,31453,CRW,HOU,988,0.77,505.41,DL,100,505.41,DL,100,505.41
2012,2,31146,31703,CRW,HPN,459,1.54,242.28,DL,35.7,251.97,US,28.6,225.58
2012,2,31146,31453,CRW,IAH,975,44.62,395.75,UA,58.9,411.47,US,36,354.05
2012,2,31146,31703,CRW,ISP,483,0.66,166.32,US,100,166.32,US,100,166.32
2012,2,31146,31703,CRW,JFK,446,5.16,186.52,UA,46.8,188.25,UA,46.8,188.25
2012,2,31146,32575,CRW,LAX,2067,53.63,254.3,UA,61.9,220.76,UA,61.9,220.76
2012,2,31146,31703,CRW,LGA,444,75.49,188.49,AA,49.2,164.84,AA,49.2,164.84
2012,2,31146,32467,CRW,MIA,870,14.18,246.94,US,58.1,227.92,US,58.1,227.92
2012,2,31146,32457,CRW,OAK,2198,0.66,508.13,DL,83.3,478.7,DL,83.3,478.7
2012,2,31146,32575,CRW,ONT,2021,2.64,290.12,DL,45.8,265.31,DL,45.8,265.31
2012,2,31146,32457,CRW,SFO,2208,20.55,286.51,UA,61,271.19,UA,61,271.19
2012,2,31146,32457,CRW,SJC,2189,2.31,449.92,DL,42.9,318.16,DL,42.9,318.16
2012,2,31146,32575,CRW,SNA,2044,4.07,397.47,UA,51.4,355.94,UA,51.4,355.94
2012,2,31146,31703,CRW,SWF,452,0.33,463.67,DL,66.7,438,DL,66.7,438
2012,2,31146,33195,CRW,TPA,719,27.25,228.57,US,50,261.87,DL,38.3,189.75
2012,2,31150,32575,CSG,BUR,1928,0.33,953.81,DL,66.7,1160.58,DL,66.7,1160.58
2012,2,31150,31703,CSG,EWR,821,3.85,292.32,DL,100,292.32,DL,100,292.32
2012,2,31150,31703,CSG,HPN,856,2.86,299.42,DL,96.2,304.05,DL,96.2,304.05
2012,2,31150,31703,CSG,JFK,835,2.53,296.96,DL,95.7,299.35,DL,95.7,299.35
2012,2,31150,32575,CSG,LAX,1932,10.88,286.75,AA,79.8,269.36,AA,79.8,269.36
2012,2,31150,31703,CSG,LGA,837,5.38,301.38,DL,89.8,295.16,DL,89.8,295.16
2012,2,31150,32575,CSG,LGB,1919,0.11,598.01,DL,100,598.01,DL,100,598.01
2012,2,31150,32575,CSG,ONT,1886,4.51,315.87,AA,87.8,286.17,AA,87.8,286.17
2012,2,31150,32575,CSG,SNA,1904,2.64,325.35,AA,83.3,291.3,AA,83.3,291.3
2012,2,31150,31703,CSG,SWF,861,0.66,355.34,DL,100,355.34,DL,100,355.34
2012,2,33105,33667,CVG,ORF,485,34.18,259.09,DL,50.2,247.99,UA,14.5,216.39
2012,2,33105,33667,CVG,PHF,465,6.48,277.66,US,69.5,293.03,DL,25.4,233.92
2012,2,33105,33195,CVG,TPA,773,350.66,186.67,DL,90.3,184.64,DL,90.3,184.64
2012,2,30424,30721,CWA,BOS,949,14.84,351.23,DL,67.4,362.81,UA,17,331.67
2012,2,30424,32575,CWA,BUR,1687,0.11,267.96,UA,100,267.96,UA,100,267.96
2012,2,30424,30852,CWA,BWI,772,6.15,352.21,DL,80.4,342.21,DL,80.4,342.21
2012,2,30424,30852,CWA,DCA,768,12.2,281.45,DL,62.2,259.05,DL,62.2,259.05
2012,2,30424,31703,CWA,EWR,836,12.97,308.16,UA,53.4,313.27,DL,37.3,303.13
2012,2,30424,31703,CWA,HPN,848,2.42,340.12,DL,36.4,260.1,DL,36.4,260.1
2012,2,30424,30852,CWA,IAD,746,5.27,263.82,UA,62.5,264.16,UA,62.5,264.16
2012,2,30424,31453,CWA,IAH,1066,10.77,334.11,UA,46.9,347.92,DL,41.8,334.03
2012,2,30424,31703,CWA,JFK,856,0.33,408.78,DL,66.7,358.66,DL,66.7,358.66
2012,2,30424,32575,CWA,LAX,1699,14.51,335.47,DL,56.1,359.11,AA,11.4,280.75
2012,2,30424,31703,CWA,LGA,848,13.74,331.25,DL,57.6,336.83,AA,17.6,278.34
2012,2,30424,32575,CWA,LGB,1692,0.44,458.73,DL,75,441.49,DL,75,441.49
2012,2,30424,30977,CWA,MDW,228,0.11,531.02,DL,100,531.02,DL,100,531.02
2012,2,30424,30721,CWA,MHT,918,2.42,283.09,DL,100,283.09,DL,100,283.09
2012,2,30424,32457,CWA,OAK,1751,0.22,293.97,DL,100,293.97,DL,100,293.97
2012,2,30424,32575,CWA,ONT,1656,1.21,411.83,UA,63.6,398.17,UA,63.6,398.17
2012,2,30424,30977,CWA,ORD,212,24.18,224.54,UA,67.7,225.72,AA,31.4,219.05
2012,2,30424,30721,CWA,PVD,942,3.74,335.73,DL,94.1,326.29,DL,94.1,326.29
2012,2,30424,32457,CWA,SFO,1762,11.87,375.9,DL,50,382.33,UA,34.3,381.54
2012,2,30424,32457,CWA,SJC,1748,1.98,260.22,DL,100,260.22,DL,100,260.22
2012,2,30424,32575,CWA,SNA,1684,3.96,472.14,DL,66.7,448.02,UA,22.2,322.34
2012,2,30424,31703,CWA,SWF,817,0.22,261.53,DL,100,261.53,DL,100,261.53
2012,2,30424,33195,CWA,TPA,1224,10.22,312.22,DL,65.6,309.37,DL,65.6,309.37
2012,2,31252,31703,DAB,EWR,884,52.75,184.67,DL,75.4,174.3,DL,75.4,174.3
2012,2,31252,31453,DAB,HOU,858,6.04,241.3,DL,96.4,239.87,DL,96.4,239.87
2012,2,31252,31703,DAB,HPN,918,11.43,204.28,DL,81.7,209.12,US,17.3,181.48
2012,2,31252,31453,DAB,IAH,861,10.66,271.7,DL,76.3,246.79,DL,76.3,246.79
2012,2,31252,31703,DAB,ISP,918,0.22,451.46,US,50,416.73,US,50,416.73
2012,2,31252,31703,DAB,JFK,891,7.14,203.44,DL,63.1,206.03,US,35.4,197.99
2012,2,31252,32575,DAB,LAX,2215,12.42,319.08,DL,91.2,313.46,DL,91.2,313.46
2012,2,31252,31703,DAB,LGA,897,48.13,183.68,DL,71.2,177.09,DL,71.2,177.09
2012,2,31252,32575,DAB,LGB,2201,0.11,313.93,DL,100,313.93,DL,100,313.93
2012,2,31252,32457,DAB,OAK,2429,0.77,499.71,DL,85.7,468.46,DL,85.7,468.46
2012,2,31252,32575,DAB,ONT,2169,2.75,373.26,DL,76,375.63,DL,76,375.63
2012,2,31252,33667,DAB,ORF,602,10.11,202.34,DL,59.8,178.44,DL,59.8,178.44
2012,2,31252,33667,DAB,PHF,608,2.09,141.79,DL,68.4,132.8,DL,68.4,132.8
2012,2,31252,32457,DAB,SFO,2438,10.99,341.58,DL,77,337.35,DL,77,337.35
2012,2,31252,32457,DAB,SJC,2413,0.77,405.37,DL,100,405.37,DL,100,405.37
2012,2,31252,32575,DAB,SNA,2185,5.05,283.53,DL,97.8,287.03,DL,97.8,287.03
2012,2,31252,31703,DAB,SWF,935,3.85,203.34,DL,94.3,195.7,DL,94.3,195.7
2012,2,30194,30208,DAL,AGS,863,0.55,148.19,DL,80,146.74,DL,80,146.74
2012,2,30194,30257,DAL,ALB,1428,12.42,324.25,WN,98.2,324.82,WN,98.2,324.82
2012,2,30194,30279,DAL,AMA,323,419.56,122.11,WN,99.4,121.96,WN,99.4,121.96
2012,2,30194,30372,DAL,ASE,712,3.63,283.02,UA,97,284.21,UA,97,284.21
2012,2,30194,30397,DAL,ATL,721,227.8,193.81,WN,97.8,193.24,WN,97.8,193.24
2012,2,30194,30423,DAL,AUS,189,760.66,157.82,WN,99.9,157.46,WN,99.9,157.46
2012,2,30194,30431,DAL,AVL,838,0.33,190.39,DL,66.7,184.99,DL,66.7,184.99
2012,2,30194,30529,DAL,BDL,1463,11.32,309.5,WN,95.2,313.23,WN,95.2,313.23
2012,2,30194,30561,DAL,BFL,1282,3.08,270.9,UA,100,270.9,UA,100,270.9
2012,2,30194,30577,DAL,BGM,1311,0.22,144.06,DL,100,144.06,DL,100,144.06
2012,2,30194,30599,DAL,BHM,587,190.33,222.59,WN,98.6,222.94,WN,98.6,222.94
2012,2,30194,30620,DAL,BIL,1089,1.98,222.05,UA,94.4,222.08,UA,94.4,222.08
2012,2,30194,30627,DAL,BIS,982,1.21,333.07,DL,45.5,200.39,DL,45.5,200.39
2012,2,30194,30693,DAL,BNA,623,133.74,230.17,WN,96.1,231.4,WN,96.1,231.4
2012,2,30194,30713,DAL,BOI,1282,18.57,248.16,WN,65.7,262.74,UA,29,223.06
2012,2,30194,30721,DAL,BOS,1554,49.89,231.49,WN,88.8,224.88,WN,88.8,224.88
2012,2,30194,30747,DAL,BRO,479,2.09,159.79,UA,100,159.79,UA,100,159.79
2012,2,30194,30781,DAL,BTR,372,3.63,258.8,UA,97,262.45,UA,97,262.45
2012,2,30194,30792,DAL,BUF,1206,13.41,234.17,WN,92.6,235.32,WN,92.6,235.32
2012,2,30194,32575,DAL,BUR,1243,17.58,248.41,WN,98.8,247.37,WN,98.8,247.37
2012,2,30194,30852,DAL,BWI,1209,287.36,234.29,WN,97.5,235.23,WN,97.5,235.23
2012,2,30194,30849,DAL,BZN,1172,1.54,223.1,UA,78.6,230.99,UA,78.6,230.99
2012,2,30194,30868,DAL,CAE,912,0.88,181.24,DL,75,179.9,DL,75,179.9
2012,2,30194,30647,DAL,CAK,1016,1.1,189.25,DL,70,194.5,DL,70,194.5
2012,2,30194,30980,DAL,CHA,685,0.22,247.97,DL,100,247.97,DL,100,247.97
2012,2,30194,30990,DAL,CHO,1097,0.44,160.51,UA,50,158.53,UA,50,158.53
2012,2,30194,30994,DAL,CHS,977,31.32,230.5,WN,95.8,233.21,WN,95.8,233.21
2012,2,30194,31003,DAL,CID,684,0.99,145.9,UA,77.8,149.69,UA,77.8,149.69
2012,2,30194,30647,DAL,CLE,1015,16.59,281.6,WN,86.8,282.18,WN,86.8,282.18
2012,2,30194,31057,DAL,CLT,926,3.08,271.01,DL,46.4,243.92,DL,46.4,243.92
2012,2,30194,31066,DAL,CMH,919,35.49,250.08,WN,80.2,263.86,WN,80.2,263.86
2012,2,30194,31122,DAL,CPR,869,1.1,334.77,UA,90,338.94,UA,90,338.94
2012,2,30194,31140,DAL,CRP,352,117.14,180.3,WN,98.2,180.02,WN,98.2,180.02
2012,2,30194,31146,DAL,CRW,938,0.66,278.04,DL,50,193.03,DL,50,193.03
2012,2,30194,31150,DAL,CSG,694,0.11,416.49,DL,100,416.49,DL,100,416.49
2012,2,30194,33105,DAL,CVG,805,0.55,311.46,DL,100,311.46,DL,100,311.46
2012,2,30194,30852,DAL,DCA,1184,4.73,234.97,DL,65.1,188.45,DL,65.1,188.45
2012,2,30194,30325,DAL,DEN,651,245.05,190.63,WN,90.7,188.73,WN,90.7,188.73
2012,2,30194,30285,DAL,DRO,685,2.31,238.86,UA,90.5,249.3,UA,90.5,249.3
2012,2,30194,31423,DAL,DSM,624,0.88,260.09,UA,50,328.02,DL,37.5,212.88
2012,2,30194,31295,DAL,DTW,981,69.78,239,WN,96.1,234.85,WN,96.1,234.85
2012,2,30194,31481,DAL,ECP,674,71.65,245.42,WN,99.9,245.57,WN,99.9,245.57
2012,2,30194,31503,DAL,EGE,732,0.88,255.93,UA,100,255.93,UA,100,255.93
2012,2,30194,31537,DAL,ELM,1266,0.11,481.03,DL,100,481.03,DL,100,481.03
2012,2,30194,30615,DAL,ELP,562,485.71,185.11,WN,99.8,185.1,WN,99.8,185.1
2012,2,30194,31577,DAL,ERI,1113,0.11,326.94,UA,100,326.94,UA,100,326.94
2012,2,30194,31603,DAL,EUG,1617,0.77,265.86,UA,85.7,271.04,UA,85.7,271.04
2012,2,30194,31703,DAL,EWR,1365,150.66,200.1,WN,95.9,195.54,WN,95.9,195.54
2012,2,30194,31624,DAL,EYW,1078,0.33,228.35,UA,100,228.35,UA,100,228.35
2012,2,30194,31637,DAL,FAR,971,0.77,224.14,UA,42.9,230.77,DL,28.6,211.46
2012,2,30194,31638,DAL,FAT,1325,0.99,272.68,UA,88.9,290.99,UA,88.9,290.99
2012,2,30194,31641,DAL,FAY,1042,0.11,227.95,DL,100,227.95,DL,100,227.95
2012,2,30194,31648,DAL,FCA,1399,0.99,377.61,UA,88.9,382.27,UA,88.9,382.27
2012,2,30194,32467,DAL,FLL,1108,88.13,208.24,WN,93.8,207.47,WN,93.8,207.47
2012,2,30194,31721,DAL,FNT,998,0.11,224.04,UA,100,224.04,UA,100,224.04
2012,2,30194,31775,DAL,FSD,740,0.55,251.79,UA,80,283.02,UA,80,283.02
2012,2,30194,31865,DAL,GCC,921,1.32,253.12,UA,100,253.12,UA,100,253.12
2012,2,30194,31884,DAL,GEG,1486,13.3,273.59,WN,86.8,278.86,UA,10.7,245.41
2012,2,30194,31921,DAL,GJT,783,1.76,216.77,UA,75,240.03,UA,75,240.03
2012,2,30194,31953,DAL,GNV,889,0.33,205.33,UA,100,205.33,UA,100,205.33
2012,2,30194,31973,DAL,GPT,488,0.55,236.4,UA,100,236.4,UA,100,236.4
2012,2,30194,31977,DAL,GRB,930,0.11,343.69,,0,0,,0,9999
2012,2,30194,31871,DAL,GSP,852,27.25,233.89,WN,96,236.87,WN,96,236.87
2012,2,30194,31895,DAL,GTF,1264,1.32,262.59,UA,66.7,279,DL,16.7,147.53
2012,2,30194,31453,DAL,HOU,239,"2,332.75",149.61,WN,100,149.61,WN,100,149.61
2012,2,30194,32206,DAL,HRL,458,179.12,211.91,WN,96.4,214.74,WN,96.4,214.74
2012,2,30194,30255,DAL,HSV,593,0.22,208.99,UA,100,208.99,UA,100,208.99
2012,2,30194,30852,DAL,IAD,1163,10.99,312.32,WN,89,317.82,WN,89,317.82
2012,2,30194,31453,DAL,IAH,216,170.44,146.95,UA,99.8,146.97,UA,99.8,146.97
2012,2,30194,30928,DAL,ICT,333,0.22,377.83,UA,100,377.83,UA,100,377.83
2012,2,30194,32280,DAL,IDA,1105,0.66,423.49,UA,100,423.49,UA,100,423.49
2012,2,30194,32337,DAL,IND,755,42.53,234.64,WN,87.9,232.03,WN,87.9,232.03
2012,2,30194,31703,DAL,ISP,1420,8.35,284.2,WN,98.7,283.1,WN,98.7,283.1
2012,2,30194,32397,DAL,ITH,1296,0.11,124.6,DL,100,124.6,DL,100,124.6
2012,2,30194,32441,DAL,JAC,1056,1.54,254.5,UA,92.9,263.25,UA,92.9,263.25
2012,2,30194,32448,DAL,JAN,397,26.37,198.1,WN,93.8,200.32,WN,93.8,200.32
2012,2,30194,31136,DAL,JAX,907,36.59,224.44,WN,82.6,236.1,UA,12.3,140.69
2012,2,30194,31703,DAL,JFK,1383,0.11,904.82,,0,0,,0,9999
2012,2,30194,32211,DAL,LAS,1067,380.99,188.8,WN,98,188.09,WN,98,188.09
2012,2,30194,32575,DAL,LAX,1246,337.25,189.44,WN,98.5,188.88,WN,98.5,188.88
2012,2,30194,32896,DAL,LBB,293,481.65,129.93,WN,100,129.89,WN,100,129.89
2012,2,30194,31205,DAL,LCH,285,1.98,249.06,UA,100,249.06,UA,100,249.06
2012,2,30194,32945,DAL,LEX,777,0.11,138.96,UA,100,138.96,UA,100,138.96
2012,2,30194,32951,DAL,LFT,340,1.54,259.56,UA,92.9,266.1,UA,92.9,266.1
2012,2,30194,31703,DAL,LGA,1381,30.11,244.56,WN,49.3,299.89,UA,41.2,192.12
2012,2,30194,32600,DAL,LIT,296,346.81,129.67,WN,99.8,129.58,WN,99.8,129.58
2012,2,30194,33038,DAL,LRD,397,0.77,224.56,UA,85.7,222.23,UA,85.7,222.23
2012,2,30194,33076,DAL,LSE,819,0.44,474.48,DL,100,474.48,DL,100,474.48
2012,2,30194,33158,DAL,MAF,319,379.23,156.75,WN,99.7,156.76,WN,99.7,156.76
2012,2,30194,33184,DAL,MBS,1011,0.11,599.17,UA,100,599.17,UA,100,599.17
2012,2,30194,33198,DAL,MCI,460,700.33,157.9,WN,99.4,157.91,WN,99.4,157.91
2012,2,30194,31454,DAL,MCO,973,308.02,195.74,WN,94.8,196.47,WN,94.8,196.47
2012,2,30194,32070,DAL,MDT,1224,0.55,143.57,DL,80,141.93,DL,80,141.93
2012,2,30194,30977,DAL,MDW,793,391.1,211.65,WN,99.9,211.67,WN,99.9,211.67
2012,2,30194,33244,DAL,MEM,423,12.31,371.66,DL,98.2,370.23,DL,98.2,370.23
2012,2,30194,33256,DAL,MFE,467,5.49,169.9,UA,100,169.9,UA,100,169.9
2012,2,30194,33264,DAL,MFR,1563,0.44,400.24,UA,75,436.98,UA,75,436.98
2012,2,30194,30721,DAL,MHT,1545,13.52,288.54,WN,100,288.54,WN,100,288.54
2012,2,30194,32467,DAL,MIA,1110,4.95,196.18,UA,82.2,198.47,UA,82.2,198.47
2012,2,30194,33342,DAL,MKE,850,61.43,193.04,WN,90.7,192.33,WN,90.7,192.33
2012,2,30194,33360,DAL,MLB,1019,0.22,163.99,DL,100,163.99,DL,100,163.99
2012,2,30194,33367,DAL,MLI,688,0.55,239.01,UA,60,316.98,UA,60,316.98
2012,2,30194,33377,DAL,MLU,281,0.11,241.01,UA,100,241.01,UA,100,241.01
2012,2,30194,30562,DAL,MOB,528,2.09,259.48,UA,89.5,256.45,UA,89.5,256.45
2012,2,30194,33304,DAL,MOT,1088,1.54,372.96,DL,57.1,289.84,DL,57.1,289.84
2012,2,30194,33486,DAL,MSO,1329,1.1,314.49,UA,90,323.81,UA,90,323.81
2012,2,30194,31650,DAL,MSP,853,76.92,212.69,WN,92.9,211.36,WN,92.9,211.36
2012,2,30194,33495,DAL,MSY,436,775.93,167.95,WN,99.1,167.97,WN,99.1,167.97
2012,2,30194,33502,DAL,MTJ,733,2.09,230.72,UA,89.5,230.77,UA,89.5,230.77
2012,2,30194,31135,DAL,MYR,1038,0.22,183.96,DL,100,183.96,DL,100,183.96
2012,2,30194,33795,DAL,OAJ,1113,0.22,193.99,DL,100,193.99,DL,100,193.99
2012,2,30194,32457,DAL,OAK,1468,102.75,235.92,WN,97.4,234.81,WN,97.4,234.81
2012,2,30194,33851,DAL,OKC,181,139.56,156.1,WN,100,156.1,WN,100,156.1
2012,2,30194,33316,DAL,OMA,585,25.38,241.82,WN,87.5,249.51,WN,87.5,249.51
2012,2,30194,32575,DAL,ONT,1200,45.49,247.81,WN,86.2,254.62,UA,12.3,208.64
2012,2,30194,30977,DAL,ORD,798,9.45,197.81,DL,80.2,154.12,DL,80.2,154.12
2012,2,30194,33667,DAL,ORF,1203,10.55,292.03,WN,89.6,297.26,WN,89.6,297.26
2012,2,30194,34027,DAL,PBI,1091,3.41,312.2,WN,71,335.21,UA,29,255.94
2012,2,30194,34057,DAL,PDX,1626,56.59,246.22,WN,90.1,251.28,WN,90.1,251.28
2012,2,30194,33667,DAL,PHF,1190,0.44,356,DL,75,345.14,DL,75,345.14
2012,2,30194,34100,DAL,PHL,1295,63.08,243.21,WN,90.6,245.14,WN,90.6,245.14
2012,2,30194,30466,DAL,PHX,879,277.8,220.7,WN,98.2,220.82,WN,98.2,220.82
2012,2,30194,34108,DAL,PIA,669,0.55,127.91,UA,40,141.37,UA,40,141.37
2012,2,30194,30198,DAL,PIT,1060,24.62,246.39,WN,57.6,286.26,UA,23.7,164.73
2012,2,30194,33728,DAL,PNS,592,2.31,239.42,UA,85.7,242.78,DL,14.3,219.25
2012,2,30194,34252,DAL,PSC,1498,0.88,258.09,UA,100,258.09,UA,100,258.09
2012,2,30194,34262,DAL,PSP,1137,0.99,264.04,UA,77.8,293.57,UA,77.8,293.57
2012,2,30194,30721,DAL,PVD,1521,15.71,287.32,WN,97.9,289.69,WN,97.9,289.69
2012,2,30194,34321,DAL,PWM,1615,0.11,537.97,,0,0,,0,9999
2012,2,30194,34457,DAL,RAP,842,2.09,216.31,UA,89.5,208.01,UA,89.5,208.01
