Year,Quarter,tbl,large_ms,fare_lg,lf_ms,fare_low,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,carrier_low
2009,1,Table 1a,100,291.59,100,291.59,30135,31453,ABE,HOU,1351,1.111111111,291.59,DL,DL
2009,1,Table 1a,38.57,263.29,10,222.28,30135,31453,ABE,IAH,1339,15.55555556,261.4822857,US,UA
2009,1,Table 1a,88.89,310.26,88.89,310.26,30135,30977,ABE,MDW,646,1,350.1144444,NW,NW
2009,1,Table 1a,83.85,243.29,12.04,198.92,30135,30977,ABE,ORD,654,75.66666667,237.9828928,UA,US
2009,1,Table 1a,100,106.46,100,106.46,30135,33195,ABE,PIE,971,76.77777778,106.4629088,G4,G4
2009,1,Table 1a,67.13,156.94,13.37,146.39,30135,33195,ABE,TPA,963,39.88888889,155.6506964,US,UA
2009,1,Table 1a,97.67,207,97.67,207,30136,31453,ABI,HOU,323,4.777777778,204.1148837,AA,AA
2009,1,Table 1a,97.06,162.08,97.06,162.08,30136,31453,ABI,IAH,307,15.11111111,164.1051471,AA,AA
2009,1,Table 1a,65.82,261.46,65.82,261.46,30140,90012,ABQ,DCA,1650,174.8888889,264.172986,AA,AA
2009,1,Table 1a,45.89,212.53,26.32,196.79,30140,31703,ABQ,EWR,1805,98.77777778,210.5944994,CO,AA
2009,1,Table 1a,97.99,165.07,97.99,165.07,30140,31453,ABQ,HOU,759,205,165.6943902,WN,WN
2009,1,Table 1a,75.58,290.07,75.58,290.07,30140,90012,ABQ,IAD,1628,164.2222222,276.1374966,UA,UA
2009,1,Table 1a,92.23,164.98,92.23,164.98,30140,31453,ABQ,IAH,744,174.5555556,167.5834882,CO,CO
2009,1,Table 1a,25.73,164.34,19.5,132.83,30140,31703,ABQ,JFK,1825,26.77777778,170.6057261,DL,NW
2009,1,Table 1a,50.17,178.13,10.22,155.68,30140,31703,ABQ,LGA,1821,198.8888889,176.4044805,AA,CO
2009,1,Table 1a,95.51,151.39,95.51,151.39,30140,30977,ABQ,MDW,1121,146,151.5092999,WN,WN
2009,1,Table 1a,67.3,152.96,67.3,152.96,30140,30977,ABQ,ORD,1118,145.4444444,163.3963407,AA,AA
2009,1,Table 1a,34.41,204.73,34.41,204.73,30140,33667,ABQ,ORF,1702,31,276.630681,WN,WN
2009,1,Table 1a,77.14,443.81,77.14,443.81,30140,33667,ABQ,PHF,1684,3.888888889,412.904,DL,DL
2009,1,Table 1a,60.05,154.74,60.05,154.74,30140,33195,ABQ,TPA,1497,127.6666667,160.0705744,WN,WN
2009,1,Table 1a,98.86,311.28,98.86,311.28,30146,90012,ABY,DCA,647,9.777777778,309.5067046,DL,DL
2009,1,Table 1a,97.5,281.82,97.5,281.82,30146,31703,ABY,EWR,844,4.444444444,283.269,DL,DL
2009,1,Table 1a,93.94,247.14,93.94,247.14,30146,90012,ABY,IAD,637,3.666666667,249.7075758,DL,DL
2009,1,Table 1a,100,273.21,100,273.21,30146,31703,ABY,JFK,856,1.222222222,273.2072727,DL,DL
2009,1,Table 1a,100,211.67,100,211.67,30146,31703,ABY,LGA,859,4.555555556,211.67,DL,DL
2009,1,Table 1a,100,103.69,100,103.69,30158,33195,ACY,TPA,914,193.7777778,103.6915424,NK,NK
2009,1,Table 1a,39.51,373.46,26.54,309.31,30185,90012,AEX,DCA,1018,18,378.5068519,DL,CO
2009,1,Table 1a,50,309.94,13.64,200.31,30185,31703,AEX,EWR,1211,9.777777778,272.57875,CO,DL
2009,1,Table 1a,46.88,340.83,46.88,340.83,30185,90012,AEX,IAD,1001,3.555555556,395.0990625,DL,DL
2009,1,Table 1a,100,275.82,100,275.82,30185,31453,AEX,IAH,190,10,275.8246667,CO,CO
2009,1,Table 1a,72.73,317.21,18.18,129.47,30185,31703,AEX,JFK,1228,1.222222222,263.2772727,DL,NW
2009,1,Table 1a,31.34,277,26.87,225.68,30185,31703,AEX,LGA,1228,7.444444444,248.7326866,DL,NW
2009,1,Table 1a,40,180.9,40,180.9,30185,33195,AEX,TPA,645,12.77777778,190.2672174,CO,CO
2009,1,Table 1a,58.48,215.04,58.48,215.04,30208,90012,AGS,DCA,468,30.77777778,220.8898195,DL,DL
2009,1,Table 1a,52.29,233.42,36.7,228.53,30208,31703,AGS,EWR,663,12.11111111,234.9877064,DL,US
2009,1,Table 1a,98.04,200.93,98.04,200.93,30208,31453,AGS,HOU,826,5.666666667,200.7501961,DL,DL
2009,1,Table 1a,62.83,240.82,34.51,217,30208,90012,AGS,IAD,459,12.55555556,238.3602655,DL,US
2009,1,Table 1a,63.06,275.31,31.53,267.52,30208,31453,AGS,IAH,821,12.33333333,277.3597297,DL,US
2009,1,Table 1a,58.49,206.62,35.85,196.33,30208,31703,AGS,JFK,675,5.888888889,199.6307547,DL,US
2009,1,Table 1a,60.4,192.83,60.4,192.83,30208,31703,AGS,LGA,678,22.44444444,213.7685149,DL,DL
2009,1,Table 1a,97.5,176.19,97.5,176.19,30208,30977,AGS,MDW,661,4.444444444,174.338,DL,DL
2009,1,Table 1a,36.2,195.87,36.2,195.87,30208,30977,AGS,ORD,677,24.55555556,206.4762443,US,US
2009,1,Table 1a,56.76,237.16,41.22,178.16,30208,33195,AGS,TPA,373,16.44444444,211.8646622,DL,US
2009,1,Table 1a,94.45,281.43,94.45,281.43,30257,90012,ALB,DCA,318,72.11111111,279.1637288,US,US
2009,1,Table 1a,100,256.13,100,256.13,30257,31703,ALB,EWR,143,6,256.1305556,CO,CO
2009,1,Table 1a,98.04,229.24,98.04,229.24,30257,31453,ALB,HOU,1495,28.33333333,229.0073333,WN,WN
2009,1,Table 1a,93.43,278.01,93.43,278.01,30257,90012,ALB,IAD,325,30.44444444,277.9642701,UA,UA
2009,1,Table 1a,43.47,243.06,10.2,202.75,30257,31453,ALB,IAH,1481,54.44444444,237.7832449,CO,DL
2009,1,Table 1a,99.18,124.91,99.18,124.91,30257,31703,ALB,JFK,145,13.55555556,124.5414754,DL,DL
2009,1,Table 1a,100,131.65,100,131.65,30257,31703,ALB,LGA,136,0.666666667,131.6516667,US,US
2009,1,Table 1a,98.37,154,98.37,154,30257,30977,ALB,MDW,717,81.55555556,154.9188011,WN,WN
2009,1,Table 1a,85.16,198.12,85.16,198.12,30257,30977,ALB,ORD,723,119.7777778,197.537987,UA,UA
2009,1,Table 1a,61.73,151.2,61.73,151.2,30257,33667,ALB,ORF,423,30.77777778,155.7328881,WN,WN
2009,1,Table 1a,100,153.68,100,153.68,30257,33667,ALB,PHF,413,3.888888889,153.68,US,US
2009,1,Table 1a,66.61,152.39,66.61,152.39,30257,33195,ALB,TPA,1130,404.6666667,152.033369,WN,WN
