tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200601,2200,23210,ABE,DAL,1300,0.22,157.5,CO,50,162,CO,50,162
Table 1a,200601,2200,23210,ABE,DFW,1308,29.77,326.96,US,33.95,324.03,DL,22.76,239.65
Table 1a,200601,2200,37320,ABE,HOU,1351,0.88,273.5,DL,87.5,287.14,DL,87.5,287.14
Table 1a,200601,2200,37320,ABE,IAH,1339,21.66,316.73,US,41.53,361.71,DL,10.76,223.52
Table 1a,200601,2200,18500,ABE,MDW,646,3.11,223.5,NW,50,203.85,UA,10.71,109
Table 1a,200601,2200,18500,ABE,ORD,654,81,234.94,UA,85.87,234.53,NW,2.05,141.33
Table 1a,200601,2200,87870,ABE,TPA,963,44.33,151.42,US,67.16,157.58,DL,16.79,141.29
Table 1a,200601,300,23210,ABI,DFW,158,24.33,90.63,AA,100,90.63,AA,100,90.63
Table 1a,200601,1680,23210,ABQ,DAL,580,477.22,135.42,WN,99.48,135.39,WN,99.48,135.39
Table 1a,200601,1680,96460,ABQ,DCA,1650,271.22,221.74,AA,47.6,221.9,AA,47.6,221.9
Table 1a,200601,1680,23210,ABQ,DFW,569,272.66,139.83,AA,97.71,139.42,AA,97.71,139.42
Table 1a,200601,1680,63760,ABQ,EWR,1805,80.66,272.61,CO,28.37,317.53,DL,17.21,241.4
Table 1a,200601,1680,37320,ABQ,HOU,759,197.33,160.47,WN,98.02,160.63,AA,1.68,151.76
Table 1a,200601,1680,96460,ABQ,IAD,1628,119.88,217.89,UA,48,249.75,AA,20.85,170.2
Table 1a,200601,1680,37320,ABQ,IAH,744,224.33,160.52,CO,93.56,160.59,AA,4.35,142.94
Table 1a,200601,1680,63760,ABQ,JFK,1825,35,186.36,AA,46.34,178.05,DL,27.3,170.38
Table 1a,200601,1680,63760,ABQ,LGA,1821,203.55,190.43,AA,39.68,196.07,DL,18.94,167.53
Table 1a,200601,1680,18500,ABQ,MDW,1121,114.88,171.7,WN,85.39,174.06,AA,3.48,141.66
Table 1a,200601,1680,18500,ABQ,ORD,1118,208.77,177.02,AA,66.57,162.25,AA,66.57,162.25
Table 1a,200601,1680,87870,ABQ,TPA,1497,163.55,149.25,WN,66.1,133.99,WN,66.1,133.99
