tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200502,2200,20570,ABE,CMH,395,22.3,240.74,US,53.69,240.65,NW,20.19,233.97
Table 1a,200502,2200,23210,ABE,DFW,1308,29.23,278.87,US,31.95,272.63,NW,12.78,237.52
Table 1a,200502,2200,37320,ABE,HOU,1351,2.08,283.63,DL,84.21,267.75,DL,84.21,267.75
Table 1a,200502,2200,37320,ABE,IAH,1339,24.83,267.04,US,24.33,272.96,NW,18.58,194.97
Table 1a,200502,2200,18500,ABE,MDW,646,3.51,235.46,NW,50,261.62,CO,40.62,217
Table 1a,200502,2200,18500,ABE,ORD,654,81.53,231.94,UA,78.03,252.44,US,13.74,111.12
Table 1a,200502,2200,87870,ABE,TPA,963,40.54,162.81,US,44.71,158.61,US,44.71,158.61
Table 1a,200502,300,96460,ABI,DCA,1345,6.59,262.21,AA,91.66,248.63,AA,91.66,248.63
Table 1a,200502,300,23210,ABI,DFW,158,27.69,116.19,AA,99.6,116.2,AA,99.6,116.2
Table 1a,200502,300,96460,ABI,IAD,1325,3.62,228.6,AA,93.93,221.38,AA,93.93,221.38
Table 1a,200502,300,18500,ABI,MDW,921,2.41,179.81,AA,100,179.81,AA,100,179.81
Table 1a,200502,300,18500,ABI,ORD,924,9.01,214.12,AA,87.8,208.01,AA,87.8,208.01
Table 1a,200502,1680,20570,ABQ,CMH,1343,79.34,170.31,AA,22.99,165.13,CO,19.25,147.35
Table 1a,200502,1680,23210,ABQ,DAL,580,522.52,126.36,WN,99.66,126.33,WN,99.66,126.33
Table 1a,200502,1680,96460,ABQ,DCA,1650,335.93,204.01,AA,52.4,192.9,AA,52.4,192.9
Table 1a,200502,1680,23210,ABQ,DFW,569,258.13,134.05,AA,96.89,132.58,AA,96.89,132.58
Table 1a,200502,1680,63760,ABQ,EWR,1805,141.53,236.43,AA,27.4,226.21,UA,14.82,212.59
Table 1a,200502,1680,37320,ABQ,HOU,759,188.57,170.12,WN,95.16,172.18,AA,4.02,130.4
Table 1a,200502,1680,96460,ABQ,IAD,1628,172.3,220.47,AA,34.75,188.42,AA,34.75,188.42
Table 1a,200502,1680,37320,ABQ,IAH,744,223.29,167.54,CO,91.33,171.38,AA,4.47,100.7
Table 1a,200502,1680,63760,ABQ,JFK,1825,54.17,191.94,AA,55.37,179.42,AA,55.37,179.42
Table 1a,200502,1680,63760,ABQ,LGA,1821,265.71,195.27,AA,39.41,197.09,CO,14.01,190.08
Table 1a,200502,1680,18500,ABQ,MDW,1121,138.02,169.3,WN,78.42,176.35,F9,11.22,147.8
Table 1a,200502,1680,18500,ABQ,ORD,1118,263.84,174.11,AA,79.09,169.61,AA,79.09,169.61
Table 1a,200502,1680,87870,ABQ,TPA,1497,151.86,160.13,WN,52.02,153.57,WN,52.02,153.57
Table 1a,200502,1540,96460,ABY,DCA,647,9.34,290.15,DL,95.29,292.45,DL,95.29,292.45
Table 1a,200502,1540,63760,ABY,EWR,844,5.6,267.84,DL,98.03,270.94,DL,98.03,270.94
Table 1a,200502,1540,96460,ABY,IAD,637,3.29,275.96,DL,100,275.96,DL,100,275.96
Table 1a,200502,1540,63760,ABY,JFK,856,1.64,206.2,DL,93.33,210.28,DL,93.33,210.28
Table 1a,200502,1540,63760,ABY,LGA,859,6.04,185.3,DL,98.18,185.88,DL,98.18,185.88
Table 1a,200502,62400,96460,ACK,DCA,405,9.45,228.91,US,53.48,237.93,US,53.48,237.93
Table 1a,200502,62400,63760,ACK,EWR,218,6.7,304.39,CO,75.4,290.91,CO,75.4,290.91
Table 1a,200502,62400,96460,ACK,IAD,423,1.75,228.25,US,6.25,435,,,
Table 1a,200502,62400,63760,ACK,JFK,199,0.21,172.5,,,,,,
Table 1a,200502,62400,63760,ACK,LGA,202,31.31,317.1,US,85.61,327.56,US,85.61,327.56
Table 1a,200502,95810,96460,ACT,DCA,1243,11.09,326.29,AA,84.15,327.56,AA,84.15,327.56
Table 1a,200502,95810,96460,ACT,IAD,1223,3.51,249.78,AA,87.5,256.35,CO,12.5,203.75
Table 1a,200502,5870,87870,ACY,TPA,914,238.68,119.1,NK,98.48,118.58,DL,1.42,151.06
Table 1a,200502,1910,23210,AEX,DAL,273,2.85,197.92,CO,76.92,214.05,NW,23.07,144.16
Table 1a,200502,1910,96460,AEX,DCA,1018,14.5,264.49,DL,52.27,285.95,NW,18.93,204.36
Table 1a,200502,1910,23210,AEX,DFW,285,8.68,278.44,CO,86.07,279.27,CO,86.07,279.27
Table 1a,200502,1910,63760,AEX,EWR,1211,7.69,248.28,CO,42.85,265.13,DL,37.14,198.88
Table 1a,200502,1910,96460,AEX,IAD,1001,6.26,277.63,DL,54.38,305.45,CO,35.08,270.05
Table 1a,200502,1910,37320,AEX,IAH,190,20.98,208.56,CO,100,208.56,CO,100,208.56
Table 1a,200502,1910,63760,AEX,JFK,1228,0.76,208.42,DL,57.14,191,DL,57.14,191
Table 1a,200502,1910,63760,AEX,LGA,1228,10,256.21,DL,36.26,270.48,NW,27.47,226.48
Table 1a,200502,1910,18500,AEX,MDW,769,3.07,223.53,NW,75,201.8,NW,75,201.8
Table 1a,200502,1910,18500,AEX,ORD,778,15.16,238.76,NW,36.95,244.17,DL,22.46,223.64
Table 1a,200502,5980,96460,AGS,DCA,468,26.92,223.39,DL,63.26,227.18,US,34.28,216.14
Table 1a,200502,5980,23210,AGS,DFW,874,26.59,288.35,DL,72.31,308.56,US,24.79,233.3
Table 1a,200502,5980,63760,AGS,EWR,663,27.36,223.6,DL,48.59,225.41,US,43.37,210.1
Table 1a,200502,5980,37320,AGS,HOU,826,3.51,230.46,DL,100,230.46,DL,100,230.46
Table 1a,200502,5980,96460,AGS,IAD,459,8.68,280.46,DL,46.83,291.64,US,43.03,264.76
Table 1a,200502,5980,37320,AGS,IAH,821,15.38,271.42,DL,46.42,292.73,US,34.28,197.7
Table 1a,200502,5980,63760,AGS,JFK,675,1.64,182.13,DL,93.33,181.92,DL,93.33,181.92
Table 1a,200502,5980,63760,AGS,LGA,678,31.31,251.35,US,54.73,274.48,DL,40,225.01
Table 1a,200502,5980,18500,AGS,MDW,661,3.73,226.61,DL,100,226.61,DL,100,226.61
Table 1a,200502,5980,18500,AGS,ORD,677,29.34,243.15,DL,66.29,233.24,DL,66.29,233.24
Table 1a,200502,5980,87870,AGS,TPA,373,16.59,213.94,DL,69.53,225.39,US,27.15,190.73
Table 1a,200502,1580,20570,ALB,CMH,508,69.67,141.84,WN,23.5,127.65,NW,21.6,126.57
Table 1a,200502,1580,23210,ALB,DAL,1427,0.54,359,WN,100,359,WN,100,359
Table 1a,200502,1580,96460,ALB,DCA,318,119.89,156.32,US,98.44,155.5,US,98.44,155.5
Table 1a,200502,1580,23210,ALB,DFW,1435,89.56,267,US,25.03,225.52,CO,11.16,212.15
Table 1a,200502,1580,63760,ALB,EWR,143,27.14,215.64,CO,99.19,215.73,CO,99.19,215.73
Table 1a,200502,1580,37320,ALB,HOU,1495,29.45,214.76,WN,79.1,205.54,WN,79.1,205.54
Table 1a,200502,1580,96460,ALB,IAD,325,336.26,96.99,DH,77.32,87.68,DH,77.32,87.68
Table 1a,200502,1580,37320,ALB,IAH,1482,71.97,235.92,CO,36.03,238.8,US,23.66,205.54
Table 1a,200502,1580,63760,ALB,LGA,136,14.17,241.05,US,100,241.05,US,100,241.05
Table 1a,200502,1580,18500,ALB,MDW,717,44.5,160.64,WN,82.96,158.96,NW,12.59,153.27
Table 1a,200502,1580,18500,ALB,ORD,723,264.06,169.74,UA,65.95,165.14,UA,65.95,165.14
Table 1a,200502,1580,87870,ALB,TPA,1130,301.86,128.74,WN,29.66,129.4,DL,24.06,112.11
Table 1a,200502,2780,23210,AMA,DAL,324,565.82,73.81,WN,99.53,73.71,WN,99.53,73.71
Table 1a,200502,2780,96460,AMA,DCA,1383,23.29,271.19,AA,66.5,274.78,CO,25,264.33
Table 1a,200502,2780,23210,AMA,DFW,313,121.42,104.97,AA,96.65,104.96,AA,96.65,104.96
Table 1a,200502,2780,63760,AMA,EWR,1544,9.67,296.14,AA,50,251.52,AA,50,251.52
Table 1a,200502,2780,37320,AMA,HOU,538,150.65,125.38,WN,97.66,125.08,AA,1.75,139.83
Table 1a,200502,2780,96460,AMA,IAD,1361,5.27,285.7,AA,64.58,291.48,AA,64.58,291.48
Table 1a,200502,2780,37320,AMA,IAH,519,120.98,129.55,CO,93.36,128.39,AA,4.17,158.67
Table 1a,200502,2780,63760,AMA,JFK,1564,3.4,234,AA,77.41,223.7,CO,12.9,211.5
Table 1a,200502,2780,63760,AMA,LGA,1560,20.32,253.07,AA,69.18,253.01,AA,69.18,253.01
Table 1a,200502,2780,18500,AMA,MDW,880,6.92,217.47,WN,60.31,209.28,WN,60.31,209.28
Table 1a,200502,2780,18500,AMA,ORD,879,17.58,255.16,AA,69.37,257.27,CO,23.12,217.59
Table 1a,200502,2780,87870,AMA,TPA,1234,16.7,191.46,WN,36.84,160.35,WN,36.84,160.35
Table 1a,200502,5540,96460,ASE,DCA,1598,4.72,341.76,UA,76.74,310.42,NW,6.97,652.33
Table 1a,200502,5540,23210,ASE,DFW,701,16.92,265.79,UA,96.1,266.57,UA,96.1,266.57
Table 1a,200502,5540,63760,ASE,EWR,1729,11.42,350,UA,91.34,339.86,UA,91.34,339.86
Table 1a,200502,5540,96460,ASE,IAD,1574,12.74,380.94,UA,94.82,375.4,NW,1.72,259
Table 1a,200502,5540,37320,ASE,IAH,914,13.62,308.79,UA,91.12,296.43,UA,91.12,296.43
Table 1a,200502,5540,63760,ASE,JFK,1750,0.43,254,HP,50,290.5,NW,50,217.5
Table 1a,200502,5540,63760,ASE,LGA,1744,43.29,360.68,UA,93.14,362.97,UA,93.14,362.97
Table 1a,200502,5540,18500,ASE,MDW,1020,3.07,225.75,UA,96.42,229.59,UA,96.42,229.59
Table 1a,200502,5540,18500,ASE,ORD,1013,18.24,316.38,UA,96.98,318.34,NW,1.8,306.33
Table 1a,200502,5850,20570,ATL,CMH,446,463.07,197.73,DL,79.47,211.52,AA,1.7,161.63
Table 1a,200502,5850,23210,ATL,DAL,721,5.49,203.14,CO,80,205,CO,80,205
Table 1a,200502,5850,96460,ATL,DCA,547,2281.09,139.84,DL,67.78,155.96,US,11.7,97.32
Table 1a,200502,5850,23210,ATL,DFW,732,2630.32,161.35,DL,46.69,161.77,FL,12.99,142.59
Table 1a,200502,5850,63760,ATL,EWR,745,2976.7,149.81,DL,45.23,159.44,FL,16.45,125.9
Table 1a,200502,5850,37320,ATL,HOU,696,635.27,150.22,FL,52.18,142.03,FL,52.18,142.03
Table 1a,200502,5850,96460,ATL,IAD,533,1793.18,117.42,DL,46.16,129.8,FL,23.37,100.06
Table 1a,200502,5850,37320,ATL,IAH,689,906.59,176.36,CO,55.68,173.6,CO,55.68,173.6
Table 1a,200502,5850,63760,ATL,JFK,760,389.67,169.34,DL,86.83,169.76,DH,3.63,148.62
Table 1a,200502,5850,63760,ATL,LGA,761,4050.76,160.69,DL,65.1,173.98,FL,25.09,131.92
Table 1a,200502,5850,18500,ATL,MDW,590,939.78,130.52,FL,73.35,127.01,FL,73.35,127.01
Table 1a,200502,5850,18500,ATL,ORD,606,2278.02,163.73,DL,48.09,167.81,AA,25.9,151.59
Table 1a,200502,5850,87870,ATL,TPA,406,1506.81,156.08,DL,69.26,166.37,FL,28.84,129.71
Table 1a,200502,4350,20570,ATW,CMH,413,15.93,155.88,UA,48.96,132.78,UA,48.96,132.78
Table 1a,200502,4350,96460,ATW,DCA,702,26.7,158.35,YX,37.44,147.3,YX,37.44,147.3
Table 1a,200502,4350,23210,ATW,DFW,908,38.46,212.44,YX,46,188.7,YX,46,188.7
Table 1a,200502,4350,63760,ATW,EWR,772,22.96,193.01,NW,37.32,192.93,YX,28.22,168.45
Table 1a,200502,4350,37320,ATW,HOU,1074,1.75,211.5,DL,68.75,216.81,NW,25,187.5
Table 1a,200502,4350,96460,ATW,IAD,680,10.1,170.82,NW,42.39,147.84,NW,42.39,147.84
Table 1a,200502,4350,37320,ATW,IAH,1053,19.23,233.36,NW,39.42,222.56,NW,39.42,222.56
Table 1a,200502,4350,63760,ATW,JFK,793,1.31,174.25,NW,33.33,139.75,NW,33.33,139.75
Table 1a,200502,4350,63760,ATW,LGA,784,35.05,187.8,YX,37.3,175.65,YX,37.3,175.65
Table 1a,200502,4350,18500,ATW,ORD,160,30.32,178.59,UA,99.63,178.12,UA,99.63,178.12
Table 1a,200502,4350,87870,ATW,TPA,1171,27.91,153.12,DL,29.13,154.44,NW,28.74,139.1
Table 1a,200502,6100,20570,AUS,CMH,1074,92.41,207.81,AA,39.47,203.71,AA,39.47,203.71
Table 1a,200502,6100,23210,AUS,DAL,189,1210,91.83,WN,99.85,91.79,WN,99.85,91.79
Table 1a,200502,6100,96460,AUS,DCA,1316,256.81,217.65,AA,46.34,227.06,DL,22.93,174.39
Table 1a,200502,6100,23210,AUS,DFW,190,301.97,110.06,AA,99.12,109.89,AA,99.12,109.89
Table 1a,200502,6100,63760,AUS,EWR,1504,316.04,294.72,CO,69.78,316.88,AA,16.44,256.97
Table 1a,200502,6100,37320,AUS,HOU,148,444.83,90.72,WN,98.39,90.8,AA,1.58,85.87
Table 1a,200502,6100,96460,AUS,IAD,1297,196.26,236.15,UA,61.75,244.87,AA,17.63,235.78
Table 1a,200502,6100,37320,AUS,IAH,140,175.82,90.14,CO,99.93,90.15,CO,99.93,90.15
Table 1a,200502,6100,63760,AUS,JFK,1522,31.75,248.1,AA,45.32,249.29,CO,10.38,180.43
Table 1a,200502,6100,63760,AUS,LGA,1520,346.7,248.73,AA,56.73,259.76,DL,11.69,210.33
Table 1a,200502,6100,18500,AUS,MDW,972,88.9,154.85,WN,79.72,151.75,AA,6.3,164.45
Table 1a,200502,6100,18500,AUS,ORD,978,584.39,175.45,AA,89.18,172.89,AA,89.18,172.89
Table 1a,200502,6100,87870,AUS,TPA,928,197.47,170.74,WN,52.42,160.45,WN,52.42,160.45
Table 1a,200502,5420,23210,AVL,DAL,838,0.1,190,,,,,,
Table 1a,200502,5420,96460,AVL,DCA,384,41.64,161.42,US,84.69,160.39,US,84.69,160.39
Table 1a,200502,5420,23210,AVL,DFW,848,24.72,249.22,DL,66.22,249.53,US,24.44,225
Table 1a,200502,5420,63760,AVL,EWR,583,93.62,174.18,CO,73.82,170.19,CO,73.82,170.19
Table 1a,200502,5420,37320,AVL,HOU,843,4.94,177.84,DL,97.77,177.59,DL,97.77,177.59
Table 1a,200502,5420,96460,AVL,IAD,370,13.29,175.97,US,80.99,163.81,CO,1.65,234.5
Table 1a,200502,5420,37320,AVL,IAH,834,33.95,211.31,CO,66.01,201.95,CO,66.01,201.95
Table 1a,200502,5420,63760,AVL,JFK,597,2.52,200.13,DL,95.65,203.18,DL,95.65,203.18
Table 1a,200502,5420,63760,AVL,LGA,599,34.39,217.73,US,68.05,214.53,US,68.05,214.53
Table 1a,200502,5420,18500,AVL,MDW,521,4.83,217.7,DL,63.63,190.64,DL,63.63,190.64
Table 1a,200502,5420,18500,AVL,ORD,536,32.52,200.23,DL,38.85,203.45,NW,12.16,186.63
Table 1a,200502,5420,87870,AVL,TPA,514,67.14,149.56,DL,59.9,143.73,DL,59.9,143.73
Table 1a,200502,82600,87870,AVP,TPA,999,45.16,147.49,US,58.88,143.28,US,58.88,143.28
Table 1a,200502,41900,96460,AZO,DCA,505,47.91,141.44,NW,75,139.94,NW,75,139.94
Table 1a,200502,41900,63760,AZO,EWR,600,29.56,244.86,NW,52.78,274.11,UA,23.79,154.67
Table 1a,200502,41900,96460,AZO,IAD,482,16.04,144.97,NW,58.21,126.55,NW,58.21,126.55
Table 1a,200502,41900,63760,AZO,JFK,621,3.18,178.65,NW,68.96,174.7,NW,68.96,174.7
Table 1a,200502,41900,63760,AZO,LGA,614,39.89,190.85,NW,60.33,199.21,UA,12.94,158.78
Table 1a,200502,41900,87870,AZO,TPA,998,30.43,177.78,NW,53.42,189.54,DL,22.02,167.4
Table 1a,200502,35510,96460,BDL,DCA,313,342.63,147.09,US,98.58,146.82,US,98.58,146.82
Table 1a,200502,35510,63760,BDL,EWR,116,29.45,227.24,CO,99.62,226.82,CO,99.62,226.82
Table 1a,200502,35510,37320,BDL,HOU,1519,66.15,207.69,WN,76.74,204.28,WN,76.74,204.28
Table 1a,200502,35510,96460,BDL,IAD,326,479.01,100.4,DH,58.47,88.69,DH,58.47,88.69
Table 1a,200502,35510,37320,BDL,IAH,1507,173.4,224.82,CO,57.47,237.93,US,12.48,165.61
Table 1a,200502,35510,63760,BDL,LGA,101,0.21,393,US,100,393,US,100,393
Table 1a,200502,35510,87870,BDL,TPA,1111,1091.64,114.16,DL,56.03,113.35,WN,34.63,106.99
Table 1a,200502,6920,23210,BFL,DAL,1282,0.43,192.25,CO,100,192.25,CO,100,192.25
