tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200503,2200,20570,ABE,CMH,395,16.52,251.54,US,40.78,219.83,US,40.78,219.83
Table 1a,200503,2200,96460,ABE,DCA,151,2.06,303.68,US,94.73,302.5,US,94.73,302.5
Table 1a,200503,2200,23210,ABE,DFW,1308,31.3,316.17,US,29.51,297.34,US,29.51,297.34
Table 1a,200503,2200,37320,ABE,HOU,1351,1.08,453.2,DL,90,456.77,DL,90,456.77
Table 1a,200503,2200,96460,ABE,IAD,160,10.32,266.22,UA,98.94,266.93,UA,98.94,266.93
Table 1a,200503,2200,37320,ABE,IAH,1339,23.04,248.64,UA,34.43,201.6,UA,34.43,201.6
Table 1a,200503,2200,48880,ABE,LAS,2161,41.19,210.59,UA,44.32,210.35,DL,27.44,200.7
Table 1a,200503,2200,18500,ABE,MDW,646,4.02,245.02,CO,45.94,171.47,CO,45.94,171.47
Table 1a,200503,2200,18500,ABE,ORD,654,88.69,254.86,UA,83.08,269.75,CO,2.94,296.58
Table 1a,200503,2200,87870,ABE,TPA,963,35.65,161.32,US,35.67,170.52,CO,12.5,144.19
Table 1a,200503,300,23210,ABI,DFW,158,26.52,111.91,AA,100,111.91,AA,100,111.91
Table 1a,200503,300,48880,ABI,LAS,920,13.47,228.33,AA,91.12,226.22,AA,91.12,226.22
Table 1a,200503,300,18500,ABI,MDW,921,0.21,143.5,AA,100,143.5,AA,100,143.5
Table 1a,200503,300,18500,ABI,ORD,924,11.08,214.98,AA,97.05,216.67,AA,97.05,216.67
Table 1a,200503,1680,20570,ABQ,CMH,1343,94.78,166.72,DL,28.55,168.6,CO,19.15,145.23
Table 1a,200503,1680,23210,ABQ,DAL,580,615,125.38,WN,99.55,125.24,WN,99.55,125.24
Table 1a,200503,1680,96460,ABQ,DCA,1650,305.97,216.51,AA,48.34,201.34,NW,12.32,154
Table 1a,200503,1680,23210,ABQ,DFW,569,312.17,132.27,AA,97.59,130.99,AA,97.59,130.99
Table 1a,200503,1680,63760,ABQ,EWR,1805,192.93,221,CO,42.87,232.64,AA,26.53,202.07
Table 1a,200503,1680,37320,ABQ,HOU,759,212.17,161.79,WN,97.59,162.59,AA,1.89,131.97
Table 1a,200503,1680,96460,ABQ,IAD,1628,145,216.76,AA,38.98,190.69,AA,38.98,190.69
Table 1a,200503,1680,37320,ABQ,IAH,744,239.23,165.55,CO,93.77,166.01,AA,2.86,157.71
Table 1a,200503,1680,63760,ABQ,JFK,1825,55.76,215.57,AA,53.21,193,AA,53.21,193
