tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200201,2200,23210,ABE,DAL,1300,0.22,485,DL,100,485,DL,100,485
Table 1a,200201,2200,23210,ABE,DFW,1308,32.66,315.27,US,52.38,294.33,US,52.38,294.33
Table 1a,200201,2200,37320,ABE,HOU,1351,2,464.88,DL,88.88,469.62,DL,88.88,469.62
Table 1a,200201,2200,37320,ABE,IAH,1339,20.66,362.64,US,52.15,364.63,NW,15.05,322.53
Table 1a,200201,2200,18500,ABE,MDW,646,2.33,356.09,NW,66.66,384.57,CO,28.57,303
Table 1a,200201,2200,18500,ABE,ORD,654,17.11,226.47,US,64.93,211.48,US,64.93,211.48
Table 1a,200201,2200,87870,ABE,PIE,971,11.88,100.65,PN,100,100.65,PN,100,100.65
Table 1a,200201,2200,87870,ABE,TPA,963,78.33,128.77,US,53.33,123.89,US,53.33,123.89
Table 1a,200201,300,23210,ABI,DFW,157,14,186.93,AA,100,186.93,AA,100,186.93
Table 1a,200201,300,37320,ABI,HOU,323,3.44,204.7,AA,100,204.7,AA,100,204.7
Table 1a,200201,300,37320,ABI,IAH,306,6.55,198.59,AA,100,198.59,AA,100,198.59
Table 1a,200201,1680,23210,ABQ,DAL,580,497.22,113.23,WN,99.66,113.27,WN,99.66,113.27
Table 1a,200201,1680,96460,ABQ,DCA,1650,185,220.44,DL,52.73,216.75,CO,11.89,190.69
Table 1a,200201,1680,23210,ABQ,DFW,569,253,115.21,AA,74.57,116.02,DL,21.34,103
Table 1a,200201,1680,37320,ABQ,EFD,767,2.88,149.34,CO,96.15,151.08,CO,96.15,151.08
Table 1a,200201,1680,63760,ABQ,EWR,1805,88.88,266.17,AA,26.75,260.26,NW,10.25,162.17
Table 1a,200201,1680,37320,ABQ,HOU,759,149,145.14,WN,96.27,145.34,AA,2.31,133.38
Table 1a,200201,1680,96460,ABQ,IAD,1628,100.88,227.65,UA,54.18,228.77,UA,54.18,228.77
Table 1a,200201,1680,37320,ABQ,IAH,744,184.88,141.14,CO,89.3,139.36,DL,1.44,118.2
Table 1a,200201,1680,63760,ABQ,JFK,1826,17.55,228.23,AA,52.53,232.74,HP,12.65,173.9
Table 1a,200201,1680,63760,ABQ,LGA,1821,113.77,230.57,AA,36.81,243.49,CO,13.18,203.09
Table 1a,200201,1680,18500,ABQ,MDW,1121,91.55,159.96,WN,84.46,159.47,AA,4.12,148.11
Table 1a,200201,1680,18500,ABQ,ORD,1118,174,159.79,AA,69.92,153.23,AA,69.92,153.23
Table 1a,200201,1680,87870,ABQ,TPA,1497,126.77,133.46,WN,53.37,125.81,WN,53.37,125.81
Table 1a,200201,1540,96460,ABY,DCA,647,7.44,369.43,DL,98.5,368.78,DL,98.5,368.78
Table 1a,200201,1540,63760,ABY,EWR,844,5.33,205.27,DL,100,205.27,DL,100,205.27
Table 1a,200201,1540,96460,ABY,IAD,637,6,191.74,DL,100,191.74,DL,100,191.74
Table 1a,200201,1540,63760,ABY,LGA,859,4.77,178.72,DL,97.67,179.54,DL,97.67,179.54
Table 1a,200201,95810,96460,ACT,DCA,1243,11.11,224.05,AA,97,223.02,AA,97,223.02
Table 1a,200201,95810,96460,ACT,IAD,1223,3.11,223.46,AA,96.42,225.85,AA,96.42,225.85
Table 1a,200201,5870,87870,ACY,TPA,914,235.11,110.48,NK,99.57,110.22,NK,99.57,110.22
Table 1a,200201,1910,96460,AEX,DCA,1018,12.11,253.68,NW,55.04,286.4,DL,12.84,199.42
Table 1a,200201,1910,23210,AEX,DFW,285,16,158.19,DL,98.61,156.7,DL,98.61,156.7
Table 1a,200201,1910,63760,AEX,EWR,1211,3.55,398.78,CO,56.25,378.27,CO,56.25,378.27
Table 1a,200201,1910,96460,AEX,IAD,1001,4.77,212.3,CO,53.48,214.91,DL,23.25,195.5
Table 1a,200201,1910,63760,AEX,JFK,1228,0.33,651.66,DL,66.66,840.5,DL,66.66,840.5
Table 1a,200201,1910,63760,AEX,LGA,1228,8.22,200.04,NW,58.1,137.95,NW,58.1,137.95
Table 1a,200201,1910,87870,AEX,TPA,644,10.11,138.47,NW,47.25,113.62,NW,47.25,113.62
Table 1a,200201,5980,23210,AGS,DAL,864,0.77,100.14,DL,85.71,97.66,DL,85.71,97.66
Table 1a,200201,5980,96460,AGS,DCA,468,21.77,228.9,DL,60.71,241.68,US,37.24,205.35
Table 1a,200201,5980,23210,AGS,DFW,874,18.88,219.61,DL,91.76,214.46,DL,91.76,214.46
Table 1a,200201,5980,63760,AGS,EWR,663,19.11,196.94,DL,75.58,190.23,DL,75.58,190.23
Table 1a,200201,5980,37320,AGS,HOU,826,6.22,168.32,DL,96.42,170.5,DL,96.42,170.5
Table 1a,200201,5980,96460,AGS,IAD,459,10.66,211.59,DL,92.7,205.12,DL,92.7,205.12
Table 1a,200201,5980,37320,AGS,IAH,821,8.77,190.39,DL,88.6,181.31,DL,88.6,181.31
Table 1a,200201,5980,63760,AGS,JFK,675,0.33,242.66,DL,100,242.66,DL,100,242.66
Table 1a,200201,5980,63760,AGS,LGA,678,15,199.53,DL,62.22,180.47,DL,62.22,180.47
Table 1a,200201,5980,18500,AGS,MDW,661,0.22,134,DL,100,134,DL,100,134
Table 1a,200201,5980,18500,AGS,ORD,677,15.77,260.36,DL,74.64,272.21,US,22.53,227
Table 1a,200201,5980,87870,AGS,TPA,373,15.77,185.98,DL,92.95,187.59,US,5.63,157
Table 1a,200201,1580,23210,ALB,DAL,1428,0.66,287.33,WN,66.66,337.75,DL,16.66,195
Table 1a,200201,1580,96460,ALB,DCA,317,57.22,177.7,US,95.53,178.74,US,95.53,178.74
Table 1a,200201,1580,23210,ALB,DFW,1435,78.22,207.9,US,32.95,190.16,CO,14.77,136.43
Table 1a,200201,1580,37320,ALB,EFD,1491,0.22,146,CO,100,146,CO,100,146
Table 1a,200201,1580,63760,ALB,EWR,143,17.66,230.08,CO,98.11,230.48,CO,98.11,230.48
Table 1a,200201,1580,37320,ALB,HOU,1495,23.66,192.75,WN,75.11,190.68,WN,75.11,190.68
Table 1a,200201,1580,96460,ALB,IAD,325,3.22,163.55,US,48.27,152,US,48.27,152
