tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200404,2200,23210,ABE,DAL,1300,0.1,282,,,,,,
Table 1a,200404,2200,23210,ABE,DFW,1308,32.39,276.25,DL,31.54,260.05,NW,12.75,243.76
Table 1a,200404,2200,37320,ABE,HOU,1351,2.6,243.04,DL,79.16,233.89,DL,79.16,233.89
Table 1a,200404,2200,37320,ABE,IAH,1339,28.04,220.84,UA,24.03,176.83,UA,24.03,176.83
Table 1a,200404,2200,18500,ABE,MDW,646,3.8,246.91,DL,40,253.28,CO,28.57,181.9
Table 1a,200404,2200,18500,ABE,ORD,654,57.28,206.92,UA,78.74,209.07,US,10.81,176.7
Table 1a,200404,2200,87870,ABE,TPA,963,61.84,153.97,US,42.53,172.92,DL,26.71,139.83
Table 1a,200404,300,23210,ABI,DFW,158,24.02,100.62,AA,100,100.62,AA,100,100.62
Table 1a,200404,300,18500,ABI,MDW,921,1.52,219.28,AA,92.85,214.92,AA,92.85,214.92
Table 1a,200404,300,18500,ABI,ORD,924,8.8,196,AA,83.95,200.05,CO,13.58,168.9
Table 1a,200404,1680,23210,ABQ,DAL,580,542.28,124.68,WN,99.87,124.69,WN,99.87,124.69
Table 1a,200404,1680,96460,ABQ,DCA,1650,263.15,201.63,AA,43.9,203.46,AA,43.9,203.46
Table 1a,200404,1680,23210,ABQ,DFW,569,245.1,132.28,AA,82.26,134.07,DL,14.27,119.71
Table 1a,200404,1680,63760,ABQ,EWR,1805,118.26,239.53,CO,41.63,239.95,UA,11.76,211.51
Table 1a,200404,1680,37320,ABQ,HOU,759,176.95,165.64,WN,97.35,166.18,DL,1.41,152.82
Table 1a,200404,1680,96460,ABQ,IAD,1628,143.15,196.2,UA,28.7,240.52,DL,26.04,173.92
Table 1a,200404,1680,37320,ABQ,IAH,744,223.36,164.55,CO,83.5,166.11,AA,3.4,159.4
Table 1a,200404,1680,63760,ABQ,JFK,1825,48.69,190.56,AA,39.95,181.36,AA,39.95,181.36
Table 1a,200404,1680,63760,ABQ,LGA,1821,215.86,202.8,AA,33.88,212.43,UA,19.03,197.91
Table 1a,200404,1680,18500,ABQ,MDW,1121,122.06,162.94,WN,83.43,163.21,WN,83.43,163.21
Table 1a,200404,1680,18500,ABQ,ORD,1118,304.56,168.78,AA,54.21,167.54,AA,54.21,167.54
Table 1a,200404,1680,87870,ABQ,TPA,1497,147.93,158.52,WN,55.18,147.29,WN,55.18,147.29
Table 1a,200404,1540,96460,ABY,DCA,647,7.82,289.69,DL,95.83,293.81,DL,95.83,293.81
Table 1a,200404,1540,63760,ABY,EWR,844,6.3,200.65,DL,96.55,201.78,DL,96.55,201.78
Table 1a,200404,1540,96460,ABY,IAD,637,3.15,295.75,DL,100,295.75,DL,100,295.75
Table 1a,200404,1540,63760,ABY,JFK,856,0.43,208.75,DL,100,208.75,DL,100,208.75
Table 1a,200404,1540,63760,ABY,LGA,859,8.69,209.88,DL,96.25,207.9,DL,96.25,207.9
Table 1a,200404,62400,63760,ACK,EWR,218,1.3,253.16,,,,,,
Table 1a,200404,62400,63760,ACK,LGA,202,20,294,US,91.3,297.4,US,91.3,297.4
