tbl,Year,quarter,citymarketid_1,citymarketid_2,City1,City2,nsmiles,airportid_1,airportid_2,airport_1,airport_2,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table1a,2014,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11259,ABQ,DAL,394.673913,192.6097494,WN,0.996970532,192.6477072,WN,0.996970532,192.6477072
Table1a,2014,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11298,ABQ,DFW,193.5869565,233.2256036,AA,0.930937675,231.337877,US,0.021336328,305.7552632
Table1a,2014,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11298,ABQ,DFW,193.5869565,233.2256036,AA,0.930937675,231.337877,AA,0.930937675,231.337877
Table1a,2014,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,10140,11298,ABQ,DFW,193.5869565,233.2256036,AA,0.930937675,231.337877,UA,0.03144301,217.8732143
Table1a,2014,4,30140,30466,"Albuquerque, NM","Phoenix, AZ",328,10140,14107,ABQ,PHX,725.4347826,157.9031765,WN,0.824692838,160.6571039,US,0.172160623,144.9933856
Table1a,2014,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,10721,ABQ,BOS,156.7391304,300.0273232,WN,0.380721221,277.1526412,AA,0.26074896,321.8805851
Table1a,2014,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,13296,ABQ,MHT,24.45652174,314.7111111,WN,0.826666667,302.4876344,DL,0.111111111,353.712
Table1a,2014,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",1974,10140,14307,ABQ,PVD,21.41304348,334.1314721,WN,0.76142132,332.5133333,DL,0.177664975,353.6942857
Table1a,2014,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,265.1086957,267.1902829,WN,0.827798278,262.4698861,WN,0.827798278,262.4698861
Table1a,2014,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,265.1086957,267.1902829,WN,0.827798278,262.4698861,UA,0.038130381,305.1311828
Table1a,2014,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,265.1086957,267.1902829,WN,0.827798278,262.4698861,AA,0.068060681,288.8554217
Table1a,2014,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,10821,ABQ,BWI,265.1086957,267.1902829,WN,0.827798278,262.4698861,DL,0.050430504,264.4666667
Table1a,2014,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,11278,ABQ,DCA,178.3695652,304.549482,WN,0.294942108,268.7646694,AA,0.281535649,314.3777056
Table1a,2014,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,10140,12264,ABQ,IAD,73.26086957,315.2308605,UA,0.523738872,309.1711048,AA,0.201780415,344.3352941
Table1a,2014,4,30140,30977,"Albuquerque, NM","Chicago, IL",1121,10140,13232,ABQ,MDW,183.0434783,248.5868765,WN,0.983966746,248.8508751,DL,0.013657957,242.2782609
Table1a,2014,4,30140,30977,"Albuquerque, NM","Chicago, IL",1121,10140,13232,ABQ,MDW,183.0434783,248.5868765,WN,0.983966746,248.8508751,WN,0.983966746,248.8508751
Table1a,2014,4,30140,30977,"Albuquerque, NM","Chicago, IL",1121,10140,13930,ABQ,ORD,141.1956522,288.152271,AA,0.527328714,290.8418978,AA,0.527328714,290.8418978
Table1a,2014,4,30140,31453,"Albuquerque, NM","Houston, TX",759,10140,12191,ABQ,HOU,230.5434783,237.1737388,WN,0.997171146,237.1737116,WN,0.997171146,237.1737116
Table1a,2014,4,30140,31453,"Albuquerque, NM","Houston, TX",759,10140,12266,ABQ,IAH,115.5434783,266.5560677,UA,0.812793979,267.4640046,AA,0.155221072,245.3175758
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,11618,ABQ,EWR,86.63043478,293.7077792,UA,0.372647428,312.9491582,AA,0.238393977,325.6110526
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12197,ABQ,HPN,3.152173913,290.8275862,DL,0.655172414,276.8421053,AA,0.068965517,277
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12391,ABQ,ISP,7.934782609,260.8082192,WN,0.97260274,261.4507042,WN,0.97260274,261.4507042
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12391,ABQ,ISP,7.934782609,260.8082192,WN,0.97260274,261.4507042,US,0.01369863,322
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12478,ABQ,JFK,208.2608696,209.1172234,B6,0.86691023,197.5062613,AA,0.053757829,257.1058252
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12478,ABQ,JFK,208.2608696,209.1172234,B6,0.86691023,197.5062613,B6,0.86691023,197.5062613
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12478,ABQ,JFK,208.2608696,209.1172234,B6,0.86691023,197.5062613,US,0.013048017,248.036
