tbl,Year,quarter,citymarketid_1,citymarketid_2,City1,City2,nsmiles,airportid_1,airportid_2,airport_1,airport_2,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12478,ABQ,JFK,208.2608696,209.1172234,B6,0.86691023,197.5062613,DL,0.051670146,319.2686869
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,12953,ABQ,LGA,149.1304348,259.7686589,AA,0.463556851,263.1053459,AA,0.463556851,263.1053459
Table1a,2014,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,10140,15070,ABQ,SWF,1.52173913,390.2857143,US,0.714285714,428.3,AA,0.071428571,296.5
Table1a,2014,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,13796,ABQ,OAK,394.2391304,209.4071685,WN,0.964157706,208.3832142,DL,0.011304108,238.4268293
Table1a,2014,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,13796,ABQ,OAK,394.2391304,209.4071685,WN,0.964157706,208.3832142,US,0.019299697,237.0685714
Table1a,2014,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,13796,ABQ,OAK,394.2391304,209.4071685,WN,0.964157706,208.3832142,WN,0.964157706,208.3832142
Table1a,2014,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,14771,ABQ,SFO,189.3478261,217.8543054,WN,0.514925373,193.8384615,AA,0.050516648,226.8102273
Table1a,2014,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,10140,14831,ABQ,SJC,90.76086957,247.3308982,WN,0.774850299,241.0921175,AA,0.058682635,269.8244898
Table1a,2014,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,10800,ABQ,BUR,61.95652174,197.5049123,WN,0.814035088,200.1480603,DL,0.015789474,199.4333333
Table1a,2014,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,12892,ABQ,LAX,609.0217391,191.6760664,WN,0.735320364,188.3852913,AA,0.158843477,202.4513483
Table1a,2014,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,12954,ABQ,LGB,10.97826087,192.2683168,US,0.851485149,190.3348837,DL,0.099009901,215.73
Table1a,2014,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,12954,ABQ,LGB,10.97826087,192.2683168,US,0.851485149,190.3348837,US,0.851485149,190.3348837
Table1a,2014,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,13891,ABQ,ONT,75.2173913,192.7802023,WN,0.773121387,191.8771963,DL,0.018786127,218.8615385
Table1a,2014,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,10140,14908,ABQ,SNA,94.34782609,219.7177419,WN,0.715437788,220.0270531,AA,0.011520737,235.8
Table1a,2014,4,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",977,10158,11697,ACY,FLL,552.826087,104.131046,NK,0.999803382,104.0585054,NK,0.999803382,104.0585054
Table1a,2014,4,30158,33195,"Atlantic City, NJ","Tampa, FL (Metropolitan Area)",913,10158,15304,ACY,TPA,222.173913,92.20117417,NK,1,92.20117417,NK,1,92.20117417
Table1a,2014,4,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",602,11109,11259,COS,DAL,2.5,194.1521739,UA,1,194.1521739,UA,1,194.1521739
Table1a,2014,4,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",602,11109,11298,COS,DFW,204.7826087,181.9755839,AA,0.899681529,180.320177,AA,0.899681529,180.320177
Table1a,2014,4,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",602,11109,11298,COS,DFW,204.7826087,181.9755839,AA,0.899681529,180.320177,US,0.019639066,196.6837838
Table1a,2014,4,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",602,11109,11298,COS,DFW,204.7826087,181.9755839,AA,0.899681529,180.320177,UA,0.074840764,198.1248227
Table1a,2014,4,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,11109,10800,COS,BUR,6.304347826,223.4206897,UA,0.879310345,217.1254902,DL,0.120689655,269.2857143
Table1a,2014,4,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,11109,12892,COS,LAX,140.4347826,234.6210526,UA,0.968266254,232.6002398,DL,0.02244582,290.4344828
Table1a,2014,4,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,11109,12892,COS,LAX,140.4347826,234.6210526,UA,0.968266254,232.6002398,UA,0.968266254,232.6002398
Table1a,2014,4,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,11109,12954,COS,LGB,0.869565217,312,DL,1,312,DL,1,312
Table1a,2014,4,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,11109,13891,COS,ONT,7.934782609,333.6958904,UA,0.616438356,361.0733333,AA,0.01369863,802
Table1a,2014,4,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,11109,14908,COS,SNA,11.73913043,323.2138889,UA,0.777777778,299.1559524,AA,0.055555556,383.4166667
Table1a,2014,4,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",1067,11259,14122,DAL,PIT,77.06521739,201.5306065,WN,0.808180536,201.6289703,DL,0.062059238,249.2886364
Table1a,2014,4,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",1067,11298,14122,DFW,PIT,515.7608696,285.2573867,AA,0.71886196,300.8372618,AA,0.71886196,300.8372618
Table1a,2014,4,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",651,11259,11292,DAL,DEN,511.7391304,160.5258921,WN,0.99808836,160.1519047,WN,0.99808836,160.1519047
Table1a,2014,4,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",651,11298,11292,DFW,DEN,2088.586957,149.3784751,AA,0.461046058,167.77695,AA,0.461046058,167.77695
Table1a,2014,4,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",824,11259,15376,DAL,TUS,15.65217391,237.5909722,WN,0.756944444,230.2256881,UA,0.243055556,260.5285714
Table1a,2014,4,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",824,11298,15376,DFW,TUS,220.5434783,269.4252834,AA,0.906357812,268.6788472,US,0.038935436,292.9924051
Table1a,2014,4,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",824,11298,15376,DFW,TUS,220.5434783,269.4252834,AA,0.906357812,268.6788472,UA,0.038935436,234.0797468
Table1a,2014,4,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",824,11298,15376,DFW,TUS,220.5434783,269.4252834,AA,0.906357812,268.6788472,AA,0.906357812,268.6788472
Table1a,2014,4,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",879,11259,14107,DAL,PHX,625.8695652,165.2627822,WN,0.991316429,164.9012964,WN,0.991316429,164.9012964
Table1a,2014,4,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",879,11298,14107,DFW,PHX,1250.978261,203.4931358,AA,0.521939352,216.0203429,AA,0.521939352,216.0203429
Table1a,2014,4,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",1471,11259,10529,DAL,BDL,30.65217391,256.0939716,WN,0.843971631,253.6579832,DL,0.117021277,252.930303
Table1a,2014,4,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",1471,11298,10529,DFW,BDL,278.2608696,339.2794531,AA,0.65703125,365.9874554,AA,0.65703125,365.9874554
Table1a,2014,4,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",1670,11259,14747,DAL,SEA,94.13043478,229.3172055,WN,0.743648961,233.3902174,UA,0.054272517,295.1744681
Table1a,2014,4,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",1670,11298,14747,DFW,SEA,1073.369565,272.1056,AA,0.510582278,291.4537882,AA,0.510582278,291.4537882
Table1a,2014,4,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,11259,11540,DAL,ELP,412.9347826,207.0000526,WN,0.991839958,206.9932059,WN,0.991839958,206.9932059
Table1a,2014,4,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,11298,11540,DFW,ELP,220.2173913,234.8953603,AA,0.946199408,232.7669797,UA,0.025666338,209.625
Table1a,2014,4,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,11298,11540,DFW,ELP,220.2173913,234.8953603,AA,0.946199408,232.7669797,US,0.022211254,336.7444444
Table1a,2014,4,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,11298,11540,DFW,ELP,220.2173913,234.8953603,AA,0.946199408,232.7669797,AA,0.946199408,232.7669797
Table1a,2014,4,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,11259,10693,DAL,BNA,322.3913043,170.9974376,WN,0.975387728,171.2781887,WN,0.975387728,171.2781887
Table1a,2014,4,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,11259,10693,DAL,BNA,322.3913043,170.9974376,WN,0.975387728,171.2781887,DL,0.020229265,149.6783333
Table1a,2014,4,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,11298,10693,DFW,BNA,672.7173913,189.2571659,AA,0.930683471,188.6509028,DL,0.028922281,176.0709497
Table1a,2014,4,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,11298,10693,DFW,BNA,672.7173913,189.2571659,AA,0.930683471,188.6509028,AA,0.930683471,188.6509028
Table1a,2014,4,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,11298,10693,DFW,BNA,672.7173913,189.2571659,AA,0.930683471,188.6509028,US,0.025206011,206.9980769
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11259,10821,DAL,BWI,492.173913,157.3179329,WN,0.976590106,156.9113071,WN,0.976590106,156.9113071
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11259,10821,DAL,BWI,492.173913,157.3179329,WN,0.976590106,156.9113071,DL,0.015238516,160.3666667
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11259,11278,DAL,DCA,922.5,138.600377,WN,0.675857193,133.7993724,VX,0.317426653,147.3855234
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11259,12264,DAL,IAD,13.47826087,180.4354839,WN,0.580645161,157.6597222,DL,0.322580645,177.0475
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11298,10821,DFW,BWI,745.7608696,175.1612301,AA,0.563911966,209.7514086,AA,0.563911966,209.7514086
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11298,11278,DFW,DCA,983.2608696,267.2038028,AA,0.885584789,266.1428286,US,0.037364581,293.9180473
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11298,11278,DFW,DCA,983.2608696,267.2038028,AA,0.885584789,266.1428286,DL,0.041123148,225.7096774
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11298,11278,DFW,DCA,983.2608696,267.2038028,AA,0.885584789,266.1428286,AA,0.885584789,266.1428286
Table1a,2014,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,11298,12264,DFW,IAD,515.6521739,238.6341906,AA,0.59801855,221.523828,AA,0.59801855,221.523828
Table1a,2014,4,30194,30928,"Dallas/Fort Worth, TX","Wichita, KS",333,11259,12278,DAL,ICT,80.97826087,126.1744966,WN,0.995973154,125.9777628,WN,0.995973154,125.9777628
Table1a,2014,4,30194,30928,"Dallas/Fort Worth, TX","Wichita, KS",333,11298,12278,DFW,ICT,114.7826087,168.8133523,AA,0.96969697,168.9296875,US,0.015151515,180.23125
Table1a,2014,4,30194,30928,"Dallas/Fort Worth, TX","Wichita, KS",333,11298,12278,DFW,ICT,114.7826087,168.8133523,AA,0.96969697,168.9296875,AA,0.96969697,168.9296875
Table1a,2014,4,30194,30928,"Dallas/Fort Worth, TX","Wichita, KS",333,11298,12278,DFW,ICT,114.7826087,168.8133523,AA,0.96969697,168.9296875,UA,0.010416667,134.6909091
Table1a,2014,4,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,11259,15016,DAL,STL,566.9565217,194.7578604,WN,0.990797546,194.9039087,WN,0.990797546,194.9039087
Table1a,2014,4,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,11298,15016,DFW,STL,463.8043478,206.6506914,AA,0.93695805,205.5017509,UA,0.014998828,245.715625
Table1a,2014,4,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,11298,15016,DFW,STL,463.8043478,206.6506914,AA,0.93695805,205.5017509,US,0.018045465,235.5597403
Table1a,2014,4,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,11298,15016,DFW,STL,463.8043478,206.6506914,AA,0.93695805,205.5017509,AA,0.93695805,205.5017509
Table1a,2014,4,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,11298,15016,DFW,STL,463.8043478,206.6506914,AA,0.93695805,205.5017509,DL,0.023435669,207.664
Table1a,2014,4,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",918,11259,12451,DAL,JAX,56.84782609,193.201912,WN,0.797323136,189.5510791,DL,0.179732314,209.6638298
Table1a,2014,4,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",918,11298,12451,DFW,JAX,343.5869565,269.3350522,AA,0.687124328,287.5617864,AA,0.687124328,287.5617864
Table1a,2014,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",861,11259,11267,DAL,DAY,9.891304348,199.9428571,WN,0.725274725,195.4757576,DL,0.252747253,206.9478261
Table1a,2014,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",861,11298,11267,DFW,DAY,218.3695652,255.1280239,AA,0.790443006,259.8941436,UA,0.085116974,212.805848
Table1a,2014,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",861,11298,11267,DFW,DAY,218.3695652,255.1280239,AA,0.790443006,259.8941436,US,0.050273768,262.5613861
Table1a,2014,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",861,11298,11267,DFW,DAY,218.3695652,255.1280239,AA,0.790443006,259.8941436,DL,0.06172225,233.2862903
Table1a,2014,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",861,11298,11267,DFW,DAY,218.3695652,255.1280239,AA,0.790443006,259.8941436,AA,0.790443006,259.8941436
Table1a,2014,4,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,11259,11433,DAL,DTW,68.15217391,240.3834131,WN,0.917065391,237.9511304,WN,0.917065391,237.9511304
Table1a,2014,4,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,11259,11433,DAL,DTW,68.15217391,240.3834131,WN,0.917065391,237.9511304,DL,0.033492823,308.4666667
Table1a,2014,4,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,11259,11433,DAL,DTW,68.15217391,240.3834131,WN,0.917065391,237.9511304,UA,0.039872408,240.532
Table1a,2014,4,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,11298,11433,DFW,DTW,1033.913043,239.727439,DL,0.338730025,297.7138734,AA,0.3372582,285.0785224
Table1a,2014,4,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,11259,11423,DAL,DSM,8.804347826,201.2493827,WN,0.679012346,215.5181818,UA,0.320987654,171.0653846
Table1a,2014,4,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,11298,11423,DFW,DSM,170.1086957,246.7819808,AA,0.842811502,252.1563306,US,0.016613419,325.6153846
Table1a,2014,4,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,11298,11423,DFW,DSM,170.1086957,246.7819808,AA,0.842811502,252.1563306,UA,0.085623003,190.908209
Table1a,2014,4,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,11298,11423,DFW,DSM,170.1086957,246.7819808,AA,0.842811502,252.1563306,DL,0.041533546,236.9307692
Table1a,2014,4,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,11298,11423,DFW,DSM,170.1086957,246.7819808,AA,0.842811502,252.1563306,AA,0.842811502,252.1563306
Table1a,2014,4,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",239,11259,12191,DAL,HOU,1985.434783,173.7688657,WN,0.999124056,173.7921753,WN,0.999124056,173.7921753
Table1a,2014,4,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",239,11259,12266,DAL,IAH,145,170.8932534,UA,0.995502249,170.9445783,UA,0.995502249,170.9445783
Table1a,2014,4,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",239,11298,12266,DFW,IAH,862.6086957,179.3376134,AA,0.699722782,177.7895372,AA,0.699722782,177.7895372
Table1a,2014,4,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,11259,13204,DAL,MCO,494.8913043,192.8352295,WN,0.967933231,191.4818244,DL,0.017790468,247.9148148
Table1a,2014,4,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,11259,13204,DAL,MCO,494.8913043,192.8352295,WN,0.967933231,191.4818244,WN,0.967933231,191.4818244
Table1a,2014,4,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,11259,13204,DAL,MCO,494.8913043,192.8352295,WN,0.967933231,191.4818244,UA,0.011640676,216.1415094
Table1a,2014,4,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,11298,13204,DFW,MCO,1298.913043,209.0574979,AA,0.675481172,242.0241824,AA,0.675481172,242.0241824
Table1a,2014,4,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,11259,13487,DAL,MSP,84.67391304,195.8181001,WN,0.957637997,193.4955764,UA,0.025673941,213.805
Table1a,2014,4,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,11259,13487,DAL,MSP,84.67391304,195.8181001,WN,0.957637997,193.4955764,DL,0.01283697,350.27
Table1a,2014,4,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,11259,13487,DAL,MSP,84.67391304,195.8181001,WN,0.957637997,193.4955764,WN,0.957637997,193.4955764
Table1a,2014,4,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,11298,13487,DFW,MSP,1017.608696,231.6052767,AA,0.348216193,268.5027607,AA,0.348216193,268.5027607
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11259,11618,DAL,EWR,73.69565217,220.8476401,WN,0.932153392,213.9267405,WN,0.932153392,213.9267405
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11259,11618,DAL,EWR,73.69565217,220.8476401,WN,0.932153392,213.9267405,UA,0.03539823,357.1541667
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11259,11618,DAL,EWR,73.69565217,220.8476401,WN,0.932153392,213.9267405,DL,0.02359882,298.30625
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11259,12197,DAL,HPN,0.652173913,224.5666667,DL,1,224.5666667,DL,1,224.5666667
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11259,12391,DAL,ISP,10.97826087,257.8287129,WN,1,257.8287129,WN,1,257.8287129
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11259,12478,DAL,JFK,2.065217391,258.1,DL,0.473684211,252.9777778,DL,0.473684211,252.9777778
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11259,12953,DAL,LGA,893.6956522,180.4809657,VX,0.505351496,187.9933093,UA,0.011919241,203.1581633
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11298,11618,DFW,EWR,979.2391304,325.6831169,AA,0.511377511,317.5278055,AA,0.511377511,317.5278055
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11298,12197,DFW,HPN,32.39130435,266.1288591,US,0.312080537,224.1010753,AA,0.308724832,305.5586957
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11298,12391,DFW,ISP,6.630434783,312.4245902,US,0.786885246,292.0833333,AA,0.114754098,440.6428571
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11298,12478,DFW,JFK,365.7608696,237.9416048,AA,0.614561664,237.0087041,AA,0.614561664,237.0087041
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11298,12953,DFW,LGA,2413.804348,275.6186518,AA,0.599855901,312.7611441,AA,0.599855901,312.7611441
Table1a,2014,4,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,11298,15070,DFW,SWF,9.891304348,304.9285714,DL,0.43956044,299.72,AA,0.087912088,395.7625
Table1a,2014,4,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",1017,11259,14635,DAL,RSW,15.86956522,236.1821918,WN,0.630136986,209.8271739,DL,0.164383562,272.7
Table1a,2014,4,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",1017,11298,14635,DFW,RSW,266.7391304,217.7845558,AA,0.578239609,273.9965469,AA,0.578239609,273.9965469
Table1a,2014,4,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",862,11259,11996,DAL,GSP,32.2826087,174.2922559,WN,0.781144781,175.5836207,DL,0.202020202,171.7316667
Table1a,2014,4,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",862,11298,11996,DFW,GSP,154.5652174,223.7544304,AA,0.584388186,229.9795427,AA,0.584388186,229.9795427
