Year,Quarter,tbl,large_ms,fare_lg,lf_ms,fare_low,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,carrier_low
2013,4,Table 1a,96.83,327.18,96.83,327.18,30135,30721,ABE,BOS,259,6.847826087,323.5628571,US,US
2013,4,Table 1a,77.78,233.05,77.78,233.05,30135,30647,ABE,CAK,315,0.97826087,264.2644444,DL,DL
2013,4,Table 1a,61.18,293.65,22.35,258.79,30135,30647,ABE,CLE,339,9.239130435,283.4915294,US,UA
2013,4,Table 1a,75,333.83,75,333.83,30135,30194,ABE,DAL,1300,0.869565217,381.875,DL,DL
2013,4,Table 1a,60.95,306.85,10.95,282.24,30135,30194,ABE,DFW,1307,22.82608696,320.0094286,US,UA
2013,4,Table 1a,51.69,290.92,11.02,177.51,30135,32467,ABE,FLL,1041,12.82608696,257.1034746,US,UA
2013,4,Table 1a,95.83,307.89,95.83,307.89,30135,31453,ABE,HOU,1350,2.608695652,303.7345833,DL,DL
2013,4,Table 1a,47.87,310.83,31.75,248.92,30135,31453,ABE,IAH,1339,22.93478261,286.8300474,US,UA
2013,4,Table 1a,45.37,275.28,45.37,275.28,30135,32575,ABE,LAX,2388,24.67391304,316.7237886,UA,UA
2013,4,Table 1a,100,387.62,100,387.62,30135,30977,ABE,MDW,646,0.869565217,387.61875,DL,DL
2013,4,Table 1a,66.67,322.69,66.67,322.69,30135,30721,ABE,MHT,260,0.97826087,308.8888889,US,US
2013,4,Table 1a,51.81,318.2,38.55,241.46,30135,32467,ABE,MIA,1061,9.02173913,289.4722892,US,DL
2013,4,Table 1a,57.14,303,57.14,303,30135,32457,ABE,OAK,2490,0.760869565,339.5714286,DL,DL
2013,4,Table 1a,75,481.22,16.67,378.5,30135,32575,ABE,ONT,2342,2.608695652,463.2133333,US,UA
2013,4,Table 1a,46.79,287.95,46.79,287.95,30135,30977,ABE,ORD,654,33.91304348,301.4040385,US,US
2013,4,Table 1a,100,120.83,100,120.83,30135,33195,ABE,PIE,970,97.39130435,120.8258929,G4,G4
2013,4,Table 1a,95.24,329.42,95.24,329.42,30135,30721,ABE,PVD,222,2.282608696,326.8752381,US,US
2013,4,Table 1a,42.31,404.84,42.31,404.84,30135,32457,ABE,SFO,2500,14.13043478,413.021,UA,UA
2013,4,Table 1a,66.67,408.93,33.33,353,30135,32457,ABE,SJC,2483,0.652173913,390.2833333,US,DL
2013,4,Table 1a,63.1,293.02,63.1,293.02,30135,32575,ABE,SNA,2367,9.130434783,319.9788095,UA,UA
2013,4,Table 1a,57.05,307.01,10.74,198.88,30135,33195,ABE,TPA,962,16.19565217,291.5393289,US,UA
2013,4,Table 1a,98.57,302.49,98.57,302.49,30136,30852,ABI,BWI,1370,7.608695652,301.3114286,AA,AA
2013,4,Table 1a,94.57,213.72,94.57,213.72,30136,30852,ABI,DCA,1345,10,213.791413,AA,AA
2013,4,Table 1a,100,136.97,100,136.97,30136,30194,ABI,DFW,158,24.45652174,136.9721778,AA,AA
2013,4,Table 1a,100,261.12,100,261.12,30136,31703,ABI,EWR,1523,4.891304348,261.1171111,AA,AA
2013,4,Table 1a,95.71,206.95,95.71,206.95,30136,31453,ABI,HOU,323,7.608695652,205.5142857,AA,AA
2013,4,Table 1a,100,224,100,224,30136,31703,ABI,HPN,1553,0.326086957,224,AA,AA
2013,4,Table 1a,100,198.3,100,198.3,30136,30852,ABI,IAD,1325,2.5,198.3043478,AA,AA
