tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200302,2200,23210,ABE,DAL,1300,0.32,442.33,CO,66.66,361.5,CO,66.66,361.5
Table 1a,200302,2200,23210,ABE,DFW,1308,32.63,321.17,US,38.72,329.37,UA,10.1,295.3
Table 1a,200302,2200,37320,ABE,HOU,1351,2.08,250.26,DL,94.73,254.38,DL,94.73,254.38
Table 1a,200302,2200,37320,ABE,IAH,1339,19.67,317.16,US,49.16,324.96,NW,18.99,193.17
Table 1a,200302,2200,18500,ABE,MDW,646,2.63,188.41,NW,37.5,211.33,DL,16.66,151.25
Table 1a,200302,2200,18500,ABE,ORD,654,94.28,213.07,UA,79.25,218.37,US,13.63,179.52
Table 1a,200302,2200,87870,ABE,TPA,963,79.89,127.15,DL,32.04,136.22,UA,22.55,98.79
Table 1a,200302,300,23210,ABI,DFW,158,17.03,123.61,AA,97.41,125.88,AA,97.41,125.88
Table 1a,200302,1680,23210,ABQ,DAL,580,576.26,118.15,WN,99.79,118.2,WN,99.79,118.2
Table 1a,200302,1680,96460,ABQ,DCA,1650,240.98,212.07,AA,49.01,208.87,CO,11.94,178.11
Table 1a,200302,1680,23210,ABQ,DFW,569,189.67,131.7,AA,78.04,134.17,DL,17.96,120.37
Table 1a,200302,1680,37320,ABQ,EFD,767,1.64,143.53,CO,100,143.53,CO,100,143.53
Table 1a,200302,1680,63760,ABQ,EWR,1805,107.25,272.42,CO,27.97,302.78,UA,12.29,243.63
Table 1a,200302,1680,37320,ABQ,HOU,759,153.84,153.68,WN,97.57,153.93,AA,1.21,157.76
Table 1a,200302,1680,96460,ABQ,IAD,1628,133.18,207.3,AA,37.95,193.2,AA,37.95,193.2
Table 1a,200302,1680,37320,ABQ,IAH,744,166.26,155.52,CO,86.51,156.16,AA,1.38,159.85
Table 1a,200302,1680,63760,ABQ,JFK,1825,32.74,210.61,AA,46.97,200.7,AA,46.97,200.7
Table 1a,200302,1680,63760,ABQ,LGA,1821,225.82,200.73,AA,37.61,210.77,CO,13.38,191.15
Table 1a,200302,1680,18500,ABQ,MDW,1121,145.49,156.54,WN,87.23,156.44,AA,1.51,138.65
Table 1a,200302,1680,18500,ABQ,ORD,1118,227.91,172.47,AA,74.54,170.62,AA,74.54,170.62
Table 1a,200302,1680,87870,ABQ,TPA,1497,141.42,144.51,WN,48.4,137.98,AA,12.43,134.71
Table 1a,200302,1540,96460,ABY,DCA,647,6.92,367.2,DL,100,367.2,DL,100,367.2
Table 1a,200302,1540,63760,ABY,EWR,844,7.8,229.8,DL,98.59,231.31,DL,98.59,231.31
Table 1a,200302,1540,96460,ABY,IAD,637,6.26,226.1,DL,98.24,227.69,DL,98.24,227.69
Table 1a,200302,1540,63760,ABY,JFK,856,0.21,292.5,DL,100,292.5,DL,100,292.5
Table 1a,200302,1540,63760,ABY,LGA,859,6.26,199.78,DL,96.49,191.45,DL,96.49,191.45
Table 1a,200302,62400,96460,ACK,DCA,405,12.52,215.52,US,63.15,220.54,CO,10.52,172.66
Table 1a,200302,62400,63760,ACK,EWR,218,8.02,259.79,CO,83.56,260.77,CO,83.56,260.77
Table 1a,200302,62400,96460,ACK,IAD,423,0.21,270.5,,,,,,
Table 1a,200302,62400,63760,ACK,LGA,202,38.57,276.53,US,85.47,288.22,US,85.47,288.22
Table 1a,200302,95810,96460,ACT,DCA,1243,10.98,373.57,AA,97,356.71,AA,97,356.71
Table 1a,200302,95810,96460,ACT,IAD,1223,2.63,435.45,AA,100,435.45,AA,100,435.45
Table 1a,200302,5870,87870,ACY,TPA,914,212.19,122.48,NK,98.13,121.82,NK,98.13,121.82
Table 1a,200302,1910,23210,AEX,DAL,273,0.76,179.42,CO,100,179.42,CO,100,179.42
Table 1a,200302,1910,96460,AEX,DCA,1018,14.39,271.74,NW,49.61,336.56,DL,20.61,206.4
Table 1a,200302,1910,23210,AEX,DFW,285,17.03,159.44,DL,93.54,157.91,CO,5.8,192.33
Table 1a,200302,1910,63760,AEX,EWR,1211,4.06,325.89,CO,43.24,361.68,DL,10.81,229.5
Table 1a,200302,1910,96460,AEX,IAD,1001,2.63,262.83,DL,62.5,316.26,CO,37.5,173.77
Table 1a,200302,1910,37320,AEX,IAH,190,11.31,230.89,CO,98.05,232.28,CO,98.05,232.28
Table 1a,200302,1910,63760,AEX,JFK,1228,1.75,200.68,CO,68.75,213.9,NW,12.5,126.5
Table 1a,200302,1910,63760,AEX,LGA,1228,17.47,169.33,CO,40.25,149.84,CO,40.25,149.84
Table 1a,200302,1910,18500,AEX,MDW,769,0.76,403.71,DL,57.14,444.25,NW,28.57,219.5
Table 1a,200302,1910,18500,AEX,ORD,778,11.97,216.22,NW,37.61,214.24,DL,15.59,209.05
Table 1a,200302,5980,23210,AGS,DAL,863,1.97,145.5,CO,77.77,142.64,CO,77.77,142.64
Table 1a,200302,5980,96460,AGS,DCA,468,31.97,217.94,DL,70.44,209.62,DL,70.44,209.62
Table 1a,200302,5980,23210,AGS,DFW,874,22.74,261.69,DL,58.93,313.35,CO,28.5,168.45
Table 1a,200302,5980,37320,AGS,EFD,820,0.65,162.66,CO,100,162.66,CO,100,162.66
Table 1a,200302,5980,63760,AGS,EWR,663,93.29,198.5,CO,89.87,189,CO,89.87,189
Table 1a,200302,5980,37320,AGS,HOU,826,2.41,338.45,DL,95.45,325.71,DL,95.45,325.71
Table 1a,200302,5980,96460,AGS,IAD,459,11.31,262.12,DL,57.28,247.59,DL,57.28,247.59
Table 1a,200302,5980,37320,AGS,IAH,821,32.63,195.09,CO,81.48,187.07,CO,81.48,187.07
Table 1a,200302,5980,63760,AGS,JFK,675,3.29,255.56,DL,100,255.56,DL,100,255.56
