Year,Quarter,tbl,large_ms,fare_lg,lf_ms,fare_low,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,carrier_low
2010,3,Table 1a,50,305.7,44.44,157,2200,37320,ABE,HOU,1351,1.956521739,247.7394444,DL,FL
2010,3,Table 1a,34.62,266.96,20.33,210.41,2200,37320,ABE,IAH,1339,19.7826087,230.8833517,US,DL
2010,3,Table 1a,68.75,200.81,31.25,172.22,2200,18500,ABE,MDW,646,1.739130435,191.87625,DL,FL
2010,3,Table 1a,57.27,272.76,12.09,179.12,2200,18500,ABE,ORD,654,133.0434783,248.4591748,UA,US
2010,3,Table 1a,100,94.29,100,94.29,2200,87870,ABE,PIE,971,102.826087,94.29307611,G4,G4
2010,3,Table 1a,56.69,188.31,11.42,135.46,2200,87870,ABE,TPA,963,27.60869565,174.6404724,US,FL
2010,3,Table 1a,100,200.05,100,200.05,300,37320,ABI,HOU,323,7.826086957,200.0527778,AA,AA
2010,3,Table 1a,93.9,199.56,93.9,199.56,300,37320,ABI,IAH,307,8.913043478,201.9790244,AA,AA
2010,3,Table 1a,97.09,275.36,97.09,275.36,300,18500,ABI,ORD,924,11.19565217,274.0723301,AA,AA
2010,3,Table 1a,67.75,296.68,67.75,296.68,1680,96460,ABQ,DCA,1650,144.2391304,301.2900754,AA,AA
2010,3,Table 1a,42,181.61,42,181.61,1680,63760,ABQ,EWR,1805,170.5434783,217.8609178,AA,AA
2010,3,Table 1a,99.09,191.89,99.09,191.89,1680,37320,ABQ,HOU,759,237.7173913,191.8849291,WN,WN
2010,3,Table 1a,68.53,330.62,15.98,265.13,1680,96460,ABQ,IAD,1628,157.826087,316.1442906,UA,WN
2010,3,Table 1a,90.89,220.24,90.89,220.24,1680,37320,ABQ,IAH,744,144.3478261,222.5844955,CO,CO
2010,3,Table 1a,70.97,216.69,70.97,216.69,1680,63760,ABQ,JFK,1825,33.69565217,236.7193548,DL,DL
2010,3,Table 1a,56.5,195.57,56.5,195.57,1680,63760,ABQ,LGA,1821,286.6304348,208.1975616,AA,AA
2010,3,Table 1a,96.51,190.79,96.51,190.79,1680,18500,ABQ,MDW,1121,196.0869565,190.7826718,WN,WN
2010,3,Table 1a,73.94,186.57,73.94,186.57,1680,18500,ABQ,ORD,1118,235.6521739,199.5941651,AA,AA
2010,3,Table 1a,56.17,180.73,56.17,180.73,1680,87870,ABQ,TPA,1497,114.5652174,186.203871,WN,WN
2010,3,Table 1a,98.69,279.35,98.69,279.35,1540,96460,ABY,DCA,647,16.63043478,278.4230719,DL,DL
2010,3,Table 1a,95.24,283.3,95.24,283.3,1540,96460,ABY,IAD,637,2.282608696,286.9995238,DL,DL
2010,3,Table 1a,87.64,256.93,87.64,256.93,62400,96460,ACK,DCA,405,75.65217391,248.7838075,US,US
2010,3,Table 1a,31.71,319.71,31.71,319.71,62400,63760,ACK,EWR,218,4.456521739,280.1995122,CO,CO
2010,3,Table 1a,89.8,201.3,89.8,201.3,62400,96460,ACK,IAD,423,5.326086957,204.1242857,B6,B6
2010,3,Table 1a,74.26,141.32,25.39,116.95,62400,63760,ACK,JFK,199,254.673913,135.7507811,B6,DL
2010,3,Table 1a,94.68,262.18,94.68,262.18,62400,63760,ACK,LGA,202,40.86956522,266.3601064,US,US
2010,3,Table 1a,83.33,320.71,83.33,320.71,95810,96460,ACT,DCA,1243,9.782608696,329.3146667,AA,AA
2010,3,Table 1a,86.36,333.51,86.36,333.51,95810,96460,ACT,IAD,1223,2.391304348,348.7936364,AA,AA
2010,3,Table 1a,100,162.13,100,162.13,5870,18500,ACY,MDW,710,4.347826087,162.13475,FL,FL
2010,3,Table 1a,100,104.91,100,104.91,5870,18500,ACY,ORD,720,8.47826087,104.9052564,NK,NK
2010,3,Table 1a,98.04,97.97,98.04,97.97,5870,87870,ACY,TPA,914,221.4130435,98.83346097,NK,NK
2010,3,Table 1a,62.18,284.27,20.73,271.56,1911,96460,AEX,DCA,1018,20.97826087,302.2889637,DL,CO
2010,3,Table 1a,43.64,267.1,43.64,267.1,1911,63760,AEX,EWR,1211,5.97826087,293.2558182,CO,CO
2010,3,Table 1a,50.88,251.41,50.88,251.41,1911,96460,AEX,IAD,1001,6.195652174,307.4650877,DL,DL
2010,3,Table 1a,100,354.75,100,354.75,1911,37320,AEX,IAH,190,12.7173913,354.7516239,CO,CO
2010,3,Table 1a,100,310.45,100,310.45,1911,63760,AEX,JFK,1228,0.97826087,310.4466667,DL,DL
2010,3,Table 1a,54.84,241.6,25,239.03,1911,63760,AEX,LGA,1228,13.47826087,240.4108871,DL,CO
2010,3,Table 1a,100,231.88,100,231.88,1911,18500,AEX,MDW,769,2.065217391,231.8768421,DL,DL
2010,3,Table 1a,42.14,211.63,42.14,211.63,1911,18500,AEX,ORD,778,15.2173913,226.2514286,DL,DL
2010,3,Table 1a,48.91,211.35,48.91,211.35,1911,87870,AEX,TPA,645,10,216.9425,DL,DL
2010,3,Table 1a,64.83,219.1,33.86,202.82,5980,96460,AGS,DCA,468,41.41304348,214.3927559,US,DL
2010,3,Table 1a,50,264.45,40.2,219.83,5980,63760,AGS,EWR,663,22.17391304,240.7361765,US,DL
2010,3,Table 1a,80,183.92,17.14,155.68,5980,37320,AGS,HOU,826,7.608695652,181.705,DL,AA
2010,3,Table 1a,57.06,254.75,37.65,212.5,5980,96460,AGS,IAD,459,18.47826087,250.0576471,DL,US
2010,3,Table 1a,52.68,162.59,20.49,156.31,5980,37320,AGS,IAH,821,22.2826087,171.6016098,DL,AA
2010,3,Table 1a,66.13,213.52,30.65,190.33,5980,63760,AGS,JFK,675,13.47826087,205.1608065,DL,US
