tbl,Date,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 1a,200301,2200,23210,ABE,DAL,1300,0.22,315,DL,100,315,DL,100,315
Table 1a,200301,2200,23210,ABE,DFW,1308,26.88,308.11,US,41.73,322.41,UA,13.63,261.9
Table 1a,200301,2200,37320,ABE,EFD,1347,0.22,544,CO,100,544,CO,100,544
Table 1a,200301,2200,37320,ABE,HOU,1351,1.33,346,DL,100,346,DL,100,346
Table 1a,200301,2200,37320,ABE,IAH,1339,19.11,368.31,US,48.25,314.96,US,48.25,314.96
Table 1a,200301,2200,18500,ABE,MDW,646,2.44,163.36,NW,63.63,124.42,NW,63.63,124.42
Table 1a,200301,2200,18500,ABE,ORD,654,41.77,220.92,UA,59.57,208.6,UA,59.57,208.6
Table 1a,200301,2200,87870,ABE,TPA,963,83.66,136.4,US,39.04,140.48,UA,14.74,129.62
Table 1a,200301,300,23210,ABI,DFW,158,17.55,119.69,AA,100,119.69,AA,100,119.69
Table 1a,200301,1680,23210,ABQ,DAL,580,503.77,118.47,WN,99.75,118.47,WN,99.75,118.47
Table 1a,200301,1680,96460,ABQ,DCA,1650,196.33,215.79,AA,58.12,204.48,AA,58.12,204.48
Table 1a,200301,1680,23210,ABQ,DFW,569,216.55,128.73,AA,79.73,130.74,DL,17.39,119.12
Table 1a,200301,1680,37320,ABQ,EFD,767,1.22,175.09,CO,100,175.09,CO,100,175.09
Table 1a,200301,1680,63760,ABQ,EWR,1805,68.22,273.34,AA,25.57,301.57,UA,11.72,228.62
Table 1a,200301,1680,37320,ABQ,HOU,759,154,157.81,WN,97.4,157.57,AA,1.08,176.2
Table 1a,200301,1680,96460,ABQ,IAD,1628,88.77,228.71,UA,40.92,259.66,AA,36.67,201
Table 1a,200301,1680,37320,ABQ,IAH,744,173.22,163.03,CO,89.15,162.18,AA,1.6,168.12
Table 1a,200301,1680,63760,ABQ,JFK,1825,23,237.08,HP,24.15,244.94,NW,18.35,175.89
Table 1a,200301,1680,63760,ABQ,LGA,1821,139.11,219.35,AA,29.15,237.53,CO,14.85,201.24
Table 1a,200301,1680,18500,ABQ,MDW,1121,86.88,171.3,WN,84.14,172.33,AA,1.02,215.75
